_CREATOR_URI_USER;_CREATION_DATE;_LAST_UPDATE_URI_USER;_LAST_UPDATE_DATE;_MODEL_VERSION;_UI_VERSION;_IS_COMPLETE;_SUBMISSION_DATE;_MARKED_AS_COMPLETE_DATE;TOT_FEMALE_TEACHERS;LOCATION_LNG;SS01_BOYS_LATRINE;LOCATION_LAT;TOT_FEMALE_STUDENTS;TYPE_OF_WATER_SOURCE;STATUS;SCHOOL_REF;LOCATION_ALT;SS01_GIRLS_LATRINE;LOCATION_ACC;TOT_MALE_TEACHERS;NO_OF_GIRLS_TOILET_BY_OTHERS;SS03;TOT_MALE_STUDENTS;SS02;SS04;NO_OF_GIRLS_TOILET_BY_BRAC;psu;sl_no;sn;ID;district;upazila;union;name_lnstitute;girlsonly;female/male teacher;female/male students
shahidul;49:20,0;0;49:20,0;0;0;1;49:20,0;49:20,0;1;90,68248366;A;24,31877995;118;D;0;236335;-33;A;20;14;0;A;122;B;A;2;36;108;335;236335;Kishoregonj;Pakundia;Pakundia;Baratia Dhakhil Madrasha(Co-Ed);0;0,07;0,967213115
swapon;47:57,0;0;47:57,0;0;0;1;47:57,0;47:57,0;3;89,7844621;F;23,2733813;448;D;0;240366;0;A;4634;8;0;A;0;A;A;2;40;121;366;240366;Gopalgonj;Kashiani;Mohes Pur;Joynagar Girls High School;1;0,38;
shahidur;44:03,0;0;44:03,0;0;0;1;44:03,0;44:03,0;1;90,8913101;C;24,8972263;163;E;0;235328;0;C;3463;8;0;A;126;B;D;2;35;105;328;235328;Netrakona;Barhatta;Buashe;Premnagar Salipura High School(Co-Ed);0;0,13;1,293650794
alim;44:42,0;0;44:42,0;0;0;1;44:42,0;44:42,0;4;0;C;0;121;D;0;244381;0;A;0;9;0;A;105;B;A;2;44;133;381;244381;Natore;Natore Sadar;Biprobelghoria;Somos Kholosi High School;0;0,44;1,152380952
shariful;42:01,0;0;42:01,0;0;0;1;42:01,0;42:01,0;1;91,1291993;C;23,5410127;155;D;0;213129;0;A;3189;10;0;A;390;C;C;2;13;38;129;213129;Comilla;Burichong;Burichong;Burichong Model Accadamy;0;0,1;0,397435897
hannan;26:56,0;0;26:56,0;0;0;1;26:56,0;26:56,0;2;0;A;0;280;D;0;227258;0;A;0;15;0;B;320;A;A;2;27;76;258;227258;Bogra;Gabtoli;Sonaray;Sonaray High school;0;0,13;0,875
jahurul;58:17,0;0;58:17,0;0;0;1;58:17,0;58:17,0;2;0;B;0;112;D;0;238080;0;A;0;7;2;C;90;B;B;2;38;112;80;238080;Tangail;Modhupur;Golabari;Belutia High School;0;0,29;1,244444444
alim;03:35,0;0;03:35,0;0;0;1;03:35,0;03:35,0;2;0;B;0;102;D;0;226251;0;D;0;8;0;B;100;A;A;2;26;74;251;226251;Bogra;Nandigram;Vatgram;Chakalma high school;0;0,25;1,02
ramzan;29:40,0;0;29:40,0;0;0;1;29:40,0;29:40,0;1;0;B;0;271;D;0;223358;0;A;0;10;0;A;225;A;A;2;23;66;358;223358;Mymensingh;Haluaghat;Vhubonkura;Mahis liti Dhakil Madrasha;0;0,1;1,204444444
sanjoy;31:26,0;0;31:26,0;0;0;1;31:26,0;31:26,0;1;89,21575295;C;22,91021357;65;E;0;218188;-116;B;90;10;0;E;194;C;C;2;18;53;188;218188;Jessore;Keshabpur;Pangia;Rajnagar Secendary School;0;0,1;0,335051546
shariful;15:26,0;0;15:26,0;0;0;1;15:26,0;15:26,0;4;0;C;0;167;D;0;213132;0;A;0;5;0;C;155;B;C;2;13;38;132;213132;Comilla;Burichong;Bharellah;Koshompur High School;0;0,8;1,077419355
alim;48:07,0;0;48:07,0;0;0;1;48:07,0;48:07,0;4;0;F;0;155;D;0;226248;0;B;0;7;0;A;0;A;A;2;26;74;248;226248;Bogra;Nandigram;Vatgram;Bigrul PS Girls Dakhil Madrasa;1;0,57;
shariful;54:38,0;0;54:38,0;0;0;1;54:38,0;54:38,0;5;0;C;0;429;D;0;213134;0;A;0;11;0;A;384;B;C;2;13;38;134;213134;Comilla;Burichong;Bharellah;Rampur High School;0;0,45;1,1171875
swapon;02:06,0;0;02:06,0;0;0;1;02:06,0;02:06,0;2;89,8629821;C;22,9992312;216;A;0;239362;0;A;3880;7;0;A;262;A;A;2;39;117;362;239362;Gopalgonj;Tungipara;Gopalpur;Guadhana Silna Bindubashi High School(Co-Ed);0;0,29;0,824427481
shariful;28:24,0;0;28:24,0;0;0;1;28:24,0;28:24,0;3;91,1291978;C;23,5409796;299;E;0;213136;0;B;3152;11;0;C;256;C;C;2;13;38;136;213136;Comilla;Burichong;Sholonol;Purbohura High School;0;0,27;1,16796875
meherul;02:05,0;0;02:05,0;0;0;1;02:05,0;02:05,0;4;0;C;0;140;E;0;243283;0;A;0;11;0;C;120;B;A;2;43;131;283;243283;Joypurhat;Kalai;Ahamadabad;Harunja Nomizon Aftabi High School;0;0,36;1,166666667
sanjoy;59:43,0;0;59:43,0;0;0;1;59:43,0;59:43,0;4;89,22091772;C;22,9005755;74;E;0;218187;-78;A;150;10;0;A;186;B;B;2;18;53;187;218187;Jessore;Keshabpur;Pangia;Panjia Secendary School;0;0,4;0,397849462
alim;55:40,0;0;55:40,0;0;0;1;55:40,0;55:40,0;2;0;C;0;119;D;0;226245;0;A;0;7;0;A;121;A;A;2;26;74;245;226245;Bogra;Nandigram;Thalta Mazgram;Pathan Mirzapur high school;0;0,29;0,983471074
shariful;07:41,0;0;07:41,0;0;0;1;07:41,0;07:41,0;11;0;E;0;205;D;0;212124;0;D;0;12;0;C;157;B;B;2;12;36;124;212124;Comilla;Comilla Sadar;Amratoly;Bangla Mission Public School;0;0,92;1,305732484
jahurul;45:18,0;0;45:18,0;0;0;1;45:18,0;45:18,0;0;0;C;0;194;D;0;237074;0;A;0;11;2;C;205;B;C;2;37;110;74;237074;Tangail;Shakhipur;Kakrajan;Mohanandapur  High School;0;0;0,946341463
sanjoy;44:30,0;0;44:30,0;0;0;1;44:30,0;44:30,0;4;89,339022;F;23,1982061;350;D;0;217178;0;A;3693;9;0;A;0;B;B;2;17;51;178;217178;Jessore;Bagharpara;Naricalbaria;Narikelbaria Seba Sango Girls School;1;0,44;
enamul;35:08,0;0;35:08,0;0;0;1;35:08,0;35:08,0;3;88,467609;C;25,7944578;148;D;0;228266;0;B;3243;9;0;C;148;B;B;2;28;80;266;228266;Dinajpur;Bochaganj;Atgaon;Bajnia High School;0;0,33;1
jahurul;15:13,0;0;15:13,0;0;0;1;15:13,0;15:13,0;1;0;E;0;195;D;0;237078;0;C;0;9;1;E;222;C;E;2;37;110;78;237078;Tangail;Shakhipur;Jadobpur;Nakshala Jamir Uddin  High School;0;0,11;0,878378378
enamul;13:51,0;0;13:51,0;0;0;1;13:51,0;13:51,0;3;88,467609;F;25,7944578;212;D;0;228263;0;B;3243;11;0;B;0;B;C;2;28;80;263;228263;Dinajpur;Bochaganj;Atgaon;Atgaon Junior Girls School;1;0,27;
sanjoy;42:20,0;0;42:20,0;0;0;1;42:20,0;42:20,0;2;89,34673769;C;23,18816329;137;D;0;217174;-45;C;80;9;0;A;127;C;C;2;17;51;174;217174;Jessore;Bagharpara;Dohakula;Endra Secendary School;0;0,22;1,078740157
bari;28:39,0;0;28:39,0;0;0;1;28:39,0;28:39,0;1;0;B;0;164;E;0;265394;0;A;0;11;0;A;140;C;D;2;65;19;394;265394;Khulna;Koyra;North Bedkashi;Barobari Girls High School;1;0,09;1,171428571
sanjoy;16:28,0;0;16:28,0;0;0;1;16:28,0;16:28,0;4;89,34284566;C;23,21325469;240;D;0;217173;-49;A;35;8;0;A;324;C;B;2;17;51;173;217173;Jessore;Bagharpara;Basuary;Charavita Secendary School;0;0,5;0,740740741
shariful;21:33,0;0;21:33,0;0;0;1;21:33,0;21:33,0;5;91,1291763;C;23,5410345;655;D;0;212116;0;E;3150;16;0;E;462;E;E;0;12;36;116;212116;Comilla;Comilla Sadar;Kalir Bazar;Sayedpur High School;0;0,31;1,417748918
kamruzzaman;01:46,0;0;01:46,0;0;0;1;01:46,0;01:46,0;4;89,5051551;F;22,7308585;128;E;0;220207;0;A;3255;6;0;A;0;A;A;2;20;60;207;220207;Khulna;Batiaghata;Batiaghata;Batiaghata  Head Quarter Girls High School;1;0,67;
motilal;32:17,0;0;32:17,0;0;0;1;32:17,0;32:17,0;1;90,58912892;C;23,28876246;258;B;0;245146;11;C;30;8;0;E;134;D;E;2;45;135;146;245146;Chandpur;Chandpur Sadar;Rajrajshor;Omor Ali High School;0;0,13;1,925373134
amit;11:07,0;0;11:07,0;0;0;1;11:07,0;11:07,0;1;0;C;0;157;D;0;231305;0;A;0;12;0;A;181;C;B;2;31;92;305;231305;Nilphamari;Domar;Sonaray;Borogacha High School;0;0,08;0,867403315
kamruzzaman;44:32,0;0;44:32,0;0;0;1;44:32,0;44:32,0;2;89,6385722;B;22,7244907;152;E;0;220212;0;B;3697;9;0;A;181;A;C;2;20;60;212;220212;Khulna;Batiaghata;Vandarcote;J.K.A.G High School;0;0,22;0,839779006
amit;46:12,0;0;46:12,0;0;0;1;46:12,0;46:12,0;1;0;C;0;159;D;0;231302;0;B;0;17;0;A;301;B;C;2;31;92;302;231302;Nilphamari;Domar;Panga;Mohesh chandro High School;0;0,06;0,528239203
bari;56:03,0;0;56:03,0;0;0;1;56:03,0;56:03,0;3;0;F;0;391;D;0;219197;0;A;0;12;0;A;0;B;B;2;19;56;197;219197;Khulna;Dighalia;Senhati;Asma Sarwar Girls High School;1;0,25;
bari;26:27,0;0;26:27,0;0;0;1;26:27,0;26:27,0;9;0;A;0;670;E;0;219196;0;A;0;21;0;B;719;B;B;2;19;56;196;219196;Khulna;Dighalia;Senhati;Senhati High School;0;0,43;0,931849791
bari;36:18,0;0;36:18,0;0;0;1;36:18,0;36:18,0;2;0;A;0;102;D;0;219202;0;A;0;12;0;A;109;B;B;2;19;56;202;219202;Khulna;Dighalia;Dighalia;Hachania Dakhil Madrasha;0;0,17;0,935779817
kamruzzaman;21:47,0;0;21:47,0;0;0;1;21:47,0;21:47,0;3;89,5052549;B;22,7306994;187;E;0;220206;0;B;3270;9;0;D;283;B;C;2;20;60;206;220206;Khulna;Batiaghata;Batiaghata;Batiaghata Thana Head Quarter Pailot High School;0;0,33;0,660777385
rezaul;44:54,0;0;44:54,0;0;0;1;44:54,0;44:54,0;3;0;A;0;506;E;0;206064;0;A;0;12;0;A;569;B;A;2;6;18;64;206064;Dhaka;Dhamrai;Nannar;Jalsin Alokeshi High School;0;0,25;0,889279438
amit;50:19,0;0;50:19,0;0;0;1;50:19,0;50:19,0;0;0;C;0;116;D;0;230290;0;A;0;10;0;A;119;A;B;2;30;88;290;230290;Panchagar;Atwari;Radhanagor;Borodap Adorsho High School;0;0;0,974789916
kamrul;54:10,0;0;54:10,0;0;0;1;54:10,0;54:10,0;4;0;A;0;250;D;0;248096;0;A;0;16;0;A;150;B;B;2;48;144;96;248096;Chittagong;Rangunia;Shilok;Minagazitila Dakhil Madrasa(Co-Ed);0;0,25;1,666666667
ranjan;16:46,0;0;16:46,0;0;0;1;16:46,0;16:46,0;2;89,64629294;C;22,61036942;226;E;0;234228;-48;C;45;20;0;E;359;D;D;2;34;102;228;234228;Bagerhat;Rampal;Ujalkur;Sonatunia Azizia Madrasha;0;0,1;0,629526462
kamrul;44:47,0;0;44:47,0;0;0;1;44:47,0;44:47,0;3;0;A;0;165;D;0;248095;0;A;0;9;0;A;100;B;B;2;48;144;95;248095;Chittagong;Rangunia;Shilok;Bedura Alam Chow. High School(Co-Ed);0;0,33;1,65
rezaul;08:32,0;0;08:32,0;0;0;1;08:32,0;08:32,0;6;0;A;0;588;E;0;206066;0;A;0;16;0;A;770;B;A;2;6;18;66;206066;Dhaka;Dhamrai;Saupur;.Suapur Nannar High School;0;0,38;0,763636364
shahjahan;25:05,0;0;25:05,0;0;0;1;25:05,0;25:05,0;4;0;F;0;245;D;0;204045;0;A;0;6;0;A;0;B;B;2;4;13;45;204045;Gazipur;Kapasia;Durgapur;Dorimerun Girls High School;1;0,67;
kamrul;09:57,0;0;09:57,0;0;0;1;09:57,0;09:57,0;2;0;A;0;214;D;0;248091;0;A;0;12;0;A;248;B;B;2;48;144;91;248091;Chittagong;Rangunia;Padua;Padua High School(Co-Ed);0;0,17;0,862903226
enamul;17:35,0;0;17:35,0;0;0;1;17:35,0;17:35,0;1;89,2157201;B;25,3013962;194;E;0;229272;0;B;3526;10;0;C;234;B;C;2;29;84;272;229272;Dinajpur;Ghoraghat;Singra;Baro Paikorghor high school;0;0,1;0,829059829
amit;45:07,0;0;45:07,0;0;0;1;45:07,0;45:07,0;3;88,4185957;F;26,2332124;241;D;0;230289;0;A;3494;10;1;A;0;A;B;2;30;88;289;230289;Panchagar;Atwari;Radhanagor;Radhanagr Girls High School;1;0,3;
kamrul;59:42,0;0;59:42,0;0;0;1;59:42,0;59:42,0;0;0;A;0;146;E;0;248093;0;A;0;9;0;A;102;B;B;2;48;144;93;248093;Chittagong;Rangunia;Padua;Harihar High School(Co-Ed);0;0;1,431372549
hafizur;17:18,0;0;17:18,0;0;0;1;17:18,0;17:18,0;5;89,54569182;C;23,6319036;324;D;0;209026;11;A;40;9;1;C;453;C;B;2;9;26;26;209026;Rajbari;Baliakandi;Nababpur;Majbari High School;0;0,56;0,715231788
hafizur;19:36,0;0;19:36,0;0;0;1;19:36,0;19:36,0;2;89,5292188;A;23,6251627;110;D;0;209027;0;A;4559;8;0;C;79;C;B;2;9;26;27;209027;Rajbari;Baliakandi;Nababpur;Bashabari  High School;0;0,25;1,392405063
ranjan;44:27,0;0;44:27,0;0;0;1;44:27,0;44:27,0;2;89,6476623;C;22,6138897;82;D;0;234224;0;C;4540;9;0;E;132;C;D;2;34;102;224;234224;Bagerhat;Rampal;Rampal;Joynagor Pipulbunia High School;0;0,22;0,621212121
motilal;59:58,0;0;59:58,0;0;0;1;59:58,0;59:58,0;3;0;F;0;437;E;0;274384;0;A;0;10;0;A;0;D;D;2;74;16;384;274384;Chandpur;Matlab South;Matlab Pourashava;Boyaliya Girls High School;1;0,3;
shahjahan;47:35,0;0;47:35,0;0;0;1;47:35,0;47:35,0;1;0;C;0;89;D;0;204043;0;A;0;9;0;A;63;B;A;2;4;13;43;204043;Gazipur;Kapasia;Chandpur;Tilsunia Darussunna Dakhil Madrasa;0;0,11;1,412698413
kamrul;26:52,0;0;26:52,0;0;0;1;26:52,0;26:52,0;3;0;A;0;197;E;0;248087;0;A;0;9;3;A;164;B;B;3;48;144;87;248087;Chittagong;Rangunia;Betagi;Rotary Betagi Union High School(Co-Ed);0;0,33;1,201219512
shahidul;09:23,0;0;09:23,0;0;0;1;09:23,0;09:23,0;3;90,87293609;F;24,54601949;405;E;0;262405;-63;A;35;6;0;A;0;C;D;2;62;13;405;262405;Kishoregonj;Tarail;Tarail Sachail;Hazi Golam Hossen Girls School;1;0,5;
hannan;30:56,0;0;30:56,0;0;0;1;30:56,0;30:56,0;5;0;B;0;360;D;0;227255;0;A;0;6;0;B;90;A;A;2;27;76;255;227255;Bogra;Gabtoli;Poursova;Shohid ziaur rahaman High school;0;0,83;4
shahidul;04:23,0;0;04:23,0;0;0;1;04:23,0;04:23,0;6;90,68254734;F;24,31839435;360;E;0;236332;100;A;150;6;0;A;0;A;A;2;36;108;332;236332;Kishoregonj;Pakundia;Pakundia;Pakundia Girls High School;1;1;
shahidul;10:22,0;0;10:22,0;0;0;1;10:22,0;10:22,0;8;90,6848269;A;24,31951111;521;D;0;236333;99;A;250;18;0;A;511;A;A;2;36;108;333;236333;Kishoregonj;Pakundia;Pakundia;Pakundia Pilot Adarsha High School(Co-Ed);0;0,44;1,019569472
shahidur;12:12,0;0;12:12,0;0;0;1;12:12,0;12:12,0;3;90,83380057;F;24,94258673;0;D;0;235326;-8;C;40;7;0;D;522;B;C;2;35;105;326;235326;Netrakona;Barhatta;Buashe;Rupgonj Girls High School;1;0,43;0
hafizur;38:40,0;0;38:40,0;0;0;1;38:40,0;38:40,0;2;90,0092679;D;23,3868908;187;E;0;242035;0;A;4812;5;0;A;190;C;A;2;42;127;35;242035;Faridpur;Bhanga;Algi;Algi National high school;0;0,4;0,984210526
shahjahan;56:59,0;0;56:59,0;0;0;1;56:59,0;56:59,0;4;0;A;0;159;D;0;207056;0;A;0;9;0;A;116;A;A;2;7;21;56;207056;Gazipur;Kaligonj;Mokatar pur;.Bir Muktizudda Ruhul Amin Dhali High School;0;0,44;1,370689655
kamrul;28:02,0;0;28:02,0;0;0;1;28:02,0;28:02,0;2;0;A;0;360;E;0;211106;0;A;0;14;0;A;501;B;B;2;11;33;106;211106;Cox?s Bazar;Ukhiya;Haldiya Bazar;Morichha High School(Co-Ed);0;0,14;0,718562874
alauddin;15:06,0;0;15:06,0;0;0;1;15:06,0;15:06,0;0;91,7621614;D;25,0838109;157;D;0;254388;0;B;2738;6;0;D;152;C;B;2;54;1;388;254388;Sylhet;Companigonj;East Islampur;Kolabari High School (latrine under construction);0;0;1,032894737
mamunur;53:36,0;0;53:36,0;0;0;1;53:36,0;53:36,0;2;91,9006625;C;22,5328692;148;E;0;247084;0;A;2610;10;0;A;155;B;B;2;47;141;84;247084;Chittagong;Roujan;Dabua;Dabua Taracharan Shamacharan High School(Co-Ed);0;0,2;0,95483871
mamunur;56:14,0;0;56:14,0;0;0;1;56:14,0;56:14,0;2;91,9006625;C;22,5328692;533;D;0;247086;0;A;2610;18;0;A;529;C;B;2;47;141;86;247086;Chittagong;Roujan;Roujan;Rauzan Arjya Moitra Institute(Co-Ed).;0;0,11;1,007561437
hannan;35:27,0;0;35:27,0;0;0;1;35:27,0;35:27,0;3;0;E;0;354;D;0;244378;0;B;0;13;0;A;386;B;A;2;44;133;378;244378;Natore;Natore Sadar;Biprobelghoria;Sriess Chandra Bidaniketon;0;0,23;0,917098446
momin;02:38,0;0;02:38,0;0;0;1;02:38,0;02:38,0;1;91,55072848;C;24,76183133;219;D;0;216168;-92;A;250;7;0;E;167;D;E;2;16;49;168;216168;Sunamgonj;Jaganathpur;Asharkandi;Noyabondor dhimukhi High school;0;0,14;1,311377246
kamrul;00:09,0;0;00:09,0;0;0;1;00:09,0;00:09,0;0;0;C;0;160;E;0;248089;0;A;0;12;0;A;307;C;C;2;48;144;89;248089;Chittagong;Rangunia;Betagi;Betagi Rahamania Dakhil Madrasha(Co-Ed);0;0;0,521172638
kamrul;24:29,0;0;24:29,0;0;0;1;24:29,0;24:29,0;0;0;A;0;188;D;0;248088;0;A;0;11;0;E;132;C;C;2;48;144;88;248088;Chittagong;Rangunia;Betagi;Kaokhali Anoara Begum High School(Co-Ed);0;0;1,424242424
momin;43:24,0;0;43:24,0;0;0;1;43:24,0;43:24,0;0;91,5495059;C;24,7692349;274;D;0;216166;0;B;1773;10;0;E;329;D;C;2;16;49;166;216166;Sunamgonj;Jaganathpur;Kolkolia;Sahat Ullah High School;0;0;0,832826748
quddus;24:31,0;0;24:31,0;0;0;1;24:31,0;24:31,0;0;89,0222084;B;23,4111537;144;D;0;201010;0;A;2572;10;0;E;91;C;D;2;1;3;10;201010;Jhenidah;Kotchandpur;Dora;B.C.D. High School;0;0;1,582417582
shariful;48:58,0;0;48:58,0;0;0;1;48:58,0;48:58,0;1;91,1932557;A;23,1698821;300;D;0;214144;0;A;2776;6;0;A;100;C;C;2;14;41;144;214144;Comilla;Nangalkot;Makrobpur;Islampur High School;0;0,17;3
sanjoy;07:38,0;0;07:38,0;0;0;1;07:38,0;07:38,0;2;89,03959279;C;22,86324287;178;E;0;203217;-33;C;150;12;0;E;216;C;C;2;3;9;217;203217;Satkhira;Kolaroa;Chandonpur;KCG United High School;0;0,17;0,824074074
quddus;00:57,0;0;00:57,0;0;0;1;00:57,0;00:57,0;5;89,0222084;B;23,4111537;275;E;0;201006;0;A;2572;10;0;A;263;D;D;2;1;3;6;201006;Jhenidah;Kotchandpur;Baluhar;Buluhar Shekh Mujaffer High School;0;0,5;1,045627376
sanjoy;37:09,0;0;37:09,0;0;0;1;37:09,0;37:09,0;1;89,1898111;F;23,1442254;121;B;0;203219;0;C;2110;8;1;E;0;C;C;2;3;9;219;203219;Satkhira;Kolaroa;Chandonpur;Chandanpur Girls High School;1;0,13;
ramzan;15:32,0;0;15:32,0;0;0;1;15:32,0;15:32,0;1;0;B;0;357;D;0;221342;0;B;0;12;0;A;324;A;A;2;21;62;342;221342;Mymensingh;Mymensingh Sadar;Sirota;Charkharicha High School;0;0,08;1,101851852
shahidul;17:17,0;0;17:17,0;0;0;1;17:17,0;17:17,0;1;90,6860524;D;24,317915;341;D;0;236329;0;A;2470;8;0;A;269;A;B;2;36;108;329;236329;Kishoregonj;Pakundia;Patuabanga;Patuabanga High School(Co-Ed);0;0,13;1,267657993
ramzan;21:22,0;0;21:22,0;0;0;1;21:22,0;21:22,0;1;0;B;0;354;D;0;221343;0;B;0;12;0;A;327;A;A;2;21;62;343;221343;Mymensingh;Mymensingh Sadar;Sirota;Sirta High School;0;0,08;1,082568807
shahidul;11:55,0;0;11:55,0;0;0;1;11:55,0;11:55,0;1;90,682642;A;24,31885231;200;E;0;236336;-91;A;35;8;0;E;187;B;B;2;36;108;336;236336;Kishoregonj;Pakundia;Sukhia;Char Palash High School(Co-Ed);0;0,13;1,069518717
hannan;04:12,0;0;04:12,0;0;0;1;04:12,0;04:12,0;3;0;A;0;86;D;0;227261;0;A;0;12;0;A;204;B;A;2;27;76;261;227261;Bogra;Gabtoli;Sonaray;Sabek para dewlia Dhakhil Madrasha;0;0,25;0,421568627
swapon;18:54,0;0;18:54,0;0;0;1;18:54,0;18:54,0;4;89,7727527;B;23,1581337;483;E;0;240367;0;A;2761;12;0;A;426;A;A;2;40;121;367;240367;Gopalgonj;Kashiani;Fukra;Modon Mohon Academy(Co-Ed);0;0,33;1,133802817
swapon;21:43,0;0;21:43,0;0;0;1;21:43,0;21:43,0;3;89,7670558;B;23,1832746;244;B;0;240368;0;A;3222;9;0;A;237;A;A;2;40;121;368;240368;Gopalgonj;Kashiani;Fukra;Tarail High School(Co-Ed);0;0,33;1,029535865
shahidur;35:36,0;0;35:36,0;0;0;1;35:36,0;35:36,0;4;90,9222643;C;24,8935259;250;E;0;235323;0;C;3710;8;0;A;192;B;C;2;35;105;323;235323;Netrakona;Barhatta;Shingdha;Hujra Bari High School;0;0,5;1,302083333
alauddin;59:44,0;0;59:44,0;0;0;1;59:44,0;59:44,0;3;92,3918841;B;24,8732573;298;D;0;298391;0;A;2898;9;0;A;142;B;A;2;98;3;391;298391;Sylhet;Zokijonj;Birosree;Sarol Bag High School;0;0,33;2,098591549
alim;05:27,0;0;05:27,0;0;0;1;05:27,0;05:27,0;0;0;B;0;128;D;0;226243;0;A;0;12;0;A;186;A;A;2;26;74;243;226243;Bogra;Nandigram;Burail;Domdoma Dakhil Madrasa;0;0;0,688172043
shariful;14:59,0;0;14:59,0;0;0;1;14:59,0;14:59,0;3;91,1383462;A;23,5223466;174;D;0;213128;0;A;3916;8;0;A;238;B;C;2;13;38;128;213128;Comilla;Burichong;Burichong;Arak Anandopur Adorsha High School;0;0,38;0,731092437
sanjoy;45:41,0;0;45:41,0;0;0;1;45:41,0;45:41,0;2;89,22078044;C;22,90183836;65;D;0;218185;-181;A;100;11;0;E;82;C;B;2;18;53;185;218185;Jessore;Keshabpur;Sagordari;Gobindrapur High School;0;0,18;0,792682927
alim;29:41,0;0;29:41,0;0;0;1;29:41,0;29:41,0;3;0;B;0;170;D;0;226250;0;B;0;9;0;A;260;A;A;2;26;74;250;226250;Bogra;Nandigram;Vatgram;Bigrul Di mukhi high school;0;0,33;0,653846154
sanjoy;15:35,0;0;15:35,0;0;0;1;15:35,0;15:35,0;3;89,2190739;B;22,9027298;149;D;0;218186;0;B;3157;11;0;A;154;B;B;2;18;53;186;218186;Jessore;Keshabpur;Sagordari;Chingra High School;0;0,27;0,967532468
hannan;36:14,0;0;36:14,0;0;0;1;36:14,0;36:14,0;6;0;C;0;378;D;0;225240;0;A;0;13;1;A;502;B;A;2;25;71;240;225240;Bogra;Sonatoal;Modhupur;Horikhali High School;0;0,46;0,752988048
ramzan;04:43,0;0;04:43,0;0;0;1;04:43,0;04:43,0;3;0;B;0;353;E;0;223353;0;A;0;12;0;A;325;B;A;2;23;66;353;223353;Mymensingh;Haluaghat;Shodayse;Shodeshi A.H.S High School;0;0,25;1,086153846
alim;49:07,0;0;49:07,0;0;0;1;49:07,0;49:07,0;4;0;C;0;123;D;0;226253;0;B;0;16;0;A;110;A;A;2;26;74;253;226253;Bogra;Nandigram;Vatgram;Islampur Vuskur  madrasa;0;0,25;1,118181818
meherul;41:01,0;0;41:01,0;0;0;1;41:01,0;41:01,0;1;0;C;0;52;D;0;243284;0;A;0;12;0;A;53;B;A;2;43;131;284;243284;Joypurhat;Kalai;Ahamadabad;Borai Rahima khatun Dhakhil Madrasha;0;0,08;0,981132075
alim;57:16,0;0;57:16,0;0;0;1;57:16,0;57:16,0;2;0;C;0;124;D;0;226244;0;B;0;7;0;A;115;A;A;2;26;74;244;226244;Bogra;Nandigram;Thalta Mazgram;Nimaidighi high school;0;0,29;1,07826087
alim;00:28,0;0;00:28,0;0;0;1;00:28,0;00:28,0;1;0;C;0;161;D;0;226249;0;B;0;11;0;B;167;A;A;2;26;74;249;226249;Bogra;Nandigram;Vatgram;Dayta Dakhil Madrasa;0;0,09;0,964071856
shariful;53:53,0;0;53:53,0;0;0;1;53:53,0;53:53,0;1;91,193252;C;23,169871;212;D;0;212127;0;A;2774;11;0;A;111;B;C;2;12;36;127;212127;Comilla;Comilla Sadar;Amratoly;Amratoly Shahsa Modina Hormoz Islamia Dhakil Madrasha;0;0,09;1,90990991
sanjoy;52:03,0;0;52:03,0;0;0;1;52:03,0;52:03,0;1;89,34333765;C;23,21375773;95;D;0;217176;-70;A;35;14;0;E;135;B;B;2;17;51;176;217176;Jessore;Bagharpara;Dohakula;Kholsi Dokil Mardasa;0;0,07;0,703703704
meherul;16:43,0;0;16:43,0;0;0;1;16:43,0;16:43,0;3;0;C;0;95;D;0;224233;0;B;0;12;0;A;75;A;A;2;24;68;233;224233;Bogra;Shibganj;Atmool;Atmul Biraj uddin Dakhil madrasa;0;0,25;1,266666667
jahurul;55:08,0;0;55:08,0;0;0;1;55:08,0;55:08,0;1;0;D;0;146;D;0;237071;0;A;0;10;1;C;132;C;C;2;37;110;71;237071;Tangail;Shakhipur;Kakrajan;Bagerbari Kakrajan High School;0;0,1;1,106060606
meherul;06:39,0;0;06:39,0;0;0;1;06:39,0;06:39,0;2;0;C;0;99;D;0;224234;0;A;0;9;0;A;186;B;A;2;24;68;234;224234;Bogra;Shibganj;Atmool;Chondonpur High School;0;0,22;0,532258065
enamul;35:07,0;0;35:07,0;0;0;1;35:07,0;35:07,0;1;88,467609;B;25,7944578;132;D;0;228264;0;B;3243;10;0;B;117;B;C;2;28;80;264;228264;Dinajpur;Bochaganj;Atgaon;Nehalgaon High School;0;0,1;1,128205128
amit;17:38,0;0;17:38,0;0;0;1;17:38,0;17:38,0;5;88,9066151;B;25,7779445;283;D;0;232310;0;A;2094;14;1;C;322;A;A;2;32;94;310;232310;Nilphamari;Syedpur;Saidpur Pouroshova;Golahat School & College;0;0,36;0,878881988
amit;19:10,0;0;19:10,0;0;0;1;19:10,0;19:10,0;2;88,9066151;B;25,7779445;127;D;0;232311;0;A;2094;15;1;B;175;B;A;2;32;94;311;232311;Nilphamari;Syedpur;Saidpur Pouroshova;Razzaki Gofuria Dhakil Madrasha;0;0,13;0,725714286
