_CREATOR_URI_USER;_CREATION_DATE;_LAST_UPDATE_URI_USER;_LAST_UPDATE_DATE;_MODEL_VERSION;_UI_VERSION;_IS_COMPLETE;_SUBMISSION_DATE;_MARKED_AS_COMPLETE_DATE;TOT_FEMALE_TEACHERS;LOCATION_LNG;SS01_BOYS_LATRINE;LOCATION_LAT;TOT_FEMALE_STUDENTS;TYPE_OF_WATER_SOURCE;STATUS;SCHOOL_REF;LOCATION_ALT;SS01_GIRLS_LATRINE;LOCATION_ACC;TOT_MALE_TEACHERS;NO_OF_GIRLS_TOILET_BY_OTHERS;SS03;TOT_MALE_STUDENTS;SS02;SS04;NO_OF_GIRLS_TOILET_BY_BRAC;psu;sl_no;sn;ID;district;upazila;union;name_lnstitute;girlsonly;female/male teacher;female/male students
amit;29:57,0;0;29:57,0;0;0;1;29:57,0;29:57,0;1;88,9904002;C;25,3845624;53;D;0;230296;0;A;4522;11;0;A;80;C;B;2;30;88;296;230296;Panchagar;Atwari;Merjapur;Laxmipur Alim Madrasha;0;0,09;0,6625
shahidur;02:29,0;0;02:29,0;0;0;1;02:29,0;02:29,0;8;90,5405279;E;24,8289674;605;D;0;284402;0;E;2859;16;0;E;720;E;E;2;84;15;402;284402;Netrakona;Purbadhala;Gohalakanda;Jalshuka Kumudgonj High School (latrine under construction);0;0,5;0,840277778
aman;27:28,0;0;27:28,0;0;0;1;27:28,0;27:28,0;2;91,4334842;A;23,1135824;250;E;0;233111;0;A;2393;15;0;C;270;D;C;2;33;98;111;233111;Feni;Fulgazi;Fulgazi;Dakhin Sreepur Alim Madrasha(Co-Ed);0;0,13;0,925925926
shahjahan;25:04,0;0;25:04,0;0;0;1;25:04,0;25:04,0;3;0;F;0;151;D;0;204049;0;A;0;7;0;A;0;A;B;2;4;13;49;204049;Gazipur;Kapasia;Ghagotia;Singua Fakir Sahabuddin Girls High School;1;0,43;
shahidur;09:37,0;0;09:37,0;0;0;1;09:37,0;09:37,0;4;90,8384081;C;24,9088651;325;E;0;235325;0;B;2849;10;0;A;420;B;C;2;35;105;325;235325;Netrakona;Barhatta;Buashe;Ordho Chandra High School(Co-Ed);0;0,4;0,773809524
hafizur;48:02,0;0;48:02,0;0;0;1;48:02,0;48:02,0;1;89,9843853;C;23,3911537;298;E;0;242039;0;A;3050;10;0;A;506;C;A;2;42;127;39;242039;Faridpur;Bhanga;Azimnagor;Jangle pasa haji Mojid Academi;0;0,1;0,588932806
hafizur;49:45,0;0;49:45,0;0;0;1;49:45,0;49:45,0;2;89,9843853;A;23,3911537;221;E;0;242036;0;A;3050;8;0;A;116;B;A;2;42;127;36;242036;Faridpur;Bhanga;Algi;Algi pirer char high school;0;0,25;1,905172414
ranjan;54:46,0;0;54:46,0;0;0;1;54:46,0;54:46,0;1;89,64653802;C;22,61032168;183;E;0;234223;-48;A;90;10;0;E;194;C;E;2;34;102;223;234223;Bagerhat;Rampal;Rampal;Srifoltota High School;0;0,1;0,943298969
hafizur;53:17,0;0;53:17,0;0;0;1;53:17,0;53:17,0;2;90,0226601;C;23,4668618;234;D;0;241029;0;A;3233;11;0;A;180;D;B;2;41;123;29;241029;Faridpur;Sadarpur;Dhewkhali;Dha Khali high school;0;0,18;1,3
momin;57:03,0;0;57:03,0;0;0;1;57:03,0;57:03,0;2;91,5495141;B;24,769257;174;D;0;216163;0;B;1774;9;0;B;167;D;C;2;16;49;163;216163;Sunamgonj;Jaganathpur;Mirpur;Sreeramshi High School;0;0,22;1,041916168
harun;05:01,0;0;05:01,0;0;0;1;05:01,0;05:01,0;2;90,7969849;D;24,2559686;242;D;0;294406;0;D;2845;7;0;E;192;E;E;1;94;12;406;294406;Kishoregonj;Katiadi;Lohajuri;Lohajuri Union High School(Co-Ed);0;0,29;1,260416667
alim;26:03,0;0;26:03,0;0;0;1;26:03,0;26:03,0;1;0;B;0;137;B;0;244374;0;B;0;10;0;A;132;A;A;2;44;133;374;244374;Natore;Natore Sadar;kafura;Barobaria High School;0;0,1;1,037878788
milon;12:36,0;0;12:36,0;0;0;1;12:36,0;12:36,0;5;89,1103888;A;23,8902486;500;D;0;202015;0;A;1824;10;0;A;600;A;A;2;2;5;15;202015;Kushtia;Kushtia Sadar;Jagati;Kaburhat High School;0;0,5;0,833333333
sanjoy;28:44,0;0;28:44,0;0;0;1;28:44,0;28:44,0;1;89,2127024;A;22,897202;115;D;0;218191;0;A;4977;11;0;A;109;B;B;2;18;53;191;218191;Jessore;Keshabpur;Biddanandokati;Karchatra PBH High School;0;0,09;1,055045872
sanjoy;43:25,0;0;43:25,0;0;0;1;43:25,0;43:25,0;1;89,0377039;D;22,8657239;109;D;0;203216;0;D;2485;12;0;E;93;C;C;2;3;9;216;203216;Satkhira;Kolaroa;Jughikhali;Momataj Ahammed High School;0;0,08;1,172043011
milon;13:34,0;0;13:34,0;0;0;1;13:34,0;13:34,0;3;89,1103888;E;23,8902486;240;D;0;202014;0;A;1824;6;1;A;270;D;A;2;2;5;14;202014;Kushtia;Kushtia Sadar;Jagati;K.S.M. Dhaka Mina Para Collegiate School;0;0,5;0,888888889
shahidur;49:13,0;0;49:13,0;0;0;1;49:13,0;49:13,0;3;90,87947341;B;24,8947252;135;B;0;235327;-18;A;10;5;0;A;100;B;D;2;35;105;327;235327;Netrakona;Barhatta;Buashe;Harulia Junior High School(Co-Ed);0;0,6;1,35
alim;11:57,0;0;11:57,0;0;0;1;11:57,0;11:57,0;4;0;A;0;177;D;0;244370;0;B;0;9;0;A;214;A;A;2;44;133;370;244370;Natore;Natore Sadar;kafura;Kafuria H.M.S High School;0;0,44;0,827102804
sanjoy;13:00,0;0;13:00,0;0;0;1;13:00,0;13:00,0;1;89,1762224;A;23,1381528;245;E;0;203214;0;A;2259;9;0;E;266;C;B;2;3;9;214;203214;Satkhira;Kolaroa;Jughikhali;Bamunkhali High School;0;0,11;0,921052632
milon;18:04,0;0;18:04,0;0;0;1;18:04,0;18:04,0;3;0;A;0;325;E;0;202019;0;A;0;13;1;E;300;B;A;2;2;5;19;202019;Kushtia;Kushtia Sadar;Alampur;Swastipur High School;0;0,23;1,083333333
shahidul;14:36,0;0;14:36,0;0;0;1;14:36,0;14:36,0;1;90,68247115;B;24,3186989;140;D;0;236337;-57;A;70;12;0;A;160;B;A;2;36;108;337;236337;Kishoregonj;Pakundia;Sukhia;Horshi High School(Co-Ed);0;0,08;0,875
shahidul;17:54,0;0;17:54,0;0;0;1;17:54,0;17:54,0;1;90,68238092;D;24,3184158;218;D;0;236338;100;A;100;11;0;A;175;B;B;2;36;108;338;236338;Kishoregonj;Pakundia;Sukhia;Baharam High School(Co-Ed);0;0,09;1,245714286
hannan;04:11,0;0;04:11,0;0;0;1;04:11,0;04:11,0;5;0;B;0;297;D;0;227257;0;A;0;11;0;A;219;B;A;2;27;76;257;227257;Bogra;Gabtoli;Sonaray;Pirgacha High school;0;0,45;1,356164384
shariful;05:43,0;0;05:43,0;0;0;1;05:43,0;05:43,0;2;0;A;0;570;D;0;214140;0;A;0;11;0;A;270;B;B;2;14;41;140;214140;Comilla;Nangalkot;Raykot;Tulatoly High school;0;0,18;2,111111111
milon;46:56,0;0;46:56,0;0;0;1;46:56,0;46:56,0;1;89,6467189;A;23,7478005;150;D;0;208022;0;A;1786;7;0;A;100;B;B;2;8;24;22;208022;Rajbari;Rajbari Sadar;Pachuria;Mukundia Junior High School;0;0,14;1,5
swapon;14:54,0;0;14:54,0;0;0;1;14:54,0;14:54,0;2;89,9331905;B;22,9600428;112;A;0;239361;0;A;4097;10;0;A;134;B;A;2;39;117;361;239361;Gopalgonj;Tungipara;Patgati;Baladanga SM Musa High School(Co-Ed);0;0,2;0,835820896
swapon;17:00,0;0;17:00,0;0;0;1;17:00,0;17:00,0;2;89,9331905;A;22,9600428;145;E;0;239364;0;A;4097;7;0;A;145;B;A;2;39;117;364;239364;Gopalgonj;Tungipara;Gopalpur;Sapto Polly Junior High School(Co-Ed);0;0,29;1
milon;51:37,0;0;51:37,0;0;0;1;51:37,0;51:37,0;2;0;E;0;100;D;0;208023;0;A;0;4;0;A;50;A;A;2;8;24;23;208023;Rajbari;Rajbari Sadar;Pachuria;Brammondia Junior High School;0;0,5;2
ramzan;07:31,0;0;07:31,0;0;0;1;07:31,0;07:31,0;1;0;B;0;170;D;0;223357;0;A;0;8;0;A;133;A;A;2;23;66;357;223357;Mymensingh;Haluaghat;Vhubonkura;Baitel Betpuri High School;0;0,13;1,278195489
jahurul;02:03,0;0;02:03,0;0;0;1;02:03,0;02:03,0;2;0;E;0;79;D;0;238079;0;E;0;6;0;E;79;B;B;2;38;112;79;238079;Tangail;Modhupur;Golabari;DBG Junior School;0;0,33;1
milon;50:35,0;0;50:35,0;0;0;1;50:35,0;50:35,0;4;89,6467651;E;23,7477178;438;D;0;208021;0;E;1809;9;2;E;256;C;C;2;8;24;21;208021;Rajbari;Rajbari Sadar;Sultanpur;Sultanpur High School;0;0,44;1,7109375
shariful;17:39,0;0;17:39,0;0;0;1;17:39,0;17:39,0;5;0;C;0;272;D;0;213131;0;C;0;7;0;A;218;B;C;2;13;38;131;213131;Comilla;Burichong;Bharellah;Kongsanagor High School;0;0,71;1,247706422
ramzan;43:42,0;0;43:42,0;0;0;1;43:42,0;43:42,0;1;0;B;0;206;D;0;223354;0;A;0;9;0;A;196;A;A;2;23;66;354;223354;Mymensingh;Haluaghat;Shodayse;Gashigaon The-mukhi High School;0;0,11;1,051020408
hannan;03:36,0;0;03:36,0;0;0;1;03:36,0;03:36,0;3;0;B;0;77;D;0;225241;0;A;0;12;0;A;195;B;A;2;25;71;241;225241;Bogra;Sonatoal;Modhupur;Fulbaria H.M.V Dakhil Madrasha;0;0,25;0,394871795
sanjoy;51:17,0;0;51:17,0;0;0;1;51:17,0;51:17,0;2;89,22127917;B;22,9010749;179;D;0;218184;-114;B;200;13;0;E;214;B;B;2;18;53;184;218184;Jessore;Keshabpur;Sagordari;Jhikra High School;0;0,15;0,836448598
sanjoy;56:22,0;0;56:22,0;0;0;1;56:22,0;56:22,0;2;89,2223338;D;22,9064908;84;E;0;218192;0;D;3154;8;0;E;88;B;B;2;18;53;192;218192;Jessore;Keshabpur;Biddanandokati;Taghari Secendary School;0;0,25;0,954545455
sanjoy;32:57,0;0;32:57,0;0;0;1;32:57,0;32:57,0;2;89,2127024;B;22,897202;59;D;0;218193;0;B;4977;10;0;A;108;B;A;2;18;53;193;218193;Jessore;Keshabpur;Biddanandokati;Kalia Secendary School;0;0,2;0,546296296
alim;58:48,0;0;58:48,0;0;0;1;58:48,0;58:48,0;1;0;B;0;120;D;0;226246;0;B;0;9;1;A;88;A;A;2;26;74;246;226246;Bogra;Nandigram;Thalta Mazgram;Gulya kistopur high school;0;0,11;1,363636364
swapon;30:31,0;0;30:31,0;0;0;1;30:31,0;30:31,0;1;89,893492;A;22,9409375;316;E;0;239363;0;A;4921;10;0;A;312;A;A;2;39;117;363;239363;Gopalgonj;Tungipara;Gopalpur;Gopalpur Pancho Polly High School(Co-Ed);0;0,1;1,012820513
meherul;20:30,0;0;20:30,0;0;0;1;20:30,0;20:30,0;3;0;C;0;201;D;0;224232;0;A;0;8;0;A;149;B;A;2;24;68;232;224232;Bogra;Shibganj;Atmool;Atmul Dimukhi High School;0;0,38;1,348993289
shariful;09:59,0;0;09:59,0;0;0;1;09:59,0;09:59,0;3;91,1291978;C;23,5409796;235;D;0;212126;0;C;3152;12;0;A;111;C;C;2;12;36;126;212126;Comilla;Comilla Sadar;Amratoly;Ragonathpur Islamia Dhakil Madrasha;0;0,25;2,117117117
shariful;37:38,0;0;37:38,0;0;0;1;37:38,0;37:38,0;3;0;C;0;207;D;0;212122;0;C;0;9;0;A;158;C;C;2;12;36;122;212122;Comilla;Comilla Sadar;Amratoly;Shimpur High School;0;0,33;1,310126582
sanjoy;41:49,0;0;41:49,0;0;0;1;41:49,0;41:49,0;2;89,339022;C;23,1982061;122;D;0;217181;0;C;3693;9;0;E;152;C;C;2;17;51;181;217181;Jessore;Bagharpara;Naricalbaria;Khanpur Secendary School;0;0,22;0,802631579
jahurul;42:33,0;0;42:33,0;0;0;1;42:33,0;42:33,0;2;0;C;0;94;D;0;237076;0;A;0;11;2;A;65;B;C;2;37;110;76;237076;Tangail;Shakhipur;Jadobpur;Sholaprotima Dakhil  Madrasha;0;0,18;1,446153846
jahurul;12:31,0;0;12:31,0;0;0;1;12:31,0;12:31,0;1;0;C;0;411;D;0;237075;0;A;0;16;5;A;437;D;E;2;37;110;75;237075;Tangail;Shakhipur;Jadobpur;Nalua Baset khan High school;0;0,06;0,940503432
murad;49:26,0;0;49:26,0;0;0;1;49:26,0;49:26,0;1;92,2598634;C;25,00762265;257;C;0;252386;6;A;50;9;0;A;236;B;B;2;52;2;386;252386;Sylhet;Kanighat;Kanighat;Birdol N M Acadamy;0;0,11;1,088983051
jahurul;50:45,0;0;50:45,0;0;0;1;50:45,0;50:45,0;3;0;F;0;170;D;0;237072;0;A;0;6;1;E;0;C;C;2;37;110;72;237072;Tangail;Shakhipur;Kakrajan;Montaz Nagor High School;0;0,5;
enamul;05:45,0;0;05:45,0;0;0;1;05:45,0;05:45,0;3;88,467609;A;25,7944578;632;D;0;228267;0;A;3243;15;2;C;518;B;B;2;28;80;267;228267;Dinajpur;Bochaganj;Pouroshova;Setabgonj pilot High Schol;0;0,2;1,22007722
amit;52:12,0;0;52:12,0;0;0;1;52:12,0;52:12,0;1;0;B;0;169;D;0;231308;0;A;0;11;1;B;111;C;B;2;31;92;308;231308;Nilphamari;Domar;Sonaray;Jamirbari Akramia Madrasha;0;0,09;1,522522523
enamul;54:10,0;0;54:10,0;0;0;1;54:10,0;54:10,0;2;88,467609;C;25,7944578;156;D;0;228270;0;A;3243;8;2;C;182;B;B;2;28;80;270;228270;Dinajpur;Bochaganj;Pouroshova;Setabgonj Kamil Madrasha;0;0,25;0,857142857
amit;11:08,0;0;11:08,0;0;0;1;11:08,0;11:08,0;4;88,9943043;F;25,3819202;389;D;0;231298;0;A;3568;9;0;B;0;C;C;0;31;92;298;231298;Nilphamari;Domar;Gorabari;Boragari Girls School;1;0,44;
amit;11:09,0;0;11:09,0;0;0;1;11:09,0;11:09,0;5;88,9906364;C;25,3840906;413;D;0;231306;0;B;4594;11;0;A;425;B;B;2;31;92;306;231306;Nilphamari;Domar;Sonaray;Sonaroy High School;0;0,45;0,971764706
kamrul;09:56,0;0;09:56,0;0;0;1;09:56,0;09:56,0;2;0;F;0;152;E;0;248092;0;A;0;9;0;A;0;B;B;2;48;144;92;248092;Chittagong;Rangunia;Padua;Padua Sammilony Girls High School;1;0,22;
alauddin;14:06,0;0;14:06,0;0;0;1;14:06,0;14:06,0;2;92,1685572;F;24,8313497;165;D;0;215157;0;A;2486;6;0;A;0;B;A;2;15;45;157;215157;Sylhet;Beanibazar;Dubag;Kalil Chowdori Girls Acadamy;1;0,33;
kamruzzaman;21:42,0;0;21:42,0;0;0;1;21:42,0;21:42,0;4;89,5052149;C;22,7306326;151;E;0;220208;0;A;3275;8;0;A;207;A;A;2;20;60;208;220208;Khulna;Batiaghata;Batiaghata;Hogolbunia Hatbati High School;0;0,5;0,729468599
kamruzzaman;28:12,0;0;28:12,0;0;0;1;28:12,0;28:12,0;3;89,5052149;F;22,7306326;165;C;0;220209;0;A;3275;9;0;A;0;A;A;2;20;60;209;220209;Khulna;Batiaghata;Batiaghata;Par Batiaghata Girls High School;1;0,33;
bari;04:42,0;0;04:42,0;0;0;1;04:42,0;04:42,0;9;0;A;0;304;E;0;219199;0;A;0;11;1;A;375;B;B;2;19;56;199;219199;Khulna;Dighalia;Dighalia;M.A Mazid High School;0;0,82;0,810666667
shahjahan;59:45,0;0;59:45,0;0;0;1;59:45,0;59:45,0;3;0;B;0;149;D;0;204052;0;A;0;9;4;C;110;B;B;2;4;13;52;204052;Gazipur;Kapasia;Ghagotia;Saldoi Fazil Madrasa;0;0,33;1,354545455
alauddin;19:14,0;0;19:14,0;0;0;1;19:14,0;19:14,0;1;92,1564272;C;24,8364467;400;D;0;215159;0;A;2885;11;1;E;280;B;A;2;15;45;159;215159;Sylhet;Beanibazar;Tilpara;Afirgonj Dipakik High School;0;0,09;1,428571429
motilal;49:00,0;0;49:00,0;0;0;1;49:00,0;49:00,0;1;90,6152877;B;23,3934778;365;E;0;246150;0;A;5000;13;0;A;335;A;A;2;46;138;150;246150;Chandpur;Matlab North;Mohonpur;Pashani HIgh School;0;0,08;1,089552239
shahjahan;13:41,0;0;13:41,0;0;0;1;13:41,0;13:41,0;1;0;F;0;70;D;0;204047;0;A;0;8;0;C;0;B;A;2;4;13;47;204047;Gazipur;Kapasia;Durgapur;Masak Dakhil Madrasa;0;0,13;
motilal;54:54,0;0;54:54,0;0;0;1;54:54,0;54:54,0;3;90,5931672;C;23,450584;497;E;0;246149;0;E;3904;12;2;E;405;C;C;0;46;138;149;246149;Chandpur;Matlab North;Ekhlaspur;Aklas Pur High School;0;0,25;1,227160494
rezaul;07:13,0;0;07:13,0;0;0;1;07:13,0;07:13,0;1;0;C;0;201;E;0;206067;0;A;0;12;0;A;139;B;C;2;6;18;67;206067;Dhaka;Dhamrai;Saupur;Esannagar Deldha Dakhil Madrasha;0;0,08;1,446043165
shahjahan;27:40,0;0;27:40,0;0;0;1;27:40,0;27:40,0;4;0;C;0;337;C;0;204048;0;A;0;9;0;A;389;B;B;2;4;13;48;204048;Gazipur;Kapasia;Durgapur;Taragonj High School;0;0,44;0,866323907
enamul;17:34,0;0;17:34,0;0;0;1;17:34,0;17:34,0;5;89,2157201;B;25,3013962;339;D;0;229273;0;A;3526;12;0;A;335;A;B;2;29;84;273;229273;Dinajpur;Ghoraghat;Singra;Rani gonj high school;0;0,42;1,011940299
rezaul;21:54,0;0;21:54,0;0;0;1;21:54,0;21:54,0;5;0;F;0;371;D;0;206068;0;A;0;6;0;A;0;B;B;2;6;18;68;206068;Dhaka;Dhamrai;Kushura;Hamida Afaj Girls High School;1;0,83;
enamul;35:00,0;0;35:00,0;0;0;1;35:00,0;35:00,0;1;89,2156207;B;25,3014518;110;D;0;229275;0;A;3518;14;0;A;172;B;A;2;29;84;275;229275;Dinajpur;Ghoraghat;Singra;Rameshorpur Dhakhil Madrasa;0;0,07;0,639534884
enamul;35:00,0;0;35:00,0;0;0;1;35:00,0;35:00,0;6;89,2156207;A;25,3014518;235;D;0;229279;0;A;3518;11;0;A;465;B;A;2;29;84;279;229279;Dinajpur;Ghoraghat;Pouroshova;Ghoraghat k C  pilot high school;0;0,55;0,505376344
rezaul;31:41,0;0;31:41,0;0;0;1;31:41,0;31:41,0;5;0;B;0;669;E;0;205060;0;A;0;18;0;A;814;B;B;2;5;16;60;205060;Manikgonj;Singair;Joymontop;Joymontop High School;0;0,28;0,821867322
motilal;02:02,0;0;02:02,0;0;0;1;02:02,0;02:02,0;2;90,703386;C;23,3403265;615;E;0;274385;0;A;2987;14;0;C;401;D;D;2;74;16;385;274385;Chandpur;Matlab South;Matlab Pourashava;Monshirhat High School;0;0,14;1,533665835
rezaul;01:04,0;0;01:04,0;0;0;1;01:04,0;01:04,0;5;0;C;0;561;D;0;205062;0;A;0;13;0;A;617;B;C;2;5;16;62;205062;Manikgonj;Singair;Dholla;Dhalla Union Council High School;0;0,38;0,90923825
aman;20:04,0;0;20:04,0;0;0;1;20:04,0;20:04,0;5;91,4334842;A;23,1135824;580;E;0;249100;0;A;2393;11;0;A;605;D;D;2;49;147;100;249100;Chittagong;Mirswarai;Zorargonj;Zorargonj Adarsha High School(Co-Ed);0;0,45;0,958677686
hafizur;45:37,0;0;45:37,0;0;0;1;45:37,0;45:37,0;2;89,7913138;C;23,5792036;199;E;0;209024;0;C;2925;11;0;C;156;C;B;2;9;26;24;209024;Rajbari;Baliakandi;Nababpur;Induria High School;0;0,18;1,275641026
amit;35:08,0;0;35:08,0;0;0;1;35:08,0;35:08,0;3;88,9904002;C;25,3845624;142;A;0;230293;0;B;4522;9;0;C;183;C;C;2;30;88;293;230293;Panchagar;Atwari;Merjapur;Sardarpara High School;0;0,33;0,775956284
shahjahan;35:59,0;0;35:59,0;0;0;1;35:59,0;35:59,0;5;0;A;0;218;D;0;204051;0;A;0;5;0;A;122;A;A;2;4;13;51;204051;Gazipur;Kapasia;Ghagotia;Shahina Raja High School;0;1;1,786885246
ershad;46:22,0;0;46:22,0;0;0;1;46:22,0;46:22,0;4;92,01368338;C;24,5130474;472;D;0;250170;-59;A;150;12;2;A;387;B;B;2;50;150;170;250170;Mulavibazar;Kulaura;Baromchal;Boronchal High School;0;0,33;1,219638243
hafizur;40:49,0;0;40:49,0;0;0;1;40:49,0;40:49,0;2;89,9843853;E;23,3911537;112;A;0;242037;0;A;3050;3;0;A;62;C;A;2;42;127;37;242037;Faridpur;Bhanga;Algi;Algi Haji Hasinur high school;0;0,67;1,806451613
kamrul;28:01,0;0;28:01,0;0;0;1;28:01,0;28:01,0;4;0;F;0;450;D;0;211107;0;A;0;9;0;A;0;B;B;2;11;33;107;211107;Cox?s Bazar;Ukhiya;Haldiya Bazar;Muktijoddha Smriti Girls High School;1;0,44;
hafizur;27:49,0;0;27:49,0;0;0;1;27:49,0;27:49,0;2;89,9844428;A;23,3822203;222;E;0;241032;0;A;2080;6;0;A;125;C;B;2;41;123;32;241032;Faridpur;Sadarpur;Krisnopur;Shailodubi High School;0;0,33;1,776
kamrul;17:56,0;0;17:56,0;0;0;1;17:56,0;17:56,0;5;0;A;0;705;C;0;211104;0;A;0;15;0;A;485;B;B;2;11;33;104;211104;Cox?s Bazar;Ukhiya;Ratna Palong;Palong Adarsha High School(Co-Ed);0;0,33;1,453608247
shahjahan;27:07,0;0;27:07,0;0;0;1;27:07,0;27:07,0;2;0;C;0;240;D;0;207053;0;A;0;8;0;A;210;A;A;2;7;21;53;207053;Gazipur;Kaligonj;Jangalia;Noorn High School;0;0,25;1,142857143
hafizur;18:54,0;0;18:54,0;0;0;1;18:54,0;18:54,0;10;89,7913068;A;23,5792651;736;E;0;242038;0;A;2920;23;0;B;1230;B;B;2;42;127;38;242038;Faridpur;Bhanga;Pourosova;Bhanga Pilot high school;0;0,43;0,598373984
hafizur;22:10,0;0;22:10,0;0;0;1;22:10,0;22:10,0;3;89,7913068;C;23,5792651;730;E;0;241033;0;A;2920;15;2;A;555;C;B;2;41;123;33;241033;Faridpur;Sadarpur;Krisnopur;Krisnopur high school;0;0,2;1,315315315
meherul;11:14,0;0;11:14,0;0;0;1;11:14,0;11:14,0;2;0;C;0;152;D;0;224237;0;A;0;14;0;A;138;B;A;2;24;68;237;224237;Bogra;Shibganj;Kichok;Dhulajhara Dakhil madrasa;0;0,14;1,101449275
alim;43:42,0;0;43:42,0;0;0;1;43:42,0;43:42,0;1;0;B;0;92;D;0;244375;0;B;0;12;0;A;103;B;A;2;44;133;375;244375;Natore;Natore Sadar;kafura;Dorappur High School;0;0,08;0,893203883
ramzan;56:22,0;0;56:22,0;0;0;1;56:22,0;56:22,0;4;0;A;0;357;D;0;221340;0;A;0;12;0;A;381;A;A;2;21;62;340;221340;Mymensingh;Mymensingh Sadar;Chornilokkhia;Letu Mondol High School;0;0,33;0,937007874
shahidul;16:55,0;0;16:55,0;0;0;1;16:55,0;16:55,0;8;90,68274404;A;24,31853396;493;E;0;236330;-78;A;35;17;0;A;417;D;D;2;36;108;330;236330;Kishoregonj;Pakundia;Patuabanga;Kaliachapra Sugar Mill High School(Co-Ed);0;0,47;1,182254197
quddus;35:51,0;0;35:51,0;0;0;1;35:51,0;35:51,0;2;89,0222909;A;23,4112689;170;E;0;201001;0;A;2583;11;0;E;158;A;A;2;1;3;1;201001;Jhenidah;Kotchandpur;Kushna;Sherkhali High School;0;0,18;1,075949367
hannan;19:44,0;0;19:44,0;0;0;1;19:44,0;19:44,0;2;0;B;0;97;D;0;227260;0;A;0;12;0;A;112;A;A;2;27;76;260;227260;Bogra;Gabtoli;Sonaray;Korim para BM Dhakhil Madrasha;0;0,17;0,866071429
shahidur;23:24,0;0;23:24,0;0;0;1;23:24,0;23:24,0;2;90,8644343;C;24,9281669;220;B;0;235321;0;A;4322;10;0;A;179;A;C;2;35;105;321;235321;Netrakona;Barhatta;Ashma;Hazigonj High School(Co-Ed);0;0,2;1,229050279
jahurul;36:50,0;0;36:50,0;0;0;1;36:50,0;36:50,0;1;0;E;0;254;D;0;238081;0;A;0;6;1;A;277;C;D;2;38;112;81;238081;Tangail;Modhupur;Golabari;Banorgachhi High School;0;0,17;0,916967509
shariful;11:53,0;0;11:53,0;0;0;1;11:53,0;11:53,0;4;91,1291978;C;23,5409796;202;D;0;212120;0;C;3152;7;0;C;146;C;C;2;12;36;120;212120;Comilla;Comilla Sadar;Amratoly;Rasulpur High School;0;0,57;1,383561644
meherul;04:53,0;0;04:53,0;0;0;1;04:53,0;04:53,0;3;0;F;0;195;D;0;243286;0;C;0;10;0;C;0;B;A;2;43;131;286;243286;Joypurhat;Kalai;Zinderpur;Molamgari Girls high school;1;0,3;
ramzan;09:08,0;0;09:08,0;0;0;1;09:08,0;09:08,0;5;0;B;0;362;D;0;222351;0;A;0;14;0;A;440;A;A;2;22;64;351;222351;Mymensingh;Bhaluka;Khachena;Batajur B.M High School;0;0,36;0,822727273
sanjoy;48:33,0;0;48:33,0;0;0;1;48:33,0;48:33,0;1;89,339022;C;23,1982061;104;D;0;217179;0;B;3693;10;0;D;102;C;C;2;17;51;179;217179;Jessore;Bagharpara;Naricalbaria;Sreerampur Secendary School;0;0,1;1,019607843
meherul;04:30,0;0;04:30,0;0;0;1;04:30,0;04:30,0;2;0;C;0;134;D;0;224236;0;A;0;10;0;A;174;B;A;2;24;68;236;224236;Bogra;Shibganj;Atmool;Dopara High School;0;0,2;0,770114943
enamul;35:06,0;0;35:06,0;0;0;1;35:06,0;35:06,0;3;88,467609;B;25,7944578;169;D;0;228271;0;A;3243;8;0;A;139;B;A;2;28;80;271;228271;Dinajpur;Bochaganj;Pouroshova;Gopalpur High School;0;0,38;1,215827338
alauddin;48:47,0;0;48:47,0;0;0;1;48:47,0;48:47,0;6;92,1685572;C;24,8313497;253;D;0;215153;0;B;2486;12;0;A;567;B;B;2;15;45;153;215153;Sylhet;Beanibazar;Dubag;Dobag Idial Academy High School;0;0,5;0,446208113
shahjahan;18:35,0;0;18:35,0;0;0;1;18:35,0;18:35,0;2;0;A;0;237;D;0;204044;0;A;0;9;0;A;214;B;A;2;4;13;44;204044;Gazipur;Kapasia;Durgapur;Ranigonj High School;0;0,22;1,107476636
shahjahan;53:48,0;0;53:48,0;0;0;1;53:48,0;53:48,0;1;0;F;0;166;D;0;204042;0;A;0;7;1;A;0;B;A;2;4;13;42;204042;Gazipur;Kapasia;Chandpur;Vakoadi Girls High School;1;0,14;
amit;29:26,0;0;29:26,0;0;0;1;29:26,0;29:26,0;4;88,9904002;C;25,3845624;420;D;0;231300;0;B;4522;9;0;A;665;B;C;2;31;92;300;231300;Nilphamari;Domar;Panga;Motukpur High School;0;0,44;0,631578947
aman;27:25,0;0;27:25,0;0;0;1;27:25,0;27:25,0;2;91,4334842;B;23,1135824;169;E;0;233110;0;A;2393;9;3;A;129;D;B;2;33;98;110;233110;Feni;Fulgazi;Fulgazi;Nilukhi Abdul Mazid High School(Co-Ed);0;0,22;1,310077519
ershad;16:08,0;0;16:08,0;0;0;1;16:08,0;16:08,0;2;92,0071016;B;24,5128016;232;E;0;250172;0;A;3339;15;2;C;303;B;C;2;50;150;172;250172;Mulavibazar;Kulaura;Kadipur;Monsur Mahammed Senior madrasha;;0,13;0,765676568
