_CREATOR_URI_USER;_CREATION_DATE;_LAST_UPDATE_URI_USER;_LAST_UPDATE_DATE;_MODEL_VERSION;_UI_VERSION;_IS_COMPLETE;_SUBMISSION_DATE;_MARKED_AS_COMPLETE_DATE;wealth.reported;HH7_FUTURE;LOCATION_LNG;HOUSEHOLD_REF;LOCATION_LAT;STATUS;LOCATION_ALT;HH05;HH04;MEMBER_NO_CHILD_FEMALE;HH06;HH01;LOCATION_ACC;MEMBER_NO_ADOLESCENT_FEMALE;HH03;MEMBER_NO_ADULT_FEMALE;SEX_OF_INTERVIEWEE;HH02;MEMBER_NO_CHILD_MALE;HH07_DONE;MEMBER_NO_ADULT_MALE;MEMBER_NO_ADOLESCENT_MALE;hh0;hh;wealth.reported;psu;AREA;ID;division;district;upazila;union;vwc;ultrapoor;poor;nonpoor;CountSTratWealth;weight
kamrul;19:26,0;0;19:26,0;0;0;1;19:26,0;19:26,0;up;;0;850301;0;0;0;A;A;1;C;B;0;1;D;1;F;D;2;D;1;0;0;1;up;85;2;850301;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;10,44444444
kamrul;26:59,0;0;26:59,0;0;0;1;26:59,0;26:59,0;up;;0;850307;0;0;0;A;A;1;D;B;0;0;D;2;F;B;1;C;2;0;0;7;up;85;2;850307;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;10,44444444
kamrul;27:01,0;0;27:01,0;0;0;1;27:01,0;27:01,0;up;;0;850309;0;0;0;A;A;1;D;C;0;1;D;1;F;C;0;C;1;1;0;9;up;85;2;850309;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;10,44444444
kamrul;46:47,0;0;46:47,0;0;0;1;46:47,0;46:47,0;np;;0;850320;0;0;0;A;A;0;D;B;0;0;D;1;M;A;0;C;2;2;;20;np;85;2;850320;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;20,11111111
kamrul;46:48,0;0;46:48,0;0;0;1;46:48,0;46:48,0;np;;0;850319;0;0;0;A;A;0;C;B;0;1;D;2;F;D;0;C;2;2;;19;np;85;2;850319;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;20,11111111
kamrul;46:49,0;0;46:49,0;0;0;1;46:49,0;46:49,0;up;;0;850304;0;0;0;A;A;0;D;C;0;1;D;1;F;C;0;C;1;1;0;4;up;85;2;850304;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;10,44444444
kamrul;46:50,0;0;46:50,0;0;0;1;46:50,0;46:50,0;up;;0;850303;0;0;0;A;A;0;D;A;0;1;D;1;M;A;1;C;1;0;0;3;up;85;2;850303;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;10,44444444
kamrul;46:51,0;0;46:51,0;0;0;1;46:51,0;46:51,0;up;;0;850302;0;0;0;A;B;2;D;A;0;0;D;1;F;D;1;C;1;0;0;2;up;85;2;850302;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;10,44444444
kamrul;54:34,0;0;54:34,0;0;0;1;54:34,0;54:34,0;up;;0;850308;0;0;0;A;B;1;D;A;0;2;E;3;M;A;2;D;3;1;0;8;up;85;2;850308;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;10,44444444
kamrul;54:40,0;0;54:40,0;0;0;1;54:40,0;54:40,0;np;D;0;850324;0;0;0;A;A;4;D;A;0;1;C;5;M;A;2;0;5;1;;24;np;85;2;850324;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;20,11111111
kamrul;40:15,0;0;40:15,0;0;0;1;40:15,0;40:15,0;np;;0;850321;0;0;0;A;A;0;C;B;0;1;C;3;F;A;0;D;2;1;;21;np;85;2;850321;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;20,11111111
kamrul;40:17,0;0;40:17,0;0;0;1;40:17,0;40:17,0;np;;0;850322;0;0;0;A;A;1;A;A;0;0;B;1;F;A;0;C;1;1;;22;np;85;2;850322;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;20,11111111
kamrul;40:21,0;0;40:21,0;0;0;1;40:21,0;40:21,0;up;;0;850305;0;0;0;A;A;0;D;B;0;1;D;3;F;D;0;C;2;1;0;5;up;85;2;850305;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;10,44444444
kamrul;31:59,0;0;31:59,0;0;0;1;31:59,0;31:59,0;pp;C;0;850310;0;0;0;A;A;1;A;A;0;1;B;4;F;A;2;0;4;0;;10;pp;85;2;850310;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;3,888888889
kamrul;32:00,0;0;32:00,0;0;0;1;32:00,0;32:00,0;pp;;0;850311;0;0;0;A;A;0;B;A;0;2;C;2;F;A;1;C;2;1;;11;pp;85;2;850311;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;3,888888889
kamrul;32:01,0;0;32:01,0;0;0;1;32:01,0;32:01,0;pp;;0;850312;0;0;0;A;A;0;C;B;0;1;C;1;F;A;1;C;2;1;;12;pp;85;2;850312;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;3,888888889
kamrul;32:02,0;0;32:02,0;0;0;1;32:02,0;32:02,0;pp;;0;850317;0;0;0;A;A;0;D;B;0;0;D;2;M;A;0;C;2;5;;17;pp;85;2;850317;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;3,888888889
kamrul;57:23,0;0;57:23,0;0;0;1;57:23,0;57:23,0;np;C;0;850323;0;0;0;A;A;2;C;B;0;0;B;2;F;D;0;0;2;0;;23;np;85;2;850323;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;20,11111111
kamrul;57:25,0;0;57:25,0;0;0;1;57:25,0;57:25,0;pp;C;0;850318;0;0;0;A;A;0;C;B;0;0;B;1;F;A;0;0;2;0;;18;pp;85;2;850318;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;3,888888889
kamrul;57:26,0;0;57:26,0;0;0;1;57:26,0;57:26,0;pp;C;0;850316;0;0;0;A;A;0;C;B;0;0;D;1;F;A;1;0;1;0;;16;pp;85;2;850316;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;3,888888889
kamrul;57:26,0;0;57:26,0;0;0;1;57:26,0;57:26,0;up;;0;850306;0;0;0;A;A;0;D;B;0;2;D;1;F;A;2;C;1;0;0;6;up;85;2;850306;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;10,44444444
murad;10:50,0;0;10:50,0;0;0;1;10:50,0;10:50,0;up;C;92,16825838;880303;25,06325442;0;1;B;D;0;E;A;15;0;D;1;F;A;1;0;1;0;0;3;up;88;2;880303;;Sylhet;Jaintapur;Charikata;Ramporshad East;33;67;52;9;3,666666667
murad;18:17,0;0;18:17,0;0;0;1;18:17,0;18:17,0;up;;92,15712898;880301;25,0673378;0;-23;B;B;0;E;A;30;0;E;1;M;A;0;E;1;0;0;1;up;88;2;880301;;Sylhet;Jaintapur;Charikata;Ramporshad East;33;67;52;9;3,666666667
murad;24:50,0;0;24:50,0;0;0;1;24:50,0;24:50,0;up;;92,15282211;880305;25,06696269;0;-61;B;B;0;E;E;15;1;E;1;M;E;0;E;1;1;0;5;up;88;2;880305;;Sylhet;Jaintapur;Charikata;Ramporshad East;33;67;52;9;3,666666667
murad;47:24,0;0;47:24,0;0;0;1;47:24,0;47:24,0;up;;92,15746111;880302;25,06705284;0;-92;E;E;1;0;A;50;1;E;1;F;A;1;0;1;0;0;2;up;88;2;880302;;Sylhet;Jaintapur;Charikata;Ramporshad East;33;67;52;9;3,666666667
murad;08:53,0;0;08:53,0;0;0;1;08:53,0;08:53,0;up;;92,15753879;880306;25,06721741;0;-43;B;B;0;E;A;35;0;E;2;M;A;0;E;3;0;0;6;up;88;2;880306;;Sylhet;Jaintapur;Charikata;Ramporshad East;33;67;52;9;3,666666667
murad;18:28,0;0;18:28,0;0;0;1;18:28,0;18:28,0;up;;92,1576585;880304;25,0672847;0;-14;C;B;0;D;A;15;1;E;1;F;A;1;E;1;2;0;4;up;88;2;880304;;Sylhet;Jaintapur;Charikata;Ramporshad East;33;67;52;9;3,666666667
shahidul;45:23,0;0;45:23,0;0;0;1;45:23,0;45:23,0;up;;90,91015448;870304;24,13681111;0;-92;B;B;4;E;C;30;0;D;1;F;D;0;D;1;0;0;4;up;87;2;870304;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;10,66666667
shahidul;47:35,0;0;47:35,0;0;0;1;47:35,0;47:35,0;up;C;90,90990693;870306;24,13673211;0;-136;A;A;1;B;C;60;0;B;1;F;C;2;0;1;0;0;6;up;87;2;870306;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;10,66666667
shahidul;49:49,0;0;49:49,0;0;0;1;49:49,0;49:49,0;np;;90,91019773;870325;24,13709204;0;-35;A;A;1;B;B;70;2;B;2;F;A;2;C;1;0;;25;np;87;2;870325;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;12,55555556
shahidul;34:40,0;0;34:40,0;0;0;1;34:40,0;34:40,0;up;;90,91032718;870308;24,13707693;0;22;A;A;0;C;C;15;0;C;1;F;C;2;C;1;0;0;8;up;87;2;870308;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;10,66666667
shahidul;36:33,0;0;36:33,0;0;0;1;36:33,0;36:33,0;up;;90,91014735;870309;24,13701966;0;-67;B;B;2;C;C;25;1;C;1;F;C;2;C;1;0;0;9;up;87;2;870309;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;10,66666667
shahidul;38:24,0;0;38:24,0;0;0;1;38:24,0;38:24,0;pp;C;90,9102789;870310;24,13704093;0;-7;A;A;1;C;C;50;0;B;3;F;D;0;0;2;0;;10;pp;87;2;870310;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;6
shahidul;42:00,0;0;42:00,0;0;0;1;42:00,0;42:00,0;pp;;90,91018624;870313;24,13712936;0;-63;A;C;1;C;C;80;1;C;1;M;C;2;C;1;0;;13;pp;87;2;870313;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;6
shahidul;46:30,0;0;46:30,0;0;0;1;46:30,0;46:30,0;pp;C;90,91121127;870314;24,13595174;0;99;B;A;1;C;C;300;0;D;1;F;D;0;0;1;0;;14;pp;87;2;870314;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;6
shahidul;48:33,0;0;48:33,0;0;0;1;48:33,0;48:33,0;np;C;90,9101325;870319;24,13710125;0;-93;A;A;2;A;A;20;0;B;1;M;D;1;0;1;0;;19;np;87;2;870319;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;12,55555556
shahidul;24:12,0;0;24:12,0;0;0;1;24:12,0;24:12,0;np;C;90,90861798;870321;24,13638398;0;99;A;A;0;A;A;350;3;B;1;M;D;0;0;2;0;;21;np;87;2;870321;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;12,55555556
shahidul;24:32,0;0;24:32,0;0;0;1;24:32,0;24:32,0;up;;90,91055559;870302;24,13726751;0;100;A;A;1;C;C;150;0;C;1;F;C;0;C;1;0;0;2;up;87;2;870302;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;10,66666667
shahidul;28:12,0;0;28:12,0;0;0;1;28:12,0;28:12,0;up;;90,90979087;870305;24,13682099;0;0;A;A;1;C;C;30;0;C;1;F;C;0;C;1;0;0;5;up;87;2;870305;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;10,66666667
shahidul;31:05,0;0;31:05,0;0;0;1;31:05,0;31:05,0;up;;90,91035156;870307;24,13589474;0;99;B;B;1;C;A;150;1;D;2;F;B;0;C;3;1;0;7;up;87;2;870307;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;10,66666667
shahidul;33:41,0;0;33:41,0;0;0;1;33:41,0;33:41,0;pp;C;90,90917964;870312;24,13659157;0;99;A;A;0;D;C;90;0;C;2;F;C;0;0;2;0;;12;pp;87;2;870312;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;6
shahidul;38:14,0;0;38:14,0;0;0;1;38:14,0;38:14,0;np;;90,91013503;870320;24,13675916;0;-1;A;A;3;B;B;40;1;B;3;F;C;0;B;3;1;;20;np;87;2;870320;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;12,55555556
shahidul;41:21,0;0;41:21,0;0;0;1;41:21,0;41:21,0;np;;90,90981507;870322;24,13682814;0;100;A;A;0;C;C;100;0;D;1;F;C;0;C;2;2;;22;np;87;2;870322;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;12,55555556
shahidul;44:13,0;0;44:13,0;0;0;1;44:13,0;44:13,0;np;;90,90972586;870327;24,13669694;0;113;B;B;0;B;C;60;0;C;1;M;C;3;C;2;1;;27;np;87;2;870327;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;12,55555556
shahidul;02:52,0;0;02:52,0;0;0;1;02:52,0;02:52,0;up;;90,91032254;870301;24,13717276;0;-86;A;B;1;E;C;25;0;D;1;F;C;2;D;1;0;0;1;up;87;2;870301;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;10,66666667
shahidul;04:42,0;0;04:42,0;0;0;1;04:42,0;04:42,0;pp;;90,91001028;870311;24,13690875;0;-17;A;A;1;C;C;20;0;D;1;F;C;0;D;1;0;;11;pp;87;2;870311;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;6
shahidul;06:26,0;0;06:26,0;0;0;1;06:26,0;06:26,0;pp;;90,91014898;870315;24,13699533;0;-69;A;A;1;B;A;15;0;D;2;F;B;0;C;3;2;;15;pp;87;2;870315;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;6
shahidul;08:18,0;0;08:18,0;0;0;1;08:18,0;08:18,0;pp;D;90,91019316;870317;24,13737502;0;-142;B;B;3;C;C;40;0;C;2;M;D;0;0;1;0;;17;pp;87;2;870317;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;6
shahidul;10:25,0;0;10:25,0;0;0;1;10:25,0;10:25,0;pp;;90,91002369;870318;24,136843;0;-57;A;A;0;C;C;35;1;D;2;F;C;0;C;2;0;;18;pp;87;2;870318;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;6
shahidul;14:36,0;0;14:36,0;0;0;1;14:36,0;14:36,0;np;;90,91016109;870323;24,13676286;0;-56;B;B;2;C;C;35;0;D;4;F;C;5;C;5;0;;23;np;87;2;870323;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;12,55555556
shahidul;19:25,0;0;19:25,0;0;0;1;19:25,0;19:25,0;np;;90,91024553;870326;24,13701746;0;-71;A;B;2;C;C;20;0;D;2;M;C;2;D;2;0;;26;np;87;2;870326;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;12,55555556
shahidul;21:53,0;0;21:53,0;0;0;1;21:53,0;21:53,0;pp;C;90,9103203;870316;24,13680517;0;57;B;B;0;C;C;80;0;E;2;F;D;1;0;2;0;;16;pp;87;2;870316;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;6
shahidul;24:26,0;0;24:26,0;0;0;1;24:26,0;24:26,0;np;;90,91047524;870324;24,13684257;0;25;A;A;3;B;C;45;0;C;1;F;B;2;C;1;0;;24;np;87;2;870324;;Kishoregonj;Kuliarchor;Chhaysuti;Madhabdi-2;96;54;113;9;12,55555556
kamrul;27:03,0;0;27:03,0;0;0;1;27:03,0;27:03,0;np;C;0;850327;0;0;0;A;A;0;C;B;0;0;C;2;F;A;1;0;1;0;;27;np;85;2;850327;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;20,11111111
kamrul;27:07,0;0;27:07,0;0;0;1;27:07,0;27:07,0;np;;0;850326;0;0;0;A;A;1;D;B;0;2;D;1;F;A;0;C;2;2;;26;np;85;2;850326;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;20,11111111
kamrul;54:33,0;0;54:33,0;0;0;1;54:33,0;54:33,0;np;;0;850325;0;0;0;A;B;2;D;A;0;1;D;2;F;D;1;C;2;0;;25;np;85;2;850325;;Chittagong;Fatickchari;SundorPur;Azim Pur-1;94;35;181;9;20,11111111
aman;04:03,0;0;04:03,0;0;0;1;04:03,0;04:03,0;0;;91,8059438;860308;22,631719;0;0;A;A;0;D;A;2086;1;D;1;F;B;1;E;3;0;0;8;up;86;2;860308;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;15,33333333
aman;05:35,0;0;05:35,0;0;0;1;05:35,0;05:35,0;0;;91,8059438;860324;22,631719;0;0;A;A;1;B;A;2086;1;B;3;F;A;1;D;3;1;;24;np;86;2;860324;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;7,555555556
aman;07:15,0;0;07:15,0;0;0;1;07:15,0;07:15,0;0;;91,8059438;860315;22,631719;0;0;A;A;0;B;A;2086;0;B;1;F;D;0;C;2;0;;15;pp;86;2;860315;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;7;0,777777778
aman;08:51,0;0;08:51,0;0;0;1;08:51,0;08:51,0;0;;91,8059438;860316;22,631719;0;0;A;B;0;D;A;2086;0;D;1;F;D;0;E;3;0;;16;pp;86;2;860316;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;7;0,777777778
aman;10:26,0;0;10:26,0;0;0;1;10:26,0;10:26,0;0;;91,8059438;860310;22,631719;0;0;A;B;0;D;A;2086;1;D;2;M;B;1;D;1;0;;10;pp;86;2;860310;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;7;0,777777778
aman;34:54,0;0;34:54,0;0;0;1;34:54,0;34:54,0;0;;91,8059641;860313;22,6317016;0;0;A;B;2;D;A;2084;0;D;3;M;D;1;E;4;1;;13;pp;86;2;860313;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;7;0,777777778
aman;38:04,0;0;38:04,0;0;0;1;38:04,0;38:04,0;0;;91,8059641;860312;22,6317016;0;0;A;A;0;D;B;2084;0;B;2;M;D;0;C;3;0;;12;pp;86;2;860312;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;7;0,777777778
aman;40:23,0;0;40:23,0;0;0;1;40:23,0;40:23,0;0;;91,8059641;860319;22,6317016;0;0;A;B;1;D;B;2084;0;B;3;F;A;1;C;4;0;;19;np;86;2;860319;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;7,555555556
aman;07:16,0;0;07:16,0;0;0;1;07:16,0;07:16,0;0;;91,8059641;860320;22,6317016;0;0;A;B;2;D;B;2084;0;B;2;F;D;0;C;3;0;;20;np;86;2;860320;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;7,555555556
aman;45:00,0;0;45:00,0;0;0;1;45:00,0;45:00,0;0;D;91,8059641;860314;22,6317016;0;0;A;B;1;D;A;2084;0;B;1;M;D;0;0;1;1;;14;pp;86;2;860314;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;7;0,777777778
aman;49:46,0;0;49:46,0;0;0;1;49:46,0;49:46,0;0;D;91,8059641;860326;22,6317016;0;0;A;B;0;D;A;2084;0;B;2;F;D;1;0;1;0;;26;np;86;2;860326;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;7,555555556
aman;53:24,0;0;53:24,0;0;0;1;53:24,0;53:24,0;0;;91,8059641;860311;22,6317016;0;0;A;A;0;D;A;2084;1;E;1;F;D;0;E;1;1;;11;pp;86;2;860311;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;7;0,777777778
aman;57:58,0;0;57:58,0;0;0;1;57:58,0;57:58,0;0;C;91,8059641;860327;22,6317016;0;0;A;A;1;A;A;2084;2;B;6;M;A;1;0;5;1;;27;np;86;2;860327;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;7,555555556
aman;09:49,0;0;09:49,0;0;0;1;09:49,0;09:49,0;0;;91,7916063;860309;22,6332864;0;0;A;B;1;D;B;2060;0;D;1;F;D;1;D;1;0;0;9;up;86;2;860309;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;15,33333333
aman;13:31,0;0;13:31,0;0;0;1;13:31,0;13:31,0;0;;91,7916063;860306;22,6332864;0;0;A;A;0;D;A;2060;1;D;1;F;B;0;D;1;1;0;6;up;86;2;860306;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;15,33333333
aman;19:21,0;0;19:21,0;0;0;1;19:21,0;19:21,0;0;;91,8059641;860305;22,6317016;0;0;A;A;0;D;B;2084;0;B;1;F;D;0;C;2;0;0;5;up;86;2;860305;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;15,33333333
aman;20:37,0;0;20:37,0;0;0;1;20:37,0;20:37,0;0;;91,7916063;860301;22,6332864;0;0;A;A;0;D;A;2060;0;B;1;F;D;0;C;3;0;0;1;up;86;2;860301;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;15,33333333
aman;22:10,0;0;22:10,0;0;0;1;22:10,0;22:10,0;0;;91,7940742;860321;22,6201729;0;0;A;A;0;D;A;2400;0;B;2;F;A;0;C;3;0;;21;np;86;2;860321;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;7,555555556
aman;54:05,0;0;54:05,0;0;0;1;54:05,0;54:05,0;0;;91,8059641;860304;22,6317016;0;0;D;C;0;D;B;2084;0;D;1;F;D;0;D;1;1;0;4;up;86;2;860304;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;15,33333333
aman;42:07,0;0;42:07,0;0;0;1;42:07,0;42:07,0;0;;91,8000192;860303;22,6259372;0;0;A;B;0;D;A;2084;1;D;2;F;D;1;C;1;0;0;3;up;86;2;860303;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;15,33333333
aman;42:38,0;0;42:38,0;0;0;1;42:38,0;42:38,0;0;;91,8059641;860302;22,6317016;0;0;A;B;0;D;A;2084;0;D;2;F;D;1;D;2;0;0;2;up;86;2;860302;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;15,33333333
aman;42:39,0;0;42:39,0;0;0;1;42:39,0;42:39,0;0;;91,8059641;860323;22,6317016;0;0;A;B;0;B;A;2084;2;B;2;F;B;0;D;2;1;;23;np;86;2;860323;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;7,555555556
aman;42:40,0;0;42:40,0;0;0;1;42:40,0;42:40,0;0;C;91,8059641;860322;22,6317016;0;0;A;A;0;A;B;2084;1;B;1;F;D;0;0;1;1;;22;np;86;2;860322;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;7,555555556
aman;42:41,0;0;42:41,0;0;0;1;42:41,0;42:41,0;0;C;91,8059641;860325;22,6317016;0;0;A;B;0;D;B;2084;0;B;1;F;D;1;0;1;0;;25;np;86;2;860325;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;7,555555556
aman;48:02,0;0;48:02,0;0;0;1;48:02,0;48:02,0;0;;91,8059641;860307;22,6317016;0;0;A;B;2;D;A;2084;0;D;1;F;D;2;C;2;0;0;7;up;86;2;860307;;Chittagong;Fatickchari;Roshangiri;South Rosangiri-1;138;7;68;9;15,33333333
kamruzzaman;25:50,0;0;25:50,0;0;0;1;25:50,0;25:50,0;pp;C;89,1634184;910313;22,7815704;0;0;B;B;1;B;C;4235;0;B;1;F;C;0;0;1;0;;13;pp;91;2;910313;;Satkhira;Tala;Dhandia;Uttar Sharsha-2;115;34;34;9;3,777777778
kamruzzaman;19:14,0;0;19:14,0;0;0;1;19:14,0;19:14,0;pp;C;89,1634184;910311;22,7815704;0;0;B;B;2;B;A;4235;0;B;2;F;D;0;0;2;0;;11;pp;91;2;910311;;Satkhira;Tala;Dhandia;Uttar Sharsha-2;115;34;34;9;3,777777778
kamruzzaman;22:32,0;0;22:32,0;0;0;1;22:32,0;22:32,0;pp;C;89,1634184;910312;22,7815704;0;0;B;B;1;B;C;4235;0;B;1;F;C;0;0;1;1;;12;pp;91;2;910312;;Satkhira;Tala;Dhandia;Uttar Sharsha-2;115;34;34;9;3,777777778
kamruzzaman;15:43,0;0;15:43,0;0;0;1;15:43,0;15:43,0;up;;89,1634184;910309;22,7815704;0;0;B;B;0;D;D;4235;0;D;2;F;C;1;C;1;0;0;9;up;91;2;910309;;Satkhira;Tala;Dhandia;Uttar Sharsha-2;115;34;34;9;12,77777778
kamruzzaman;04:52,0;0;04:52,0;0;0;1;04:52,0;04:52,0;up;;89,1634184;910307;22,7815704;0;0;B;B;0;B;A;4235;0;B;1;F;A;2;C;1;0;0;7;up;91;2;910307;;Satkhira;Tala;Dhandia;Uttar Sharsha-2;115;34;34;9;12,77777778
kamruzzaman;12:40,0;0;12:40,0;0;0;1;12:40,0;12:40,0;up;;89,1634184;910308;22,7815704;0;0;B;B;1;B;C;4235;0;D;1;F;C;0;C;1;0;0;8;up;91;2;910308;;Satkhira;Tala;Dhandia;Uttar Sharsha-2;115;34;34;9;12,77777778
kamruzzaman;01:57,0;0;01:57,0;0;0;1;01:57,0;01:57,0;up;C;89,16372052;910306;22,7722834;0;-49;B;B;0;D;A;10;0;B;1;F;D;1;0;2;0;0;6;up;91;2;910306;;Satkhira;Tala;Dhandia;Uttar Sharsha-2;115;34;34;9;12,77777778
habibur;36:08,0;0;36:08,0;0;0;1;36:08,0;36:08,0;pp;C;89,4328658;900315;25,9076631;0;0;A;A;0;C;B;1826;1;D;2;F;B;0;0;1;0;;15;pp;90;2;900315;;Lalmonirhat;Lalmonirhat Sadar;Harati;Kazirchoura-1;94;92;114;9;10,22222222
habibur;37:35,0;0;37:35,0;0;0;1;37:35,0;37:35,0;np;C;89,4328658;900326;25,9076631;0;0;A;A;1;C;B;1826;0;D;2;F;B;0;0;2;1;;26;np;90;2;900326;;Lalmonirhat;Lalmonirhat Sadar;Harati;Kazirchoura-1;94;92;114;9;12,66666667
habibur;39:05,0;0;39:05,0;0;0;1;39:05,0;39:05,0;pp;C;89,4328658;900316;25,9076631;0;0;A;A;0;D;B;1826;1;D;1;F;B;1;0;1;1;;16;pp;90;2;900316;;Lalmonirhat;Lalmonirhat Sadar;Harati;Kazirchoura-1;94;92;114;9;10,22222222
habibur;49:15,0;0;49:15,0;0;0;1;49:15,0;49:15,0;pp;C;89,4328658;900318;25,9076631;0;0;A;A;1;D;D;1826;0;D;2;F;D;0;0;2;0;;18;pp;90;2;900318;;Lalmonirhat;Lalmonirhat Sadar;Harati;Kazirchoura-1;94;92;114;9;10,22222222
habibur;51:55,0;0;51:55,0;0;0;1;51:55,0;51:55,0;np;C;89,4328658;900327;25,9076631;0;0;A;A;0;C;B;1826;0;B;3;M;B;1;0;3;1;;27;np;90;2;900327;;Lalmonirhat;Lalmonirhat Sadar;Harati;Kazirchoura-1;94;92;114;9;12,66666667
