_CREATOR_URI_USER;_CREATION_DATE;_LAST_UPDATE_URI_USER;_LAST_UPDATE_DATE;_MODEL_VERSION;_UI_VERSION;_IS_COMPLETE;_SUBMISSION_DATE;_MARKED_AS_COMPLETE_DATE;wealth.reported;HH7_FUTURE;LOCATION_LNG;HOUSEHOLD_REF;LOCATION_LAT;STATUS;LOCATION_ALT;HH05;HH04;MEMBER_NO_CHILD_FEMALE;HH06;HH01;LOCATION_ACC;MEMBER_NO_ADOLESCENT_FEMALE;HH03;MEMBER_NO_ADULT_FEMALE;SEX_OF_INTERVIEWEE;HH02;MEMBER_NO_CHILD_MALE;HH07_DONE;MEMBER_NO_ADULT_MALE;MEMBER_NO_ADOLESCENT_MALE;hh0;hh;wealth.reported;psu;AREA;ID;division;district;upazila;union;vwc;ultrapoor;poor;nonpoor;CountSTratWealth;weight
shariful;42:14,0;0;42:14,0;0;0;1;42:14,0;42:14,0;np;;0;120226;0;0;0;A;B;0;A;D;0;2;B;1;F;C;1;C;1;0;;26;np;12;1;120226;;Comilla;Comilla Sadar;Durgapur North;Shasangasa-1;35;79;186;9;20,66666667
shariful;50:59,0;0;50:59,0;0;0;1;50:59,0;50:59,0;up;;91,189927;140203;23,1775664;0;0;A;B;0;C;B;2585;2;D;1;F;A;0;C;1;0;0;3;up;14;1;140203;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;1,444444444
shariful;52:34,0;0;52:34,0;0;0;1;52:34,0;52:34,0;up;;91,189927;140206;23,1775664;0;0;A;A;1;C;A;2585;0;A;2;F;A;1;C;2;1;0;6;up;14;1;140206;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;1,444444444
shariful;54:03,0;0;54:03,0;0;0;1;54:03,0;54:03,0;pp;C;91,189927;140213;23,1775664;0;0;A;A;1;C;B;2585;2;D;2;F;A;0;0;2;1;;13;pp;14;1;140213;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;2,444444444
shariful;55:32,0;0;55:32,0;0;0;1;55:32,0;55:32,0;np;;0;140224;0;0;0;A;B;1;C;B;0;1;B;2;F;A;0;D;2;1;;24;np;14;1;140224;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;12,77777778
shariful;04:53,0;0;04:53,0;0;0;1;04:53,0;04:53,0;up;C;91,189927;140202;23,1775664;0;0;A;B;0;C;C;2585;2;A;1;F;C;0;0;1;1;0;2;up;14;1;140202;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;1,444444444
shariful;07:16,0;0;07:16,0;0;0;1;07:16,0;07:16,0;up;;91,189927;140208;23,1775664;0;0;A;B;0;C;D;2585;0;B;1;F;C;0;C;0;0;0;8;up;14;1;140208;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;1,444444444
shariful;09:44,0;0;09:44,0;0;0;1;09:44,0;09:44,0;np;;91,1930692;140222;23,1702093;0;0;A;A;3;B;B;2772;1;B;4;F;A;3;A;5;0;;22;np;14;1;140222;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;12,77777778
shariful;11:28,0;0;11:28,0;0;0;1;11:28,0;11:28,0;up;;91,1930692;140209;23,1702093;0;0;A;B;0;B;A;2772;1;A;1;F;A;0;C;1;0;0;9;up;14;1;140209;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;1,444444444
shariful;13:04,0;0;13:04,0;0;0;1;13:04,0;13:04,0;np;;91,1930692;140220;23,1702093;0;0;A;B;1;B;A;2772;2;D;2;F;A;0;C;3;0;;20;np;14;1;140220;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;12,77777778
shariful;14:59,0;0;14:59,0;0;0;1;14:59,0;14:59,0;up;;91,1930692;140207;23,1702093;0;0;A;B;1;C;C;2772;1;C;2;F;C;0;C;2;2;0;7;up;14;1;140207;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;1,444444444
shariful;18:10,0;0;18:10,0;0;0;1;18:10,0;18:10,0;pp;;91,1930692;140218;23,1702093;0;0;A;A;3;C;D;2772;1;D;1;F;C;0;C;1;0;;18;pp;14;1;140218;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;2,444444444
shariful;19:44,0;0;19:44,0;0;0;1;19:44,0;19:44,0;np;;0;140227;0;0;0;A;A;2;C;A;0;1;B;2;F;A;0;C;1;1;;27;np;14;1;140227;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;12,77777778
shariful;22:15,0;0;22:15,0;0;0;1;22:15,0;22:15,0;pp;;91,1930692;140217;23,1702093;0;0;A;A;0;C;C;2772;0;B;1;F;C;3;C;1;2;;17;pp;14;1;140217;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;2,444444444
shariful;52:34,0;0;52:34,0;0;0;1;52:34,0;52:34,0;pp;;0;140210;0;0;0;A;A;1;C;C;0;0;D;2;F;C;0;C;2;2;;10;pp;14;1;140210;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;2,444444444
shariful;54:34,0;0;54:34,0;0;0;1;54:34,0;54:34,0;pp;;0;140211;0;0;0;A;B;0;C;D;0;1;D;2;F;C;0;C;2;0;;11;pp;14;1;140211;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;2,444444444
shariful;56:03,0;0;56:03,0;0;0;1;56:03,0;56:03,0;np;;91,1932341;140225;23,1698776;0;0;A;A;1;B;C;2749;2;B;2;F;C;0;C;2;2;;25;np;14;1;140225;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;12,77777778
shariful;57:42,0;0;57:42,0;0;0;1;57:42,0;57:42,0;np;;91,1899823;140219;23,1776148;0;0;A;A;0;C;D;2578;3;B;2;F;C;2;C;2;2;;19;np;14;1;140219;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;12,77777778
shariful;00:35,0;0;00:35,0;0;0;1;00:35,0;00:35,0;pp;;91,1899823;140212;23,1776148;0;0;A;A;1;B;A;2578;1;D;3;F;A;1;C;3;1;;12;pp;14;1;140212;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;2,444444444
shariful;02:43,0;0;02:43,0;0;0;1;02:43,0;02:43,0;up;;91,1932341;140205;23,1698776;0;0;A;A;1;C;C;2749;0;B;2;F;C;2;C;2;0;0;5;up;14;1;140205;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;1,444444444
shariful;04:11,0;0;04:11,0;0;0;1;04:11,0;04:11,0;np;;91,1899823;140221;23,1776148;0;0;A;A;2;B;A;2578;0;B;3;F;A;2;C;3;1;;21;np;14;1;140221;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;12,77777778
shariful;08:31,0;0;08:31,0;0;0;1;08:31,0;08:31,0;np;C;0;140223;0;0;0;A;A;1;B;A;0;1;D;2;F;A;1;0;4;1;;23;np;14;1;140223;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;12,77777778
shariful;10:05,0;0;10:05,0;0;0;1;10:05,0;10:05,0;np;;0;140226;0;0;0;A;A;2;B;A;0;0;B;2;F;A;0;C;2;0;;26;np;14;1;140226;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;12,77777778
shariful;11:27,0;0;11:27,0;0;0;1;11:27,0;11:27,0;up;;91,1932341;140204;23,1698776;0;0;A;B;1;C;C;2749;3;A;1;F;C;0;C;3;0;0;4;up;14;1;140204;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;1,444444444
shariful;13:09,0;0;13:09,0;0;0;1;13:09,0;13:09,0;pp;;91,1932341;140214;23,1698776;0;0;A;A;1;C;D;2749;1;D;2;F;C;0;C;2;2;;14;pp;14;1;140214;;Comilla;Nangalkot;Adra;Kakairtola-1;13;22;115;9;2,444444444
momin;14:02,0;0;14:02,0;0;0;1;14:02,0;14:02,0;up;;91,54399844;160202;24,80351489;0;-51;D;D;1;E;E;10;0;C;2;M;E;0;E;2;0;0;2;up;16;1;160202;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;3,222222222
momin;19:14,0;0;19:14,0;0;0;1;19:14,0;19:14,0;np;E;91,5412725;160225;24,80521827;0;-39;C;D;0;E;E;10;1;D;1;F;E;0;0;1;1;;25;np;16;1;160225;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;7,888888889
momin;11:45,0;0;11:45,0;0;0;1;11:45,0;11:45,0;up;E;91,5652418;160208;24,75302;0;0;C;B;1;C;E;3672;0;C;1;F;E;1;0;1;0;0;8;up;16;1;160208;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;3,222222222
momin;19:13,0;0;19:13,0;0;0;1;19:13,0;19:13,0;pp;;91,5652418;160211;24,75302;0;0;B;B;1;E;D;3672;0;C;1;F;D;1;E;1;2;;11;pp;16;1;160211;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;13,77777778
momin;27:43,0;0;27:43,0;0;0;1;27:43,0;27:43,0;pp;C;91,5551759;160214;24,7626767;0;0;B;B;2;C;A;2397;1;C;2;M;B;0;0;1;1;;14;pp;16;1;160214;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;13,77777778
momin;34:47,0;0;34:47,0;0;0;1;34:47,0;34:47,0;pp;;91,5652418;160215;24,75302;0;0;D;C;1;D;D;3672;2;C;3;F;C;0;E;3;0;;15;pp;16;1;160215;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;13,77777778
momin;40:44,0;0;40:44,0;0;0;1;40:44,0;40:44,0;pp;A;91,5551759;160217;24,7626767;0;0;B;B;0;B;A;2397;1;C;1;F;A;2;0;1;1;;17;pp;16;1;160217;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;13,77777778
momin;46:54,0;0;46:54,0;0;0;1;46:54,0;46:54,0;np;E;91,55367891;160219;24,76911249;0;99;B;D;4;B;A;300;2;B;1;F;B;0;0;1;0;;19;np;16;1;160219;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;7,888888889
momin;52:12,0;0;52:12,0;0;0;1;52:12,0;52:12,0;np;;91,5652418;160221;24,75302;0;0;B;B;2;D;A;3672;1;C;2;M;B;2;E;1;0;;21;np;16;1;160221;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;7,888888889
momin;41:58,0;0;41:58,0;0;0;1;41:58,0;41:58,0;up;E;91,5551531;160201;24,7627508;0;0;B;B;2;D;E;2404;1;B;3;F;E;0;0;3;0;0;1;up;16;1;160201;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;3,222222222
momin;42:12,0;0;42:12,0;0;0;1;42:12,0;42:12,0;up;E;91,5495473;160203;24,7692965;0;0;C;D;2;B;D;1802;1;C;3;F;D;1;0;3;0;0;3;up;16;1;160203;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;3,222222222
momin;42:23,0;0;42:23,0;0;0;1;42:23,0;42:23,0;up;;91,5551531;160204;24,7627508;0;0;B;D;2;C;C;2404;0;C;1;F;C;3;E;1;1;0;4;up;16;1;160204;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;3,222222222
momin;44:55,0;0;44:55,0;0;0;1;44:55,0;44:55,0;pp;;91,5551531;160212;24,7627508;0;0;C;C;0;C;D;2404;0;C;1;F;C;1;E;4;1;;12;pp;16;1;160212;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;13,77777778
momin;45:13,0;0;45:13,0;0;0;1;45:13,0;45:13,0;pp;E;91,5551531;160213;24,7627508;0;0;C;D;0;B;D;2404;1;C;3;F;C;2;0;4;0;;13;pp;16;1;160213;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;13,77777778
momin;47:07,0;0;47:07,0;0;0;1;47:07,0;47:07,0;pp;;91,5551531;160216;24,7627508;0;0;C;C;3;C;E;2404;0;C;1;F;E;1;E;1;1;;16;pp;16;1;160216;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;13,77777778
momin;48:41,0;0;48:41,0;0;0;1;48:41,0;48:41,0;np;;91,5551531;160222;24,7627508;0;0;B;B;1;B;E;2404;1;B;3;F;E;2;E;2;0;;22;np;16;1;160222;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;7,888888889
momin;22:04,0;0;22:04,0;0;0;1;22:04,0;22:04,0;np;E;91,5550097;160226;24,7629494;0;0;A;A;0;D;B;2420;1;C;1;M;D;0;0;2;0;;26;np;16;1;160226;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;7,888888889
momin;26:14,0;0;26:14,0;0;0;1;26:14,0;26:14,0;np;;91,5550097;160223;24,7629494;0;0;A;A;0;A;A;2420;1;C;1;F;D;0;E;3;1;;23;np;16;1;160223;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;7,888888889
momin;29:52,0;0;29:52,0;0;0;1;29:52,0;29:52,0;up;;91,5495071;160207;24,7692829;0;0;B;B;1;D;A;1794;0;B;2;F;A;1;E;1;0;0;7;up;16;1;160207;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;3,222222222
momin;33:43,0;0;33:43,0;0;0;1;33:43,0;33:43,0;pp;;91,5591836;160218;24,7698072;0;0;C;D;2;D;C;3205;0;C;1;F;C;1;E;1;1;;18;pp;16;1;160218;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;13,77777778
momin;37:24,0;0;37:24,0;0;0;1;37:24,0;37:24,0;np;;91,5550097;160227;24,7629494;0;0;B;C;0;E;C;2420;0;B;2;F;D;0;E;1;0;;27;np;16;1;160227;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;7,888888889
momin;41:35,0;0;41:35,0;0;0;1;41:35,0;41:35,0;up;;91,5550097;160206;24,7629494;0;0;C;D;0;C;A;2420;0;C;1;F;C;3;E;3;3;0;6;up;16;1;160206;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;3,222222222
momin;46:24,0;0;46:24,0;0;0;1;46:24,0;46:24,0;np;;91,5550097;160224;24,7629494;0;0;E;D;0;E;A;2420;0;E;1;F;A;2;E;1;0;;24;np;16;1;160224;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;7,888888889
momin;31:27,0;0;31:27,0;0;0;1;31:27,0;31:27,0;pp;E;91,5372045;160210;24,8265569;0;0;D;D;2;C;C;4092;1;C;2;F;C;0;0;2;0;;10;pp;16;1;160210;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;13,77777778
momin;38:57,0;0;38:57,0;0;0;1;38:57,0;38:57,0;up;;91,5372045;160209;24,8265569;0;0;B;D;0;D;B;4092;1;C;1;F;D;1;E;1;1;0;9;up;16;1;160209;;Sunamgonj;Jaganathpur;Kolkolia;Mojidpur;29;124;71;9;3,222222222
sanjoy;36:12,0;0;36:12,0;0;0;1;36:12,0;36:12,0;up;C;89,34333745;170201;23,21370226;0;-40;B;B;0;B;A;20;0;C;3;F;B;0;0;2;0;0;1;up;17;1;170201;;Jessore;Bagharpara;Dohakula;Talbaria;2;75;59;9;0,222222222
sanjoy;38:41,0;0;38:41,0;0;0;1;38:41,0;38:41,0;up;C;89,3402806;170202;23,1978671;0;0;B;B;0;D;C;3700;0;C;1;F;C;0;0;1;0;0;2;up;17;1;170202;;Jessore;Bagharpara;Dohakula;Talbaria;2;75;59;9;0,222222222
sanjoy;38:58,0;0;38:58,0;0;0;1;38:58,0;38:58,0;pp;;89,34342882;170210;23,21379091;0;-79;B;B;1;C;D;25;2;B;1;M;D;1;C;1;0;;10;pp;17;1;170210;;Jessore;Bagharpara;Dohakula;Talbaria;2;75;59;9;8,333333333
alauddin;09:22,0;0;09:22,0;0;0;1;09:22,0;09:22,0;up;;92,1685426;150208;24,8313819;0;0;A;A;2;C;C;2440;0;D;1;F;C;1;D;1;0;0;8;up;15;1;150208;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;4
alauddin;09:23,0;0;09:23,0;0;0;1;09:23,0;09:23,0;up;C;92,1685426;150207;24,8313819;0;0;A;A;0;D;C;2440;1;C;1;F;C;0;0;1;3;0;7;up;15;1;150207;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;4
alauddin;15:25,0;0;15:25,0;0;0;1;15:25,0;15:25,0;np;D;92,1685327;150219;24,8313764;0;0;A;A;2;C;A;2440;1;B;6;M;A;0;0;7;2;;19;np;15;1;150219;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;17,55555556
alauddin;15:26,0;0;15:26,0;0;0;1;15:26,0;15:26,0;np;C;92,1685327;150226;24,8313764;0;0;A;A;0;D;A;2440;0;C;1;F;C;1;0;1;1;;26;np;15;1;150226;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;17,55555556
alauddin;15:28,0;0;15:28,0;0;0;1;15:28,0;15:28,0;np;C;92,1685327;150225;24,8313764;0;0;A;A;0;A;A;2440;1;B;1;M;A;0;0;1;1;;25;np;15;1;150225;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;17,55555556
alauddin;15:29,0;0;15:29,0;0;0;1;15:29,0;15:29,0;np;C;92,1685327;150224;24,8313764;0;0;A;A;0;D;A;2440;0;C;1;M;C;0;0;2;1;;24;np;15;1;150224;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;17,55555556
alauddin;15:30,0;0;15:30,0;0;0;1;15:30,0;15:30,0;np;C;92,1685327;150223;24,8313764;0;0;A;A;2;A;A;2440;0;B;4;M;A;0;0;1;2;;23;np;15;1;150223;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;17,55555556
alauddin;15:31,0;0;15:31,0;0;0;1;15:31,0;15:31,0;np;C;92,1618953;150222;24,8285278;0;0;A;A;0;C;A;1717;0;B;1;M;A;0;0;1;1;;22;np;15;1;150222;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;17,55555556
alauddin;15:32,0;0;15:32,0;0;0;1;15:32,0;15:32,0;np;C;92,1685327;150221;24,8313764;0;0;A;A;1;C;A;2440;0;B;2;F;C;0;0;2;0;;21;np;15;1;150221;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;17,55555556
alauddin;15:34,0;0;15:34,0;0;0;1;15:34,0;15:34,0;np;C;92,1685327;150220;24,8313764;0;0;A;A;1;D;A;2440;2;B;1;F;C;1;0;1;1;;20;np;15;1;150220;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;17,55555556
alauddin;19:15,0;0;19:15,0;0;0;1;19:15,0;19:15,0;up;C;92,1564272;150209;24,8364467;0;0;A;A;0;D;A;2885;0;C;3;M;C;0;0;4;0;0;9;up;15;1;150209;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;4
alauddin;19:16,0;0;19:16,0;0;0;1;19:16,0;19:16,0;up;C;92,1564272;150206;24,8364467;0;0;A;A;0;D;B;2885;0;C;1;F;C;1;0;1;0;0;6;up;15;1;150206;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;4
alauddin;19:17,0;0;19:17,0;0;0;1;19:17,0;19:17,0;up;C;92,1564272;150205;24,8364467;0;0;A;B;3;E;A;2885;1;C;1;F;C;1;0;2;0;0;5;up;15;1;150205;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;4
alauddin;19:18,0;0;19:18,0;0;0;1;19:18,0;19:18,0;up;C;92,1564272;150204;24,8364467;0;0;A;A;0;E;A;2885;1;C;1;F;A;1;0;0;1;0;4;up;15;1;150204;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;4
alauddin;19:19,0;0;19:19,0;0;0;1;19:19,0;19:19,0;up;C;92,1564272;150203;24,8364467;0;0;A;A;1;E;A;2885;0;C;2;F;C;0;0;0;0;0;3;up;15;1;150203;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;4
alauddin;19:19,0;0;19:19,0;0;0;1;19:19,0;19:19,0;up;C;92,1564272;150202;24,8364467;0;0;A;B;2;D;A;2885;0;C;1;F;C;1;0;1;1;0;2;up;15;1;150202;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;4
alauddin;19:20,0;0;19:20,0;0;0;1;19:20,0;19:20,0;up;C;92,1564272;150201;24,8364467;0;0;A;A;1;D;C;2885;0;C;1;M;C;0;0;1;0;0;1;up;15;1;150201;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;4
alauddin;19:21,0;0;19:21,0;0;0;1;19:21,0;19:21,0;pp;C;92,1564272;150210;24,8364467;0;0;A;A;3;E;A;2885;0;C;1;F;C;1;0;1;0;;10;pp;15;1;150210;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;
alauddin;19:21,0;0;19:21,0;0;0;1;19:21,0;19:21,0;pp;C;92,1564272;150213;24,8364467;0;0;A;A;0;D;A;2885;1;B;1;F;A;0;0;2;2;;13;pp;15;1;150213;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;
alauddin;19:22,0;0;19:22,0;0;0;1;19:22,0;19:22,0;pp;C;92,1564272;150216;24,8364467;0;0;A;A;0;C;A;2885;0;C;2;F;C;0;0;1;0;;16;pp;15;1;150216;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;
alauddin;19:23,0;0;19:23,0;0;0;1;19:23,0;19:23,0;pp;C;92,1564272;150211;24,8364467;0;0;A;A;1;E;B;2885;1;C;2;F;C;1;0;1;1;;11;pp;15;1;150211;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;
alauddin;19:24,0;0;19:24,0;0;0;1;19:24,0;19:24,0;pp;C;92,1564272;150212;24,8364467;0;0;A;A;1;E;A;2885;0;D;4;M;C;0;0;6;0;;12;pp;15;1;150212;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;
alauddin;19:24,0;0;19:24,0;0;0;1;19:24,0;19:24,0;pp;C;92,1564272;150214;24,8364467;0;0;A;A;2;D;B;2885;0;C;3;F;C;1;0;2;0;;14;pp;15;1;150214;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;
alauddin;19:25,0;0;19:25,0;0;0;1;19:25,0;19:25,0;pp;C;92,1564272;150215;24,8364467;0;0;A;B;1;E;B;2885;1;D;1;F;C;2;0;1;1;;15;pp;15;1;150215;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;
alauddin;19:26,0;0;19:26,0;0;0;1;19:26,0;19:26,0;pp;C;92,1564272;150217;24,8364467;0;0;A;A;1;C;B;2885;0;C;3;F;C;0;0;3;0;;17;pp;15;1;150217;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;
alauddin;19:27,0;0;19:27,0;0;0;1;19:27,0;19:27,0;pp;D;92,1564272;150218;24,8364467;0;0;A;A;1;D;A;2885;3;D;2;F;C;1;0;4;0;;18;pp;15;1;150218;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;
alauddin;19:28,0;0;19:28,0;0;0;1;19:28,0;19:28,0;np;C;92,1564272;150227;24,8364467;0;0;A;A;1;C;B;2885;2;B;1;F;C;2;0;1;0;;27;np;15;1;150227;;Sylhet;Beanibazar;Tilpara;Dasura 1;36;;158;9;17,55555556
bari;00:07,0;0;00:07,0;0;0;1;00:07,0;00:07,0;up;A;0;190204;0;0;0;A;A;0;B;A;0;0;B;1;F;B;0;;1;1;0;4;up;19;1;190204;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;7,111111111
bari;21:06,0;0;21:06,0;0;0;1;21:06,0;21:06,0;pp;A;0;190210;0;0;0;A;B;1;B;A;0;0;B;1;F;A;1;;1;0;;10;pp;19;1;190210;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;18
bari;31:55,0;0;31:55,0;0;0;1;31:55,0;31:55,0;pp;A;0;190215;0;0;0;A;A;1;B;A;0;1;B;1;M;B;0;;2;2;;15;pp;19;1;190215;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;18
bari;40:43,0;0;40:43,0;0;0;1;40:43,0;40:43,0;pp;;0;190203;0;0;0;B;B;0;C;B;0;0;C;0;M;B;0;C;3;0;0;3;up;19;1;190203;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;7,111111111
bari;53:50,0;0;53:50,0;0;0;1;53:50,0;53:50,0;pp;;0;190201;0;0;0;B;B;0;C;C;0;0;B;2;F;B;0;B;1;0;0;1;up;19;1;190201;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;7,111111111
bari;11:54,0;0;11:54,0;0;0;1;11:54,0;11:54,0;np;;0;190211;0;0;0;A;A;0;A;A;0;0;A;1;M;A;0;A;1;0;;11;pp;19;1;190211;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;18
bari;46:30,0;0;46:30,0;0;0;1;46:30,0;46:30,0;np;;0;190209;0;0;0;A;B;0;C;B;0;0;B;3;M;B;0;C;3;0;0;9;up;19;1;190209;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;7,111111111
bari;55:02,0;0;55:02,0;0;0;1;55:02,0;55:02,0;0;;0;190219;0;0;0;A;A;0;C;B;0;0;B;2;F;B;0;C;1;0;;19;np;19;1;190219;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;4,666666667
bari;09:59,0;0;09:59,0;0;0;1;09:59,0;09:59,0;0;;0;190213;0;0;0;A;A;0;B;A;0;0;B;1;M;B;0;C;1;0;;13;pp;19;1;190213;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;18
bari;15:33,0;0;15:33,0;0;0;1;15:33,0;15:33,0;0;;0;190218;0;0;0;A;A;2;B;A;0;0;B;1;M;B;0;C;1;0;;18;pp;19;1;190218;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;18
bari;23:31,0;0;23:31,0;0;0;1;23:31,0;23:31,0;up;;0;190214;0;0;0;C;C;0;C;A;0;0;C;2;F;B;1;C;1;0;;14;pp;19;1;190214;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;18
bari;29:22,0;0;29:22,0;0;0;1;29:22,0;29:22,0;0;;0;190217;0;0;0;A;A;1;B;A;0;0;B;2;F;B;0;C;1;0;;17;pp;19;1;190217;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;18
sanjoy;45:37,0;0;45:37,0;0;0;1;45:37,0;45:37,0;pp;C;89,3402806;170215;23,1978671;0;0;B;B;1;B;A;3700;0;A;1;F;B;0;0;1;1;;15;pp;17;1;170215;;Jessore;Bagharpara;Dohakula;Talbaria;2;75;59;9;8,333333333
bari;21:50,0;0;21:50,0;0;0;1;21:50,0;21:50,0;0;B;0;190202;0;0;0;A;B;1;C;A;0;0;A;2;F;B;0;;1;2;0;2;up;19;1;190202;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;7,111111111
bari;27:40,0;0;27:40,0;0;0;1;27:40,0;27:40,0;pp;;0;190206;0;0;0;A;A;0;B;A;0;0;C;1;F;B;0;C;3;0;0;6;up;19;1;190206;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;7,111111111
bari;33:40,0;0;33:40,0;0;0;1;33:40,0;33:40,0;0;A;0;190205;0;0;0;A;A;0;C;B;0;1;B;2;F;B;1;0;2;0;0;5;up;19;1;190205;;Khulna;Dighalia;Dighalia;Dighalia-1;64;162;42;9;7,111111111
