Barcode,Latitude/Longitude - Latitude,Latitude/Longitude - Longitude,Name of the village,HH00:Interview the HH (presence of HH members) ,HHma:Number of adult male ,HHfa:Number of adult  female ,HHmado:Number of Adloscent male ,HHfado:Number of Adloscent female ,HHmh5:Number of male children(>5yrs),HHfH5:Number of female children (>5yrs),HHml5:Number of male children(<=5yrs),HHfl5:Number of female children(<=5yrs),HHmsp:Number of male member who need assistance to access the latrine or defecate in the open ,HHfsp:Number of female member who need assistance to access the latrine or defecate in the open   ,HHsx:Sex of the interviewee,Economic status during data collection,HH01(old): Safe & Protected Main Drinking Water Source(old),HH01(new): Safe & Protected Main Drinking Water Source(new),HH02old: Drinking Water Management from Source to Cup(old),HH02new: Drinking Water Management from Source to Cup(new),HH03old: Quality of Latrine(old),HH03new: Quality of Latrine(new),HH03A:Shared latrine ,HH03B:Type of latrine ,HH3B:Type of Latrine(pls specify),HH04: Latrine use by whom,HH04A:Latrine use_All members,HH05:Latrine use when ,HH06:Hand washing provisions after defaecation ,HH07(dne):Sludge management(done),HH07(ftr):Sludge management(future),Image_water point ,Image (Latrine)
1454818314,25.617436,88.923692,Dangapara,yes ,3,3,1,1,0,1,0,0,1,0,male,NP,D,D,D,D,C,C,A,A,,B,yes,A,D,C,,1411534990556.jpg,1411535009578.jpg
1454818326,25.66462,88.917264,Dangapara,"No,moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454818336,25.615757,88.91065,Dangapara,yes ,0,1,0,0,0,0,0,0,0,0,female,NP,D,D,C,D,D,D,A,A,,F,yes,A,E,F,C,1411533819936.jpg,1411533878087.jpg
1426363833,25.10055,90.338171,akonpara-2,yes ,2,2,0,0,0,1,0,1,0,0,female,NP,C,D,D,D,C,C,A,A,,B,No,B,E,C,,1411549550558.jpg,1411549673773.jpg
1457848635,23.433262,89.760657,Modandia,yes ,1,1,0,1,0,0,0,0,0,0,male,NP,D,D,D,D,C,C,C,A,,B,yes,B,E,F,C,1411451451407.jpg,1411451482471.jpg
1443646616,22.01721,92.058191,Malpukuria,yes ,1,2,1,1,1,1,1,0,0,0,female,UP,B,B,A,A,A,A,A,B,,A,yes,A,C,C,,1411534019519.jpg,1411533822289.jpg
1443646624,22.017835,92.05594,Malpukuria,yes ,2,1,1,0,0,0,0,0,0,0,female,PP,B,B,A,A,B,A,A,A,,B,yes,A,C,F,C,1411532717259.jpg,1411532804390.jpg
1426363822,25.131886,90.367147,akonpara-2,yes ,0,1,0,0,0,0,0,0,0,0,female,PP,B,B,D,C,E,E,A,D,open latrine,F,yes,D,E,D,,1411375590956.jpg,1411375494886.jpg
1443646625,22.037801,92.103731,Malpukuria,yes ,2,1,1,0,0,0,0,0,0,0,female,PP,B,B,A,A,B,A,A,C,,B,yes,A,C,C,,1411540128581.jpg,1411540028275.jpg
2518474113,25.957078,89.452001,ltapota,yes ,1,1,2,0,1,0,0,0,0,0,male,UP,D,D,D,D,C,C,A,B,,B,yes,A,D,C,,1411541011107.jpg,1411541026429.jpg
2518474112,25.957078,89.452001,ltapota,yes ,1,1,0,0,2,0,0,0,0,0,female,UP,D,D,D,D,D,D,A,A,,B,yes,A,D,F,C,1411541683775.jpg,1411541699129.jpg
2518474111,25.943487,89.445174,ltapota,yes ,1,1,0,0,0,0,0,1,0,0,female,UP,B,B,D,C,B,B,B,A,,A,yes,A,D,F,C,1411542478373.jpg,1411542494728.jpg
1443646626,22.018322,92.056373,Malpukuria,yes ,1,1,1,2,0,0,0,0,0,0,male,PP,B,B,A,A,B,A,A,A,,B,yes,A,C,C,,1411532237760.jpg,1411532254695.jpg
1457848626,23.453101,89.781127,Modandia,yes ,3,3,1,0,1,0,1,0,0,0,male,PP,D,D,D,D,C,C,A,A,,A,yes,B,D,C,,1411455142402.jpg,1411455162436.jpg
1443646623,22.01623,92.055091,Malpukuria,yes ,3,2,0,0,1,0,0,0,0,0,female,PP,A,A,A,A,B,A,A,A,,B,yes,A,B,C,,1411531390514.jpg,1411531368899.jpg
1457848636,23.433262,89.760657,Modandia,yes ,2,1,0,0,0,0,0,0,0,0,female,NP,D,D,D,D,C,C,C,A,,B,yes,B,E,C,,1411455990077.jpg,1411456023370.jpg
1443646633,22.022212,92.057457,Malpukuria,yes ,4,4,0,0,0,0,3,1,0,0,female,NP,B,B,D,C,B,A,A,C,,A,yes,A,C,F,C,1411536759741.jpg,1411536577071.jpg
1458858711,24.961729,89.552355,Nizbolail,yes ,5,3,1,1,1,1,1,0,0,0,male,PP,D,D,D,D,C,C,A,A,,B,No,B,C,C,,1411539106568.jpg,1411539132282.jpg
1458858713,24.953789,89.554109,Nizbolail,yes ,1,2,1,1,1,0,0,1,0,0,female,UP,C,D,D,D,C,C,A,A,,C,No,B,D,C,,1411542578049.jpg,1411542603603.jpg
1458858724,24.933393,89.644759,Nizbolail,yes ,1,1,0,0,1,0,0,0,0,0,female,PP,D,D,D,D,C,C,A,A,,A,yes,A,C,F,C,1411542623288.jpg,1411542665869.jpg
1443646634,22.022029,92.056192,Malpukuria,yes ,1,1,1,1,0,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,C,,B,yes,A,A,F,C,1411537878290.jpg,1411537829419.jpg
1458858731,24.961986,89.5521,sahanbanda,yes ,1,1,1,0,0,0,0,0,0,0,male,NP,C,D,D,D,D,D,A,A,,B,yes,B,C,C,,1411538944109.jpg,1411538962795.jpg
1443646636,22.0215,92.057961,Malpukuria,yes ,1,1,0,2,1,0,1,0,0,0,female,NP,B,B,A,A,B,A,A,A,,A,yes,A,C,C,,1411535230211.jpg,1411535201620.jpg
1443646635,22.021402,92.058095,Malpukuria,yes ,2,3,1,0,0,0,2,0,0,0,female,NP,B,B,A,A,B,A,A,A,,A,yes,A,C,C,,1411535743535.jpg,1411535719628.jpg
2513701536,24.99331,92.307333,Dabadoronirmati,yes ,2,1,0,0,0,0,1,0,0,0,male,NP,D,D,D,D,A,A,A,C,,B,No,A,C,F,C,1411533210064.jpg,1411534863085.jpg
2513701531,25.000502,92.295768,Dabadoronirmati,yes ,2,2,0,1,1,0,1,0,0,0,female,NP,D,D,D,D,C,C,A,C,,B,No,A,D,F,C,1411534659959.jpg,1411534570458.jpg
2513701511,24.99786,92.289155,Dabadoronimati,yes ,1,1,3,2,0,0,0,0,0,0,female,UP,E,E,E,E,E,F,,,,,,,,,,,
2513701513,25.025445,92.268423,Dabadoronirmati,yes ,2,2,3,0,0,0,1,0,0,0,male,UP,D,D,D,D,C,C,C,A,,B,No,A,E,F,C,1411537792948.jpg,1411537761498.jpg
2513701512,25.012012,92.304397,Dabadoronirmati,yes ,1,1,0,0,0,1,0,1,0,0,female,UP,D,D,D,D,E,F,,,,,,,,,,,
2513701532,25.000502,92.295768,Dabadoronirmati,yes ,2,3,2,1,1,2,1,1,0,0,male,NP,E,E,E,E,C,C,A,C,,B,No,A,E,F,C,1411539894392.jpg,1411539838385.jpg
2518474135,25.957078,89.452001,Itapota,yes ,1,1,1,1,1,0,0,0,0,0,male,NP,A,A,D,C,E,E,C,A,,B,yes,A,D,F,C,1411538857160.jpg,1411538899111.jpg
2518474134,25.964435,89.456989,Itapota,yes ,2,1,1,0,0,1,0,0,0,0,male,NP,D,D,D,D,C,E,B,B,,B,yes,A,D,F,C,1411541029832.jpg,1411541052839.jpg
2518474131,25.957078,89.452001,Itapota,yes ,3,3,0,0,0,1,2,0,0,0,female,NP,B,B,D,C,C,C,A,B,,B,No,A,B,F,C,1411542794251.jpg,1411542819285.jpg
2518474136,25.957078,89.452001,Itapota,yes ,1,1,1,1,0,0,0,0,0,0,female,NP,C,D,D,D,C,C,C,A,,B,yes,A,D,F,C,1411544000816.jpg,1411544041982.jpg
2518474133,25.929897,89.438346,Itapota,yes ,3,3,1,0,0,0,1,0,0,0,male,NP,D,D,D,D,D,D,A,A,,B,No,A,D,F,C,1411545599369.jpg,1411545622878.jpg
2518474132,25.957078,89.452001,Itapota,yes ,2,2,0,1,1,0,0,0,1,0,male,NP,B,B,A,A,A,A,A,B,,B,No,A,D,F,D,1411547631819.jpg,1411547656947.jpg
1460878913,24.323046,90.084302,JugirGopa-347,yes ,1,2,0,0,0,1,1,0,0,0,female,UP,C,D,D,D,D,D,A,A,,C,No,C,D,F,C,1411497781107.jpg,1411497817707.jpg
1460878923,24.328625,90.081058,JugirGopa-347,yes ,2,3,0,0,1,0,1,0,0,0,male,NP,C,D,C,D,D,D,A,A,,C,No,B,E,F,C,1411500933211.jpg,1411500853661.jpg
1460878914,24.30892,90.055343,JugirGopa-347,yes ,1,1,1,0,0,0,0,0,0,0,female,PP,C,D,C,D,D,D,A,A,,B,yes,B,D,F,C,1411504916962.jpg,1411504943508.jpg
1460878915,24.330349,90.085089,JugirGopa-347,yes ,2,1,1,0,0,0,0,0,0,0,male,NP,C,D,D,D,D,D,C,A,,B,yes,B,E,F,C,1411507086721.jpg,1411507188946.jpg
1460878926,24.331185,90.083724,JugirGopa-347,yes ,1,1,0,0,0,0,0,0,0,0,male,UP,C,D,D,D,E,F,,,,,,,,,,,
2519538223,23.387117,90.803723,shibpur,yes ,1,1,0,0,1,0,1,1,0,0,female,PP,A,A,A,A,D,D,A,A,,B,No,A,E,F,C,1411374230694.jpg,1411374181246.jpg
2519538225,23.423973,90.787134,shibpur,yes ,1,1,1,1,0,0,0,1,0,0,female,PP,E,E,E,E,D,D,A,A,,B,yes,B,E,F,C,1411450467852.jpg,1411450337090.jpg
2519538224,23.423973,90.787134,shibpur,yes ,2,2,1,1,0,0,0,0,0,0,female,PP,E,E,E,E,D,D,A,A,,B,yes,B,E,F,C,1411454285712.jpg,1411454320950.jpg
1418262631,23.613393,90.112866,Mahamudpur,yes ,1,2,0,1,1,0,1,0,0,0,female,NP,C,D,C,D,B,A,B,C,,B,No,B,D,F,C,1411542155227.jpg,1411541943266.jpg
1418262632,23.603183,90.111501,Mahmudpur,yes ,1,1,0,0,1,1,0,0,0,0,female,NP,B,B,D,C,B,A,A,C,,B,yes,B,D,F,C,1411538865503.jpg,1411538897767.jpg
1418262612,23.603183,90.111501,Mahmudpur,yes ,1,2,2,0,0,0,0,0,0,0,female,UP,B,B,D,C,C,C,A,A,,B,yes,B,E,F,C,1411543322771.jpg,1411543567007.jpg
1418262611,23.603183,90.111501,Mahmudpur,yes ,0,2,0,2,0,0,0,0,0,0,female,UP,C,D,D,D,C,C,B,A,,D,yes,B,E,F,C,1411540238269.jpg,1411540032759.jpg
2518474125,25.957078,89.452001,Itapota-1,"No,nobody home ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518474123,25.957078,89.452001,Itapota-1,yes ,3,3,0,1,1,1,1,0,0,0,male,PP,C,D,D,D,C,C,C,A,,B,No,A,D,F,C,1411538745645.jpg,1411538787524.jpg
2518474122,25.947791,89.440714,Itapota-1,yes ,1,1,0,0,0,0,0,1,0,0,male,PP,C,D,D,D,C,C,A,A,,B,yes,A,D,C,,1411540947578.jpg,1411540985732.jpg
2518474124,25.957078,89.452001,Itapota-1,yes ,0,1,0,0,0,0,0,0,0,0,female,UP,D,D,D,D,A,B,B,B,,F,yes,A,D,F,C,1411542757348.jpg,1411542780643.jpg
2518474126,25.957078,89.452001,Itapota-1,yes ,1,1,0,0,0,0,1,0,0,0,female,PP,C,D,D,D,C,C,B,A,,B,yes,A,D,F,C,1411543951002.jpg,1411544023713.jpg
2518474121,25.957078,89.452001,Itapota-1,yes ,1,1,1,0,2,0,0,0,0,0,female,PP,C,D,D,D,A,B,A,B,,A,yes,A,D,C,,1411545298021.jpg,1411545324438.jpg
1438545636,23.874066,89.335735,Dhokrakol,yes ,3,2,0,1,0,0,0,1,0,0,male,NP,A,A,B,B,B,A,A,C,,A,yes,A,A,F,C,1411535539614.jpg,1411372381425.jpg
1438545621,23.875133,89.331873,Dhokrakol,yes ,2,2,1,0,0,0,1,1,0,0,male,PP,B,B,A,A,B,A,A,A,,B,No,A,B,B,,1411531057395.jpg,1411531133424.jpg
1438545611,23.875258,89.331646,Dhokrakol,yes ,3,3,2,0,0,0,0,1,0,0,female,UP,A,A,A,A,B,A,B,A,,A,yes,A,B,F,B,1411533783113.jpg,1411533914488.jpg
1438545624,23.876288,89.331676,Dhokrakol,yes ,4,2,0,0,0,0,0,0,0,0,female,PP,B,B,A,A,B,A,A,C,,B,yes,A,A,F,C,1411535441678.jpg,1411535485418.jpg
1438545623,23.876199,89.331764,Dhokrakol,yes ,3,2,1,0,0,1,0,0,0,0,female,PP,B,B,A,A,B,A,A,A,,B,yes,A,B,C,,1411537029620.jpg,1411537126805.jpg
2510056231,22.906837,91.676535,Mohammadpur,yes ,1,1,1,0,0,1,0,0,0,0,male,PP,A,A,B,B,D,D,A,A,,B,yes,B,D,F,D,1411546178527.jpg,1411554573540.jpg
2510056221,22.906837,91.676535,Mohamadpur,yes ,1,2,0,1,0,0,0,1,0,0,male,PP,A,A,D,C,E,E,A,D,No ring,B,No,B,E,F,C,1411574070223.jpg,1411574100084.jpg
2510056222,22.906837,91.676535,Mohammadpur,yes ,1,1,0,0,0,1,0,2,0,0,female,PP,A,A,D,C,D,D,A,A,,B,No,B,D,F,D,1411574578869.jpg,1411574603469.jpg
2513701535,25.000502,92.295768,Dabadoronirmati,yes ,1,1,2,2,0,0,0,2,0,0,male,PP,C,D,C,D,E,F,,,,,,,,,,,
2508071413,22.587593,89.522877,chunkurk taltola,yes ,1,2,0,1,0,0,0,0,0,0,female,UP,A,A,B,C,A,A,A,B,,B,yes,A,B,F,A,1411536823069.jpg,1411536724166.jpg
2508071414,22.586198,89.523048,chunkuri taltola,yes ,2,1,0,1,0,0,0,0,0,0,female,UP,A,A,B,C,B,B,A,A,,B,yes,B,C,A,,1411538482625.jpg,1411538626574.jpg
2508071422,22.583331,89.524238,chunkuri taltola,yes ,1,1,1,1,0,0,0,0,0,0,female,NP,D,D,C,D,B,A,A,C,,B,yes,A,C,F,A,1411530308248.jpg,1411530389691.jpg
2508071433,22.584485,89.52359,chunkuri taltola,yes ,2,2,0,0,0,0,1,0,0,0,female,NP,D,D,C,C,C,C,A,A,,A,yes,A,C,B,,1411532367488.jpg,1411532234889.jpg
2508071434,22.587047,89.523022,chunkuri taltola,yes ,1,3,0,2,0,0,0,0,0,0,male,NP,B,C,B,C,B,A,A,C,,B,yes,A,B,A,,1411534915674.jpg,1411534965633.jpg
2519514616,23.358721,90.800506,Kalikspur-1,yes ,1,1,0,0,0,0,0,1,0,0,female,UP,D,D,C,C,C,C,A,B,,A,yes,A,C,F,D,1411578508293.jpg,1411578535369.jpg
2513653131,24.905739,92.114729,Faljur,yes ,1,1,0,0,2,0,0,0,0,0,female,NP,B,B,B,B,B,A,A,A,,B,yes,A,C,F,C,1411541895926.jpg,1411541916667.jpg
2508071435,22.582947,89.524335, chunkuri taltola,yes ,2,3,0,0,1,0,0,0,0,0,male,NP,A,A,B,C,B,B,B,A,,B,yes,A,B,F,B,1411541208975.jpg,1411540925019.jpg
2513653114,24.902535,92.112128,Faljur,yes ,0,1,1,1,1,1,0,0,0,0,female,UP,A,A,B,B,A,C,A,B,,B,yes,A,E,F,C,1411542351381.jpg,1411542524488.jpg
2513653124,24.902535,92.112128,Faljur,yes ,3,2,0,0,0,0,0,0,0,0,female,PP,B,B,B,B,B,B,A,A,,B,yes,A,C,F,C,1411543264848.jpg,1411543292309.jpg
2513653132,24.902535,92.112128,Faljur,yes ,1,1,0,2,0,0,0,0,0,0,female,NP,A,A,B,B,C,C,C,A,,B,yes,A,E,D,,1411544235588.jpg,1411544081352.jpg
2513653135,24.902535,92.112128,Faljur,yes ,1,1,0,1,0,1,1,0,0,0,female,NP,A,A,B,B,B,A,A,C,,B,yes,A,C,F,C,1411544755520.jpg,1411544697837.jpg
2513653115,24.902535,92.112128,Faljur,yes ,3,2,1,1,1,1,0,2,0,0,male,PP,A,A,B,B,D,E,A,A,,B,No,A,E,D,,1411545582651.jpg,1411545730521.jpg
2513653122,24.902535,92.112128,Faljur,yes ,1,1,1,0,0,2,1,1,0,0,female,PP,A,A,B,B,E,F,,,,,,,,,,,
2519517215,23.335674,90.785834,Pawali,yes ,1,1,0,1,0,1,0,1,0,0,female,UP,E,E,B,B,D,D,B,A,,A,yes,A,D,D,,1411542627881.jpg,1411542652908.jpg
2519517213,23.34159,90.77948,Pawali,yes ,3,3,0,0,0,0,1,0,0,0,female,UP,D,D,D,D,C,E,A,B,,A,yes,A,D,F,D,1411544079207.jpg,1411544109937.jpg
2519517224,23.335674,90.785834,Pawali,yes ,1,1,0,0,0,0,1,1,0,0,female,PP,D,D,D,D,D,D,B,A,,A,yes,A,D,D,,1411544776321.jpg,1411544813553.jpg
2519517235,23.335674,90.785834,Pawali,yes ,2,1,1,0,0,1,0,0,0,0,female,NP,D,D,D,D,E,F,,,,,,,,,,,
2519517216,23.335674,90.785834,Pawali,yes ,1,1,0,0,0,2,0,1,0,0,female,UP,D,D,D,D,E,F,,,,,,,,,,,
2519517225,23.335674,90.785834,Pawali,yes ,1,1,0,0,0,0,1,0,0,0,female,PP,D,D,D,D,D,D,B,A,,A,yes,A,D,E,,1411546906188.jpg,1411546949864.jpg
2519517212,23.335674,90.785834,Pawali,yes ,0,1,0,0,2,1,0,0,0,0,female,UP,D,C,D,D,D,D,A,A,,A,yes,A,C,F,D,1411548454295.jpg,1411580052647.jpg
2519517211,23.338423,90.702834,Pawali,"No,moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423323336,23.019431,89.886682,raghunathpur   1,yes ,3,1,0,0,0,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,A,,B,yes,B,C,C,,1411615462348.jpg,1411615511958.jpg
2519517222,23.335674,90.785834,Pawali,yes ,1,1,0,0,0,0,1,0,0,0,female,PP,D,D,D,D,D,D,A,A,,B,No,A,D,E,,1411615677020.jpg,1411551230918.jpg
1423323315,22.998024,89.837527,raghunathpur  1,yes ,1,1,0,0,0,0,1,1,0,0,female,UP,A,A,A,A,B,A,A,A,,B,yes,B,C,F,C,1411616903383.jpg,1411616952707.jpg
1423323316,23.005273,89.865405,raghunathpur  1,yes ,2,1,0,1,0,0,0,0,0,0,female,UP,E,E,E,E,B,A,A,A,,B,yes,B,C,F,C,1411618101613.jpg,1411618157368.jpg
2502783331,24.747423,90.849922,Gatipara,yes ,2,1,1,0,0,0,0,0,0,0,female,NP,D,D,C,D,B,A,A,A,,B,yes,B,B,C,,1411618869686.jpg,1411618987470.jpg
2502783332,24.764269,90.856128,Gatipara,yes ,1,1,0,2,0,2,0,2,0,0,female,NP,D,D,C,D,B,B,A,A,,B,No,B,B,C,,1411619964841.jpg,1411620078417.jpg
1423323326,23.020064,89.851038,raghunathpur  1,yes ,2,2,0,1,0,2,1,1,0,0,female,PP,A,A,A,A,B,A,A,A,,A,yes,B,C,F,C,1411619837251.jpg,1411619886532.jpg
1423323313,23.019431,89.886682,raghunathpur  1,"No,moved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518609721,25.925312,89.469091,Vaturi,yes ,2,2,0,0,1,0,0,0,0,0,female,PP,C,D,D,D,E,E,A,A,,B,yes,A,D,F,C,1411623059501.jpg,1411623087173.jpg
2518609724,25.916945,89.464099,Vaturi,yes ,1,2,0,0,0,0,0,0,0,0,female,PP,C,D,C,D,E,E,A,A,,B,yes,A,D,F,D,1411625181849.jpg,1411625216935.jpg
2518609733,25.918162,89.466791,vaturi,yes ,4,1,0,0,1,1,1,1,0,0,female,NP,B,B,A,A,D,D,A,C,,B,No,B,D,C,,1411623036424.jpg,1411623064197.jpg
2518609734,25.913382,89.458696,vaturi,yes ,3,3,0,1,1,0,0,1,0,0,female,NP,B,B,A,A,B,A,A,A,,A,yes,A,D,F,C,1411624270901.jpg,1411624282712.jpg
2518609735,25.913382,89.458696,vaturi,yes ,2,1,2,0,0,0,0,0,0,0,female,NP,B,B,A,A,B,E,A,A,,B,yes,A,C,D,,1411626069182.jpg,1411626083279.jpg
2518609736,25.918285,89.451251,vaturi,yes ,1,1,1,1,1,0,0,0,0,0,female,UP,D,D,D,D,D,D,A,A,,B,yes,A,D,F,C,1411627634583.jpg,1411627649346.jpg
2513653133,24.902535,92.112128,Faljur,yes ,1,1,1,0,2,0,1,0,0,0,female,PP,C,D,C,D,D,D,A,A,,B,No,A,D,D,,1411536461830.jpg,1411536493677.jpg
2513653125,24.902535,92.112128,Faljur,yes ,1,1,0,0,0,0,0,0,0,0,female,UP,E,E,E,E,E,F,,,,,,,,,,,
2518609732,25.913382,89.458696,vaturi,yes ,1,1,1,0,0,0,0,0,0,0,female,NP,A,A,A,A,B,A,A,C,,B,yes,A,A,F,C,1411629551892.jpg,1411629607093.jpg
2513653113,24.909217,92.121498,Faljur,yes ,1,1,0,2,1,1,0,0,0,0,female,NP,A,A,B,B,D,E,A,A,,B,No,A,E,D,,1411538811097.jpg,1411538786743.jpg
2518609731,25.91908,89.451202,vaturi,yes ,2,1,1,2,1,0,0,0,0,0,male,NP,A,A,A,A,B,A,A,A,,B,yes,A,A,F,C,1411630469206.jpg,1411630493313.jpg
2518609725,25.913382,89.458696,Vaturi,yes ,2,2,0,0,0,0,1,0,0,0,male,PP,C,D,D,D,C,C,A,A,,A,yes,A,D,F,C,1411628027248.jpg,1411628086688.jpg
2513653121,24.902535,92.112128,Faljur,yes ,1,1,1,1,0,0,0,0,0,0,female,PP,A,A,B,B,D,D,A,A,,A,yes,A,E,F,C,1411540016530.jpg,1411540274692.jpg
2518609723,25.913382,89.458696,Vaturi,yes ,2,3,0,1,1,0,0,1,0,0,female,PP,D,D,D,D,D,D,A,A,,B,No,A,D,F,C,1411629837604.jpg,1411629861681.jpg
2518609726,25.925312,89.469091,Vaturi,yes ,3,1,0,2,0,0,0,0,0,0,female,PP,D,D,D,D,C,E,A,A,,B,yes,A,D,F,A,1411632268217.jpg,1411632309216.jpg
1458858733,24.952849,89.554641,Nizbolail,yes ,1,1,2,0,0,0,0,0,0,0,female,PP,D,D,D,D,E,E,A,D,Open latrin,B,yes,B,D,D,,1411620155946.jpg,1411620256834.jpg
2513653123,24.904137,92.113428,Faljur,yes ,1,1,0,0,0,0,1,0,0,0,female,PP,B,B,B,B,C,C,A,A,,B,No,A,E,F,C,1411540780860.jpg,1411540945356.jpg
2509137911,23.08416,90.732673,Santoshpur,yes ,1,1,0,0,0,0,0,1,0,0,female,UP,A,A,B,B,A,A,A,B,,A,yes,A,C,F,C,1411625242600.jpg,1411625029152.jpg
2509137935,23.08416,90.732673,Santoshpur,yes ,1,1,0,0,1,0,1,0,0,0,female,NP,A,A,A,A,D,E,C,D,Excreta Outlet Duba,B,No,A,E,D,,1411626034823.jpg,1411626100509.jpg
2509137932,23.086936,90.730607,Santoshpur,yes ,0,1,0,0,0,0,0,0,0,0,female,NP,A,A,A,A,D,E,A,A,,F,yes,A,E,F,C,1411627000821.jpg,1411627033231.jpg
2509137933,23.096318,90.721817,Santoshpur,yes ,3,1,0,1,0,0,0,0,0,0,female,NP,A,A,D,C,C,C,B,A,,B,yes,A,D,F,C,1411628273363.jpg,1411628295279.jpg
1458858732,24.953168,89.553436,Nizbolail,yes ,1,2,0,0,0,1,0,0,0,0,female,NP,B,B,B,B,C,C,A,A,,B,yes,B,C,F,C,1411618164032.jpg,1411618182163.jpg
1458858712,24.960604,89.55383,Nizbolail,yes ,1,1,1,1,1,0,0,0,0,0,female,UP,D,D,D,D,C,C,A,A,,A,yes,B,C,C,,1411540961462.jpg,1411541015286.jpg
2513653136,24.902535,92.112128,Faljur,yes ,1,2,0,0,3,0,0,1,0,0,female,NP,A,A,C,D,D,E,A,A,,B,No,A,D,F,C,1411535053949.jpg,1411535083996.jpg
2524648531,24.54696,90.86596,Shimulati,yes ,1,1,1,0,0,0,0,0,0,0,male,NP,B,B,A,A,B,A,A,A,,B,yes,A,A,C,,1411453188609.jpg,1411453222429.jpg
2510056211,22.906837,91.676535,Mohammedpur ,yes ,1,1,1,0,0,2,1,0,0,0,female,UP,A,A,D,C,E,E,A,D,No ring slave,B,No,B,E,F,C,1411562706065.jpg,1411562718976.jpg
2510056213,22.906837,91.676535,Mohammedpur,yes ,1,1,0,1,1,1,0,0,0,0,female,UP,A,A,D,C,E,E,B,D,No ring slave,B,yes,B,E,F,C,1411563181276.jpg,1411563207044.jpg
2510056215,22.906837,91.676535,Mohammed pur,yes ,1,1,1,0,1,0,0,0,0,0,male,UP,A,A,D,C,E,E,A,D,Without ring slsve,B,yes,B,E,F,C,1411631502358.jpg,1411631519621.jpg
2510056216,22.906837,91.676535,Mohammedpur,yes ,6,3,0,0,3,1,1,1,0,0,female,UP,A,A,D,C,D,D,A,A,,B,No,B,E,F,D,1411631812447.jpg,1411631833294.jpg
2510056223,22.906837,91.676535,Mohammedpur,yes ,3,2,0,0,0,0,2,0,0,0,female,PP,C,D,D,D,D,D,A,A,,B,No,B,D,C,,1411632264126.jpg,1411632309389.jpg
2510056212,22.906837,91.676535,Mohammedpur,yes ,0,1,2,0,0,0,0,1,0,0,female,UP,A,A,D,C,E,E,A,D,Without ring slave,B,No,B,D,F,C,1411632661733.jpg,1411632676443.jpg
2520540424,22.602989,89.311405,Bandikati,yes ,2,1,2,0,0,0,0,0,0,0,female,PP,A,A,B,B,C,C,B,A,,B,yes,A,D,C,,1411452866008.jpg,1411452888156.jpg
2513653134,24.902535,92.112128,Faljur,yes ,1,1,1,1,1,0,1,0,0,0,female,UP,C,D,C,D,D,E,C,A,,B,No,A,E,D,,1411536051651.jpg,1411535857591.jpg
2524648523,24.54696,90.86596,Shimulati,yes ,1,2,0,1,0,2,0,0,0,0,female,PP,C,D,C,D,D,D,A,A,,B,yes,A,D,C,,1411452158788.jpg,1411452228492.jpg
1418262621,23.600394,90.088746,Mahmudpur,yes ,4,1,0,0,0,0,0,0,0,0,male,PP,B,B,B,B,B,A,A,A,,B,yes,B,D,F,C,1411617980217.jpg,1411618020299.jpg
2524648513,24.54696,90.86596,Shimulati,yes ,1,3,1,0,2,1,0,0,0,0,female,UP,B,B,B,B,A,A,A,B,,B,yes,A,B,F,C,1411620513873.jpg,1411620479883.jpg
1418262622,23.600394,90.088746,Mahmudpur,yes ,1,2,0,0,1,0,1,0,0,0,female,NP,B,B,D,C,C,C,A,C,,B,yes,B,D,F,C,1411619601378.jpg,1411619637111.jpg
2513653126,24.902535,92.112128,Faljur,yes ,2,1,0,2,0,2,0,0,0,0,male,PP,E,E,E,E,E,F,,,,,,,,,,,
1418262633,23.600394,90.088746,Mahmudpur,yes ,2,1,0,1,0,0,0,0,0,0,female,NP,D,C,B,B,B,A,A,A,,B,yes,B,D,F,C,1411622283989.jpg,1411622322864.jpg
2524648532,24.544995,90.838987,Shimulati ,yes ,3,2,0,0,2,0,0,0,0,0,male,NP,B,B,D,C,C,C,A,A,,B,yes,A,D,C,,1411621186294.jpg,1411621214182.jpg
1418262613,23.600394,90.088746,Mahmudpur,yes ,1,1,0,2,0,1,0,0,0,0,female,NP,A,A,B,B,B,A,A,A,,B,yes,B,B,F,C,1411623758381.jpg,1411623770300.jpg
2518609722,25.925312,89.469091,Vaturi,yes ,1,1,0,0,0,2,0,0,0,0,female,PP,A,A,D,C,D,E,B,A,,B,yes,A,D,F,D,1411635072750.jpg,1411635138431.jpg
2510056214,22.906837,91.676535,Mohammedpur,yes ,2,1,1,1,0,0,2,0,0,0,female,UP,A,A,D,C,D,D,A,A,,B,No,B,D,C,,1411632933545.jpg,1411632947548.jpg
2510056225,22.906837,91.676535,Mohammedpur,yes ,1,1,0,0,2,0,1,0,0,0,male,PP,A,A,D,C,D,D,A,A,,B,No,B,E,F,C,1411633256777.jpg,1411633304222.jpg
