Sl..No,ID,code128,PSU,District,PSU_UP,Upazila,PSU_Union,Union,PSU_VWC,VWC,HH_PSU,wealth,Ultra.poor,Poor,Non.Poor,Total,Remarks,Print Sl .no
1154,2511689914,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,14,UP,52,160,59,271,,16
1154,2511689915,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,15,UP,52,160,59,271,,16
1154,2511689916,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,16,UP,52,160,59,271,,16
1154,2511689921,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,21,PP,52,160,59,271,,16
1154,2511689922,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,22,PP,52,160,59,271,,16
1154,2511689923,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,23,PP,52,160,59,271,,16
1154,2511689924,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,24,PP,52,160,59,271,,16
1154,2511689925,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,25,PP,52,160,59,271,,16
1154,2511689926,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,26,PP,52,160,59,271,,16
1154,2511689931,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,31,NP,52,160,59,271,,16
1154,2511689932,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,32,NP,52,160,59,271,,16
1154,2511689933,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,33,NP,52,160,59,271,,16
1154,2511689934,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,34,NP,52,160,59,271,,16
1154,2511689935,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,35,NP,52,160,59,271,,16
1154,2511689936,#NAME?,25,Sylhet,11,Gowainghat,68,Rustompur,99,Vitorgul,36,NP,52,160,59,271,,16
,,#NAME?,,,,,,,,,,,,,,,,16
,,#NAME?,,,,,,,,,,,,,,,,16
1116,2512143411,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,11,UP,45,50,55,150,,17
1116,2512143412,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,12,UP,45,50,55,150,,17
1116,2512143413,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,13,UP,45,50,55,150,,17
1116,2512143414,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,14,UP,45,50,55,150,,17
1116,2512143415,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,15,UP,45,50,55,150,,17
1116,2512143416,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,16,UP,45,50,55,150,,17
1116,2512143421,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,21,PP,45,50,55,150,,17
1116,2512143422,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,22,PP,45,50,55,150,,17
1116,2512143423,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,23,PP,45,50,55,150,,17
1116,2512143424,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,24,PP,45,50,55,150,,17
1116,2512143425,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,25,PP,45,50,55,150,,17
1116,2512143426,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,26,PP,45,50,55,150,,17
1116,2512143431,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,31,NP,45,50,55,150,,17
1116,2512143432,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,32,NP,45,50,55,150,,17
1116,2512143433,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,33,NP,45,50,55,150,,17
1116,2512143434,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,34,NP,45,50,55,150,,17
1116,2512143435,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,35,NP,45,50,55,150,,17
1116,2512143436,#NAME?,25,Sylhet,12,Jaintapur,14,Chiknagul,34,Ghaterchati-1,36,NP,45,50,55,150,,17
,,#NAME?,,,,,,,,,,,,,,,,17
,,#NAME?,,,,,,,,,,,,,,,,17
1070,2512168811,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,11,UP,31,23,98,152,,17
1070,2512168812,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,12,UP,31,23,98,152,,17
1070,2512168813,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,13,UP,31,23,98,152,,17
1070,2512168814,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,14,UP,31,23,98,152,,17
1070,2512168815,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,15,UP,31,23,98,152,,17
1070,2512168816,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,16,UP,31,23,98,152,,17
1070,2512168821,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,21,PP,31,23,98,152,,17
1070,2512168822,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,22,PP,31,23,98,152,,17
1070,2512168823,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,23,PP,31,23,98,152,,17
1070,2512168824,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,24,PP,31,23,98,152,,17
1070,2512168825,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,25,PP,31,23,98,152,,17
1070,2512168826,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,26,PP,31,23,98,152,,17
1070,2512168831,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,31,NP,31,23,98,152,,17
1070,2512168832,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,32,NP,31,23,98,152,,17
1070,2512168833,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,33,NP,31,23,98,152,,17
1070,2512168834,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,34,NP,31,23,98,152,,17
1070,2512168835,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,35,NP,31,23,98,152,,17
1070,2512168836,#NAME?,25,Sylhet,12,Jaintapur,16,Darbost,88,Sreekhel,36,NP,31,23,98,152,,17
,,#NAME?,,,,,,,,,,,,,,,,17
,,#NAME?,,,,,,,,,,,,,,,,17
1473,2513701511,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,11,UP,26,0,100,126,,17
1473,2513701512,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,12,UP,26,0,100,126,,17
1473,2513701513,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,13,UP,26,0,100,126,,17
1473,2513701514,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,14,UP,26,0,100,126,,17
1473,2513701515,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,15,UP,26,0,100,126,,17
1473,2513701516,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,16,UP,26,0,100,126,,17
1473,2513701521,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,21,PP,26,0,100,126,,17
1473,2513701522,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,22,PP,26,0,100,126,,17
1473,2513701523,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,23,PP,26,0,100,126,,17
1473,2513701524,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,24,PP,26,0,100,126,,17
1473,2513701525,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,25,PP,26,0,100,126,,17
1473,2513701526,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,26,PP,26,0,100,126,,17
1473,2513701531,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,31,NP,26,0,100,126,,17
1473,2513701532,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,32,NP,26,0,100,126,,17
1473,2513701533,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,33,NP,26,0,100,126,,17
1473,2513701534,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,34,NP,26,0,100,126,,17
1473,2513701535,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,35,NP,26,0,100,126,,17
1473,2513701536,#NAME?,25,Sylhet,13,Kanaighat,70,Sathbak,15,Dabadoronirmati,36,NP,26,0,100,126,,17
,,#NAME?,,,,,,,,,,,,,,,,17
,,#NAME?,,,,,,,,,,,,,,,,17
1590,2513653111,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,11,UP,43,45,110,198,,17
1590,2513653112,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,12,UP,43,45,110,198,,17
1590,2513653113,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,13,UP,43,45,110,198,,17
1590,2513653114,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,14,UP,43,45,110,198,,17
1590,2513653115,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,15,UP,43,45,110,198,,17
1590,2513653116,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,16,UP,43,45,110,198,,17
1590,2513653121,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,21,PP,43,45,110,198,,17
1590,2513653122,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,22,PP,43,45,110,198,,17
1590,2513653123,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,23,PP,43,45,110,198,,17
1590,2513653124,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,24,PP,43,45,110,198,,17
1590,2513653125,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,25,PP,43,45,110,198,,17
1590,2513653126,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,26,PP,43,45,110,198,,17
1590,2513653131,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,31,NP,43,45,110,198,,17
1590,2513653132,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,32,NP,43,45,110,198,,17
1590,2513653133,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,33,NP,43,45,110,198,,17
1590,2513653134,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,34,NP,43,45,110,198,,17
1590,2513653135,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,35,NP,43,45,110,198,,17
1590,2513653136,#NAME?,25,Sylhet,13,Kanaighat,65,Razagonj,31,Faljur-2,36,NP,43,45,110,198,,17
,,#NAME?,,,,,,,,,,,,,,,,17
,,#NAME?,,,,,,,,,,,,,,,,17
1769,2525761111,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,11,UP,18,16,60,94,,17
1769,2525761112,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,12,UP,18,16,60,94,,17
1769,2525761113,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,13,UP,18,16,60,94,,17
1769,2525761114,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,14,UP,18,16,60,94,,17
1769,2525761115,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,15,UP,18,16,60,94,,17
1769,2525761116,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,16,UP,18,16,60,94,,17
1769,2525761121,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,21,PP,18,16,60,94,,17
1769,2525761122,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,22,PP,18,16,60,94,,17
1769,2525761123,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,23,PP,18,16,60,94,,17
1769,2525761124,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,24,PP,18,16,60,94,,17
1769,2525761125,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,25,PP,18,16,60,94,,17
1769,2525761126,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,26,PP,18,16,60,94,,17
1769,2525761131,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,31,NP,18,16,60,94,,17
1769,2525761132,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,32,NP,18,16,60,94,,17
1769,2525761133,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,33,NP,18,16,60,94,,17
1769,2525761134,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,34,NP,18,16,60,94,,17
1769,2525761135,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,35,NP,18,16,60,94,,17
1769,2525761136,#NAME?,25,Sylhet,25,Zokigonj,76,Sultanpur,11,Brammongram,36,NP,18,16,60,94,,17
,,#NAME?,,,,,,,,,,,,,,,,17
,,#NAME?,,,,,,,,,,,,,,,,17
1835,2525462511,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,11,UP,80,61,155,296,,17
1835,2525462512,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,12,UP,80,61,155,296,,17
1835,2525462513,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,13,UP,80,61,155,296,,17
1835,2525462514,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,14,UP,80,61,155,296,,17
1835,2525462515,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,15,UP,80,61,155,296,,17
1835,2525462516,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,16,UP,80,61,155,296,,17
1835,2525462521,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,21,PP,80,61,155,296,,17
1835,2525462522,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,22,PP,80,61,155,296,,17
1835,2525462523,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,23,PP,80,61,155,296,,17
1835,2525462524,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,24,PP,80,61,155,296,,17
1835,2525462525,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,25,PP,80,61,155,296,,17
1835,2525462526,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,26,PP,80,61,155,296,,17
1835,2525462531,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,31,NP,80,61,155,296,,17
1835,2525462532,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,32,NP,80,61,155,296,,17
1835,2525462533,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,33,NP,80,61,155,296,,17
1835,2525462534,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,34,NP,80,61,155,296,,17
1835,2525462535,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,35,NP,80,61,155,296,,17
1835,2525462536,#NAME?,25,Sylhet,25,Zokigonj,46,Manikpur,25,Dorgabaharpur,36,NP,80,61,155,296,,17
,,#NAME?,,,,,,,,,,,,,,,,17
,,#NAME?,,,,,,,,,,,,,,,,17
36595,1429404211,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,11,UP,49,78,84,211,,18
36595,1429404212,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,12,UP,49,78,84,211,,18
36595,1429404213,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,13,UP,49,78,84,211,,18
36595,1429404214,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,14,UP,49,78,84,211,,18
36595,1429404215,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,15,UP,49,78,84,211,,18
36595,1429404216,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,16,UP,49,78,84,211,,18
36595,1429404221,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,21,PP,49,78,84,211,,18
36595,1429404222,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,22,PP,49,78,84,211,,18
36595,1429404223,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,23,PP,49,78,84,211,,18
36595,1429404224,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,24,PP,49,78,84,211,,18
36595,1429404225,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,25,PP,49,78,84,211,,18
36595,1429404226,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,26,PP,49,78,84,211,,18
36595,1429404231,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,31,NP,49,78,84,211,,18
36595,1429404232,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,32,NP,49,78,84,211,,18
36595,1429404233,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,33,NP,49,78,84,211,,18
36595,1429404234,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,34,NP,49,78,84,211,,18
36595,1429404235,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,35,NP,49,78,84,211,,18
36595,1429404236,#NAME?,14,Sunamganj,29,Jagannathpur,40,Raniganj,42,Kamrakhai,36,NP,49,78,84,211,,18
,,#NAME?,,,,,,,,,,,,,,,,18
,,#NAME?,,,,,,,,,,,,,,,,18
765,2505432311,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,11,UP,36,74,100,210,,18
765,2505432312,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,12,UP,36,74,100,210,,18
765,2505432313,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,13,UP,36,74,100,210,,18
765,2505432314,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,14,UP,36,74,100,210,,18
765,2505432315,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,15,UP,36,74,100,210,,18
765,2505432316,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,16,UP,36,74,100,210,,18
765,2505432321,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,21,PP,36,74,100,210,,18
765,2505432322,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,22,PP,36,74,100,210,,18
765,2505432323,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,23,PP,36,74,100,210,,18
765,2505432324,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,24,PP,36,74,100,210,,18
765,2505432325,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,25,PP,36,74,100,210,,18
765,2505432326,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,26,PP,36,74,100,210,,18
765,2505432331,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,31,NP,36,74,100,210,,18
765,2505432332,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,32,NP,36,74,100,210,,18
765,2505432333,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,33,NP,36,74,100,210,,18
765,2505432334,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,34,NP,36,74,100,210,,18
765,2505432335,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,35,NP,36,74,100,210,,18
765,2505432336,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,23,Digly-2,36,NP,36,74,100,210,,18
,,#NAME?,,,,,,,,,,,,,,,,18
,,#NAME?,,,,,,,,,,,,,,,,18
770,2505435911,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,11,UP,28,23,64,115,,18
770,2505435912,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,12,UP,28,23,64,115,,18
770,2505435913,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,13,UP,28,23,64,115,,18
770,2505435914,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,14,UP,28,23,64,115,,18
770,2505435915,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,15,UP,28,23,64,115,,18
770,2505435916,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,16,UP,28,23,64,115,,18
770,2505435921,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,21,PP,28,23,64,115,,18
770,2505435922,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,22,PP,28,23,64,115,,18
770,2505435923,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,23,PP,28,23,64,115,,18
770,2505435924,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,24,PP,28,23,64,115,,18
770,2505435925,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,25,PP,28,23,64,115,,18
770,2505435926,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,26,PP,28,23,64,115,,18
770,2505435931,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,31,NP,28,23,64,115,,18
770,2505435932,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,32,NP,28,23,64,115,,18
770,2505435933,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,33,NP,28,23,64,115,,18
770,2505435934,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,34,NP,28,23,64,115,,18
770,2505435935,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,35,NP,28,23,64,115,,18
770,2505435936,#NAME?,25,Sylhet,5,Biswanath,43,Lamakazi,59,Mirpur,36,NP,28,23,64,115,,18
,,#NAME?,,,,,,,,,,,,,,,,18
,,#NAME?,,,,,,,,,,,,,,,,18
904,2505117511,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,11,UP,16,0,81,97,,18
904,2505117512,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,12,UP,16,0,81,97,,18
904,2505117513,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,13,UP,16,0,81,97,,18
904,2505117514,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,14,UP,16,0,81,97,,18
904,2505117515,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,15,UP,16,0,81,97,,18
904,2505117516,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,16,UP,16,0,81,97,,18
904,2505117521,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,21,PP,16,0,81,97,,18
904,2505117522,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,22,PP,16,0,81,97,,18
904,2505117523,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,23,PP,16,0,81,97,,18
904,2505117524,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,24,PP,16,0,81,97,,18
904,2505117525,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,25,PP,16,0,81,97,,18
904,2505117526,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,26,PP,16,0,81,97,,18
904,2505117531,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,31,NP,16,0,81,97,,18
904,2505117532,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,32,NP,16,0,81,97,,18
904,2505117533,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,33,NP,16,0,81,97,,18
904,2505117534,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,34,NP,16,0,81,97,,18
904,2505117535,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,35,NP,16,0,81,97,,18
904,2505117536,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,75,Purbo Sirajpur,36,NP,16,0,81,97,,18
,,#NAME?,,,,,,,,,,,,,,,,18
,,#NAME?,,,,,,,,,,,,,,,,18
924,2505110711,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,7,Biswanath Notun Bazar-1,11,UP,19,64,187,270,,18
924,2505110712,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,7,Biswanath Notun Bazar-1,12,UP,19,64,187,270,,18
924,2505110713,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,7,Biswanath Notun Bazar-1,13,UP,19,64,187,270,,18
924,2505110714,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,7,Biswanath Notun Bazar-1,14,UP,19,64,187,270,,18
924,2505110715,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,7,Biswanath Notun Bazar-1,15,UP,19,64,187,270,,18
924,2505110716,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,7,Biswanath Notun Bazar-1,16,UP,19,64,187,270,,18
924,2505110721,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,7,Biswanath Notun Bazar-1,21,PP,19,64,187,270,,18
924,2505110722,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,7,Biswanath Notun Bazar-1,22,PP,19,64,187,270,,18
924,2505110723,#NAME?,25,Sylhet,5,Biswanath,11,Biswanath,7,Biswanath Notun Bazar-1,23,PP,19,64,187,270,,18
