Sl..No,ID,code128,PSU,District,PSU_UP,Upazila,PSU_Union,Union,PSU_VWC,VWC,HH_PSU,wealth,Ultra.poor,Poor,Non.Poor,Total,Remarks,Print Sl .no
4787,2521339613,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,13,UP,37,62,90,189,,7
4787,2521339614,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,14,UP,37,62,90,189,,7
4787,2521339615,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,15,UP,37,62,90,189,,7
4787,2521339616,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,16,UP,37,62,90,189,,7
4787,2521339621,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,21,PP,37,62,90,189,,7
4787,2521339622,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,22,PP,37,62,90,189,,7
4787,2521339623,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,23,PP,37,62,90,189,,7
4787,2521339624,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,24,PP,37,62,90,189,,7
4787,2521339625,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,25,PP,37,62,90,189,,7
4787,2521339626,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,26,PP,37,62,90,189,,7
4787,2521339631,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,31,NP,37,62,90,189,,7
4787,2521339632,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,32,NP,37,62,90,189,,7
4787,2521339633,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,33,NP,37,62,90,189,,7
4787,2521339634,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,34,NP,37,62,90,189,,7
4787,2521339635,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,35,NP,37,62,90,189,,7
4787,2521339636,#NAME?,25,Netrokona,21,Purbadhala,33,Jariya,96,Uttor-Barha,36,NP,37,62,90,189,,7
,,#NAME?,,,,,,,,,,,,,,,,7
,,#NAME?,,,,,,,,,,,,,,,,7
4695,2521299811,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,11,UP,47,126,127,300,,7
4695,2521299812,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,12,UP,47,126,127,300,,7
4695,2521299813,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,13,UP,47,126,127,300,,7
4695,2521299814,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,14,UP,47,126,127,300,,7
4695,2521299815,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,15,UP,47,126,127,300,,7
4695,2521299816,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,16,UP,47,126,127,300,,7
4695,2521299821,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,21,PP,47,126,127,300,,7
4695,2521299822,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,22,PP,47,126,127,300,,7
4695,2521299823,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,23,PP,47,126,127,300,,7
4695,2521299824,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,24,PP,47,126,127,300,,7
4695,2521299825,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,25,PP,47,126,127,300,,7
4695,2521299826,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,26,PP,47,126,127,300,,7
4695,2521299831,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,31,NP,47,126,127,300,,7
4695,2521299832,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,32,NP,47,126,127,300,,7
4695,2521299833,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,33,NP,47,126,127,300,,7
4695,2521299834,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,34,NP,47,126,127,300,,7
4695,2521299835,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,35,NP,47,126,127,300,,7
4695,2521299836,#NAME?,25,Netrokona,21,Purbadhala,29,Hugla,98,Vikuniya-1,36,NP,47,126,127,300,,7
,,#NAME?,,,,,,,,,,,,,,,,7
,,#NAME?,,,,,,,,,,,,,,,,7
2712,2503211711,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,11,UP,40,33,111,184,,8
2712,2503211712,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,12,UP,40,33,111,184,,8
2712,2503211713,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,13,UP,40,33,111,184,,8
2712,2503211714,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,14,UP,40,33,111,184,,8
2712,2503211715,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,15,UP,40,33,111,184,,8
2712,2503211716,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,16,UP,40,33,111,184,,8
2712,2503211721,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,21,PP,40,33,111,184,,8
2712,2503211722,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,22,PP,40,33,111,184,,8
2712,2503211723,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,23,PP,40,33,111,184,,8
2712,2503211724,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,24,PP,40,33,111,184,,8
2712,2503211725,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,25,PP,40,33,111,184,,8
2712,2503211726,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,26,PP,40,33,111,184,,8
2712,2503211731,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,31,NP,40,33,111,184,,8
2712,2503211732,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,32,NP,40,33,111,184,,8
2712,2503211733,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,33,NP,40,33,111,184,,8
2712,2503211734,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,34,NP,40,33,111,184,,8
2712,2503211735,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,35,NP,40,33,111,184,,8
2712,2503211736,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,17,Dariakandi & Jaluapara,36,NP,40,33,111,184,,8
,,#NAME?,,,,,,,,,,,,,,,,8
,,#NAME?,,,,,,,,,,,,,,,,8
2872,2503585111,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,11,UP,39,31,150,220,,8
2872,2503585112,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,12,UP,39,31,150,220,,8
2872,2503585113,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,13,UP,39,31,150,220,,8
2872,2503585114,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,14,UP,39,31,150,220,,8
2872,2503585115,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,15,UP,39,31,150,220,,8
2872,2503585116,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,16,UP,39,31,150,220,,8
2872,2503585121,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,21,PP,39,31,150,220,,8
2872,2503585122,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,22,PP,39,31,150,220,,8
2872,2503585123,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,23,PP,39,31,150,220,,8
2872,2503585124,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,24,PP,39,31,150,220,,8
2872,2503585125,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,25,PP,39,31,150,220,,8
2872,2503585126,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,26,PP,39,31,150,220,,8
2872,2503585131,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,31,NP,39,31,150,220,,8
2872,2503585132,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,32,NP,39,31,150,220,,8
2872,2503585133,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,33,NP,39,31,150,220,,8
2872,2503585134,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,34,NP,39,31,150,220,,8
2872,2503585135,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,35,NP,39,31,150,220,,8
2872,2503585136,#NAME?,25,Kishoreganj,3,Bajitpur,58,Pirijpur,51,Khasola,36,NP,39,31,150,220,,8
,,#NAME?,,,,,,,,,,,,,,,,8
,,#NAME?,,,,,,,,,,,,,,,,8
2717,2503216611,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,11,UP,22,41,103,166,,8
2717,2503216612,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,12,UP,22,41,103,166,,8
2717,2503216613,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,13,UP,22,41,103,166,,8
2717,2503216614,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,14,UP,22,41,103,166,,8
2717,2503216615,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,15,UP,22,41,103,166,,8
2717,2503216616,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,16,UP,22,41,103,166,,8
2717,2503216621,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,21,PP,22,41,103,166,,8
2717,2503216622,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,22,PP,22,41,103,166,,8
2717,2503216623,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,23,PP,22,41,103,166,,8
2717,2503216624,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,24,PP,22,41,103,166,,8
2717,2503216625,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,25,PP,22,41,103,166,,8
2717,2503216626,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,26,PP,22,41,103,166,,8
2717,2503216631,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,31,NP,22,41,103,166,,8
2717,2503216632,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,32,NP,22,41,103,166,,8
2717,2503216633,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,33,NP,22,41,103,166,,8
2717,2503216634,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,34,NP,22,41,103,166,,8
2717,2503216635,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,35,NP,22,41,103,166,,8
2717,2503216636,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,66,Nagar_Mohamirerbag & Kamaria,36,NP,22,41,103,166,,8
,,#NAME?,,,,,,,,,,,,,,,,8
,,#NAME?,,,,,,,,,,,,,,,,8
2828,2503207111,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,11,UP,54,42,204,300,,8
2828,2503207112,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,12,UP,54,42,204,300,,8
2828,2503207113,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,13,UP,54,42,204,300,,8
2828,2503207114,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,14,UP,54,42,204,300,,8
2828,2503207115,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,15,UP,54,42,204,300,,8
2828,2503207116,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,16,UP,54,42,204,300,,8
2828,2503207121,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,21,PP,54,42,204,300,,8
2828,2503207122,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,22,PP,54,42,204,300,,8
2828,2503207123,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,23,PP,54,42,204,300,,8
2828,2503207124,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,24,PP,54,42,204,300,,8
2828,2503207125,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,25,PP,54,42,204,300,,8
2828,2503207126,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,26,PP,54,42,204,300,,8
2828,2503207131,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,31,NP,54,42,204,300,,8
2828,2503207132,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,32,NP,54,42,204,300,,8
2828,2503207133,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,33,NP,54,42,204,300,,8
2828,2503207134,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,34,NP,54,42,204,300,,8
2828,2503207135,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,35,NP,54,42,204,300,,8
2828,2503207136,#NAME?,25,Kishoreganj,3,Bajitpur,20,Dighirpar,71,Patuli--3,36,NP,54,42,204,300,,8
,,#NAME?,,,,,,,,,,,,,,,,8
,,#NAME?,,,,,,,,,,,,,,,,8
2697,2503308911,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,11,UP,75,44,144,263,,8
2697,2503308912,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,12,UP,75,44,144,263,,8
2697,2503308913,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,13,UP,75,44,144,263,,8
2697,2503308914,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,14,UP,75,44,144,263,,8
2697,2503308915,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,15,UP,75,44,144,263,,8
2697,2503308916,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,16,UP,75,44,144,263,,8
2697,2503308921,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,21,PP,75,44,144,263,,8
2697,2503308922,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,22,PP,75,44,144,263,,8
2697,2503308923,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,23,PP,75,44,144,263,,8
2697,2503308924,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,24,PP,75,44,144,263,,8
2697,2503308925,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,25,PP,75,44,144,263,,8
2697,2503308926,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,26,PP,75,44,144,263,,8
2697,2503308931,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,31,NP,75,44,144,263,,8
2697,2503308932,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,32,NP,75,44,144,263,,8
2697,2503308933,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,33,NP,75,44,144,263,,8
2697,2503308934,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,34,NP,75,44,144,263,,8
2697,2503308935,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,35,NP,75,44,144,263,,8
2697,2503308936,#NAME?,25,Kishoreganj,3,Bajitpur,30,Humaipur,89,Tangosaipur-Uttar,36,NP,75,44,144,263,,8
,,#NAME?,,,,,,,,,,,,,,,,8
,,#NAME?,,,,,,,,,,,,,,,,8
2715,2503219111,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,11,UP,68,163,96,327,,8
2715,2503219112,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,12,UP,68,163,96,327,,8
2715,2503219113,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,13,UP,68,163,96,327,,8
2715,2503219114,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,14,UP,68,163,96,327,,8
2715,2503219115,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,15,UP,68,163,96,327,,8
2715,2503219116,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,16,UP,68,163,96,327,,8
2715,2503219121,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,21,PP,68,163,96,327,,8
2715,2503219122,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,22,PP,68,163,96,327,,8
2715,2503219123,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,23,PP,68,163,96,327,,8
2715,2503219124,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,24,PP,68,163,96,327,,8
2715,2503219125,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,25,PP,68,163,96,327,,8
2715,2503219126,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,26,PP,68,163,96,327,,8
2715,2503219131,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,31,NP,68,163,96,327,,8
2715,2503219132,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,32,NP,68,163,96,327,,8
2715,2503219133,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,33,NP,68,163,96,327,,8
2715,2503219134,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,34,NP,68,163,96,327,,8
2715,2503219135,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,35,NP,68,163,96,327,,8
2715,2503219136,#NAME?,25,Kishoreganj,3,Bajitpur,21,Dilalpur,91,Tatalchar-3,36,NP,68,163,96,327,,8
,,#NAME?,,,,,,,,,,,,,,,,8
,,#NAME?,,,,,,,,,,,,,,,,8
3158,2504367311,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,11,UP,28,18,125,171,,8
3158,2504367312,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,12,UP,28,18,125,171,,8
3158,2504367313,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,13,UP,28,18,125,171,,8
3158,2504367314,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,14,UP,28,18,125,171,,8
3158,2504367315,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,15,UP,28,18,125,171,,8
3158,2504367316,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,16,UP,28,18,125,171,,8
3158,2504367321,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,21,PP,28,18,125,171,,8
3158,2504367322,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,22,PP,28,18,125,171,,8
3158,2504367323,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,23,PP,28,18,125,171,,8
3158,2504367324,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,24,PP,28,18,125,171,,8
3158,2504367325,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,25,PP,28,18,125,171,,8
3158,2504367326,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,26,PP,28,18,125,171,,8
3158,2504367331,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,31,NP,28,18,125,171,,8
3158,2504367332,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,32,NP,28,18,125,171,,8
3158,2504367333,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,33,NP,28,18,125,171,,8
3158,2504367334,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,34,NP,28,18,125,171,,8
3158,2504367335,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,35,NP,28,18,125,171,,8
3158,2504367336,#NAME?,25,Kishoreganj,4,Bhairab ,36,Kalikaprosad,73,Poltakanda,36,NP,28,18,125,171,,8
,,#NAME?,,,,,,,,,,,,,,,,8
,,#NAME?,,,,,,,,,,,,,,,,8
3091,2504280311,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,11,UP,32,100,118,250,,8
3091,2504280312,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,12,UP,32,100,118,250,,8
3091,2504280313,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,13,UP,32,100,118,250,,8
3091,2504280314,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,14,UP,32,100,118,250,,8
3091,2504280315,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,15,UP,32,100,118,250,,8
3091,2504280316,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,16,UP,32,100,118,250,,8
3091,2504280321,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,21,PP,32,100,118,250,,8
3091,2504280322,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,22,PP,32,100,118,250,,8
3091,2504280323,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,23,PP,32,100,118,250,,8
3091,2504280324,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,24,PP,32,100,118,250,,8
3091,2504280325,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,25,PP,32,100,118,250,,8
3091,2504280326,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,26,PP,32,100,118,250,,8
3091,2504280331,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,31,NP,32,100,118,250,,8
3091,2504280332,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,32,NP,32,100,118,250,,8
3091,2504280333,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,33,NP,32,100,118,250,,8
3091,2504280334,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,34,NP,32,100,118,250,,8
3091,2504280335,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,35,NP,32,100,118,250,,8
3091,2504280336,#NAME?,25,Kishoreganj,4,Bhairab ,28,Gojaria,3,Banchgari Eastpara-1,36,NP,32,100,118,250,,8
,,#NAME?,,,,,,,,,,,,,,,,8
,,#NAME?,,,,,,,,,,,,,,,,8
3601,2514481311,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,11,UP,11,31,88,130,,9
3601,2514481312,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,12,UP,11,31,88,130,,9
3601,2514481313,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,13,UP,11,31,88,130,,9
3601,2514481314,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,14,UP,11,31,88,130,,9
3601,2514481315,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,15,UP,11,31,88,130,,9
3601,2514481316,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,16,UP,11,31,88,130,,9
3601,2514481321,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,21,PP,11,31,88,130,,9
3601,2514481322,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,22,PP,11,31,88,130,,9
3601,2514481323,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,23,PP,11,31,88,130,,9
3601,2514481324,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,24,PP,11,31,88,130,,9
3601,2514481325,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,25,PP,11,31,88,130,,9
3601,2514481326,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,26,PP,11,31,88,130,,9
3601,2514481331,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,31,NP,11,31,88,130,,9
3601,2514481332,#NAME?,25,Kishoreganj,14,Katiadi,48,Mosua,13,Charalgi-3,32,NP,11,31,88,130,,9
