"Sl..No","Barcode","code128","PSU","District","PSU_UP","Upazila","PSU_Union","Union","PSU_VWC","VWC","HH_PSU","wealth","Ultra.poor","Poor","Non.Poor","Total","Remarks","Print.Sl..no"
4674,1444656733,NA,14,"Chandpur",44," Matlab North",65,"Chengarchar",67,"West Sikirchor",33,"NP",53,68,80,201,NA,15
4674,1444656734,NA,14,"Chandpur",44," Matlab North",65,"Chengarchar",67,"West Sikirchor",34,"NP",53,68,80,201,NA,15
4674,1444656735,NA,14,"Chandpur",44," Matlab North",65,"Chengarchar",67,"West Sikirchor",35,"NP",53,68,80,201,NA,15
4674,1444656736,NA,14,"Chandpur",44," Matlab North",65,"Chengarchar",67,"West Sikirchor",36,"NP",53,68,80,201,NA,15
4922,1444666811,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",11,"UP",57,129,99,285,NA,15
4922,1444666812,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",12,"UP",57,129,99,285,NA,15
4922,1444666813,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",13,"UP",57,129,99,285,NA,15
4922,1444666814,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",14,"UP",57,129,99,285,NA,15
4922,1444666815,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",15,"UP",57,129,99,285,NA,15
4922,1444666816,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",16,"UP",57,129,99,285,NA,15
4922,1444666821,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",21,"PP",57,129,99,285,NA,15
4922,1444666822,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",22,"PP",57,129,99,285,NA,15
4922,1444666823,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",23,"PP",57,129,99,285,NA,15
4922,1444666824,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",24,"PP",57,129,99,285,NA,15
4922,1444666825,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",25,"PP",57,129,99,285,NA,15
4922,1444666826,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",26,"PP",57,129,99,285,NA,15
4922,1444666831,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",31,"NP",57,129,99,285,NA,15
4922,1444666832,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",32,"NP",57,129,99,285,NA,15
4922,1444666833,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",33,"NP",57,129,99,285,NA,15
4922,1444666834,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",34,"NP",57,129,99,285,NA,15
4922,1444666835,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",35,"NP",57,129,99,285,NA,15
4922,1444666836,NA,14,"Chandpur",44," Matlab North",66,"Farajikandi",68,"Ramdashpur",36,"NP",57,129,99,285,NA,15
491,2519512711,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",11,"UP",29,12,163,204,NA,15
491,2519512712,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",12,"UP",29,12,163,204,NA,15
491,2519512713,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",13,"UP",29,12,163,204,NA,15
491,2519512714,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",14,"UP",29,12,163,204,NA,15
491,2519512715,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",15,"UP",29,12,163,204,NA,15
491,2519512716,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",16,"UP",29,12,163,204,NA,15
491,2519512721,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",21,"PP",29,12,163,204,NA,15
491,2519512722,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",22,"PP",29,12,163,204,NA,15
491,2519512723,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",23,"PP",29,12,163,204,NA,15
491,2519512724,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",24,"PP",29,12,163,204,NA,15
491,2519512725,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",25,"PP",29,12,163,204,NA,15
491,2519512726,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",26,"PP",29,12,163,204,NA,15
491,2519512731,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",31,"NP",29,12,163,204,NA,15
491,2519512732,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",32,"NP",29,12,163,204,NA,15
491,2519512733,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",33,"NP",29,12,163,204,NA,15
491,2519512734,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",34,"NP",29,12,163,204,NA,15
491,2519512735,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",35,"NP",29,12,163,204,NA,15
491,2519512736,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",27,"Dulotpur-2",36,"NP",29,12,163,204,NA,15
497,2519514611,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",11,"UP",24,16,176,216,NA,15
497,2519514612,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",12,"UP",24,16,176,216,NA,15
497,2519514613,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",13,"UP",24,16,176,216,NA,15
497,2519514614,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",14,"UP",24,16,176,216,NA,15
497,2519514615,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",15,"UP",24,16,176,216,NA,15
497,2519514616,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",16,"UP",24,16,176,216,NA,15
497,2519514621,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",21,"PP",24,16,176,216,NA,15
497,2519514622,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",22,"PP",24,16,176,216,NA,15
497,2519514623,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",23,"PP",24,16,176,216,NA,15
497,2519514624,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",24,"PP",24,16,176,216,NA,15
497,2519514625,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",25,"PP",24,16,176,216,NA,15
497,2519514626,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",26,"PP",24,16,176,216,NA,15
497,2519514631,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",31,"NP",24,16,176,216,NA,15
497,2519514632,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",32,"NP",24,16,176,216,NA,15
497,2519514633,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",33,"NP",24,16,176,216,NA,15
497,2519514634,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",34,"NP",24,16,176,216,NA,15
497,2519514635,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",35,"NP",24,16,176,216,NA,15
497,2519514636,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",46,"Kalikapur-1",36,"NP",24,16,176,216,NA,15
487,2519517211,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",11,"UP",50,90,82,222,NA,15
487,2519517212,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",12,"UP",50,90,82,222,NA,15
487,2519517213,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",13,"UP",50,90,82,222,NA,15
487,2519517214,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",14,"UP",50,90,82,222,NA,15
487,2519517215,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",15,"UP",50,90,82,222,NA,15
487,2519517216,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",16,"UP",50,90,82,222,NA,15
487,2519517221,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",21,"PP",50,90,82,222,NA,15
487,2519517222,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",22,"PP",50,90,82,222,NA,15
487,2519517223,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",23,"PP",50,90,82,222,NA,15
487,2519517224,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",24,"PP",50,90,82,222,NA,15
487,2519517225,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",25,"PP",50,90,82,222,NA,15
487,2519517226,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",26,"PP",50,90,82,222,NA,15
487,2519517231,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",31,"NP",50,90,82,222,NA,15
487,2519517232,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",32,"NP",50,90,82,222,NA,15
487,2519517233,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",33,"NP",50,90,82,222,NA,15
487,2519517234,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",34,"NP",50,90,82,222,NA,15
487,2519517235,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",35,"NP",50,90,82,222,NA,15
487,2519517236,NA,25,"Chandpur",19,"Matlab South",51,"Narayanpur",72,"Pawali",36,"NP",50,90,82,222,NA,15
579,2519538211,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",11,"UP",40,35,122,197,NA,15
579,2519538212,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",12,"UP",40,35,122,197,NA,15
579,2519538213,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",13,"UP",40,35,122,197,NA,15
579,2519538214,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",14,"UP",40,35,122,197,NA,15
579,2519538215,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",15,"UP",40,35,122,197,NA,15
579,2519538216,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",16,"UP",40,35,122,197,NA,15
579,2519538221,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",21,"PP",40,35,122,197,NA,15
579,2519538222,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",22,"PP",40,35,122,197,NA,15
579,2519538223,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",23,"PP",40,35,122,197,NA,15
579,2519538224,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",24,"PP",40,35,122,197,NA,15
579,2519538225,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",25,"PP",40,35,122,197,NA,15
579,2519538226,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",26,"PP",40,35,122,197,NA,15
579,2519538231,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",31,"NP",40,35,122,197,NA,15
579,2519538232,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",32,"NP",40,35,122,197,NA,15
579,2519538233,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",33,"NP",40,35,122,197,NA,15
579,2519538234,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",34,"NP",40,35,122,197,NA,15
579,2519538235,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",35,"NP",40,35,122,197,NA,15
579,2519538236,NA,25,"Chandpur",19,"Matlab South",53,"Naraygoan South",82,"Shibpur",36,"NP",40,35,122,197,NA,15
550,2519520811,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",11,"UP",45,0,176,221,NA,15
550,2519520812,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",12,"UP",45,0,176,221,NA,15
550,2519520813,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",13,"UP",45,0,176,221,NA,15
550,2519520814,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",14,"UP",45,0,176,221,NA,15
550,2519520815,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",15,"UP",45,0,176,221,NA,15
550,2519520816,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",16,"UP",45,0,176,221,NA,15
550,2519520821,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",21,"PP",45,0,176,221,NA,15
550,2519520822,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",22,"PP",45,0,176,221,NA,15
550,2519520823,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",23,"PP",45,0,176,221,NA,15
550,2519520824,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",24,"PP",45,0,176,221,NA,15
550,2519520825,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",25,"PP",45,0,176,221,NA,15
550,2519520826,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",26,"PP",45,0,176,221,NA,15
550,2519520831,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",31,"NP",45,0,176,221,NA,15
550,2519520832,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",32,"NP",45,0,176,221,NA,15
550,2519520833,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",33,"NP",45,0,176,221,NA,15
550,2519520834,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",34,"NP",45,0,176,221,NA,15
550,2519520835,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",35,"NP",45,0,176,221,NA,15
550,2519520836,NA,25,"Chandpur",19,"Matlab South",52,"Naraygoan North",8,"Bokcor",36,"NP",45,0,176,221,NA,15
1186,2511592011,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",11,"UP",33,3,57,93,NA,16
1186,2511592012,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",12,"UP",33,3,57,93,NA,16
1186,2511592013,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",13,"UP",33,3,57,93,NA,16
1186,2511592014,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",14,"UP",33,3,57,93,NA,16
1186,2511592015,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",15,"UP",33,3,57,93,NA,16
1186,2511592016,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",16,"UP",33,3,57,93,NA,16
1186,2511592021,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",21,"PP",33,3,57,93,NA,16
1186,2511592022,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",22,"PP",33,3,57,93,NA,16
1186,2511592023,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",23,"PP",33,3,57,93,NA,16
1186,2511592024,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",24,"PP",33,3,57,93,NA,16
1186,2511592025,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",25,"PP",33,3,57,93,NA,16
1186,2511592026,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",26,"PP",33,3,57,93,NA,16
1186,2511592031,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",31,"NP",33,3,57,93,NA,16
1186,2511592032,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",32,"NP",33,3,57,93,NA,16
1186,2511592033,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",33,"NP",33,3,57,93,NA,16
1186,2511592034,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",34,"NP",33,3,57,93,NA,16
1186,2511592035,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",35,"NP",33,3,57,93,NA,16
1186,2511592036,NA,25,"Sylhet",11,"Gowainghat",59,"Porchim Joflong",20,"Dhakin panthomai",36,"NP",33,3,57,93,NA,16
1353,2511504511,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",11,"UP",37,112,3,152,NA,16
1353,2511504512,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",12,"UP",37,112,3,152,NA,16
1353,2511504513,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",13,"UP",37,112,3,152,NA,16
1353,2511504514,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",14,"UP",37,112,3,152,NA,16
1353,2511504515,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",15,"UP",37,112,3,152,NA,16
1353,2511504516,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",16,"UP",37,112,3,152,NA,16
1353,2511504521,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",21,"PP",37,112,3,152,NA,16
1353,2511504522,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",22,"PP",37,112,3,152,NA,16
1353,2511504523,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",23,"PP",37,112,3,152,NA,16
1353,2511504524,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",24,"PP",37,112,3,152,NA,16
1353,2511504525,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",25,"PP",37,112,3,152,NA,16
1353,2511504526,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",26,"PP",37,112,3,152,NA,16
1353,2511504531,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",31,"NP",37,112,3,152,NA,16
1353,2511504532,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",32,"NP",37,112,3,152,NA,16
1353,2511504533,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",33,"NP",37,112,3,152,NA,16
1353,2511504534,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",34,"NP",37,112,3,152,NA,16
1353,2511504535,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",35,"NP",37,112,3,152,NA,16
1353,2511504536,NA,25,"Sylhet",11,"Gowainghat",50,"Nandir goan",45,"Julur mukh",36,"NP",37,112,3,152,NA,16
1387,2511224711,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",11,"UP",53,64,135,252,NA,16
1387,2511224712,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",12,"UP",53,64,135,252,NA,16
1387,2511224713,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",13,"UP",53,64,135,252,NA,16
1387,2511224714,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",14,"UP",53,64,135,252,NA,16
1387,2511224715,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",15,"UP",53,64,135,252,NA,16
1387,2511224716,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",16,"UP",53,64,135,252,NA,16
1387,2511224721,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",21,"PP",53,64,135,252,NA,16
1387,2511224722,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",22,"PP",53,64,135,252,NA,16
1387,2511224723,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",23,"PP",53,64,135,252,NA,16
1387,2511224724,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",24,"PP",53,64,135,252,NA,16
1387,2511224725,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",25,"PP",53,64,135,252,NA,16
1387,2511224726,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",26,"PP",53,64,135,252,NA,16
1387,2511224731,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",31,"NP",53,64,135,252,NA,16
1387,2511224732,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",32,"NP",53,64,135,252,NA,16
1387,2511224733,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",33,"NP",53,64,135,252,NA,16
1387,2511224734,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",34,"NP",53,64,135,252,NA,16
1387,2511224735,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",35,"NP",53,64,135,252,NA,16
1387,2511224736,NA,25,"Sylhet",11,"Gowainghat",22,"Doubari",47,"Kamait",36,"NP",53,64,135,252,NA,16
1240,2511616311,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",11,"UP",27,5,124,156,NA,16
1240,2511616312,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",12,"UP",27,5,124,156,NA,16
1240,2511616313,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",13,"UP",27,5,124,156,NA,16
1240,2511616314,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",14,"UP",27,5,124,156,NA,16
1240,2511616315,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",15,"UP",27,5,124,156,NA,16
1240,2511616316,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",16,"UP",27,5,124,156,NA,16
1240,2511616321,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",21,"PP",27,5,124,156,NA,16
1240,2511616322,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",22,"PP",27,5,124,156,NA,16
1240,2511616323,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",23,"PP",27,5,124,156,NA,16
1240,2511616324,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",24,"PP",27,5,124,156,NA,16
1240,2511616325,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",25,"PP",27,5,124,156,NA,16
1240,2511616326,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",26,"PP",27,5,124,156,NA,16
1240,2511616331,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",31,"NP",27,5,124,156,NA,16
1240,2511616332,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",32,"NP",27,5,124,156,NA,16
1240,2511616333,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",33,"NP",27,5,124,156,NA,16
1240,2511616334,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",34,"NP",27,5,124,156,NA,16
1240,2511616335,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",35,"NP",27,5,124,156,NA,16
1240,2511616336,NA,25,"Sylhet",11,"Gowainghat",61,"Purbo Joflong",63,"Mohammod pur-2",36,"NP",27,5,124,156,NA,16
1251,2511448611,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",11,"UP",39,51,80,170,NA,16
1251,2511448612,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",12,"UP",39,51,80,170,NA,16
1251,2511448613,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",13,"UP",39,51,80,170,NA,16
1251,2511448614,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",14,"UP",39,51,80,170,NA,16
1251,2511448615,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",15,"UP",39,51,80,170,NA,16
1251,2511448616,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",16,"UP",39,51,80,170,NA,16
1251,2511448621,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",21,"PP",39,51,80,170,NA,16
1251,2511448622,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",22,"PP",39,51,80,170,NA,16
1251,2511448623,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",23,"PP",39,51,80,170,NA,16
1251,2511448624,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",24,"PP",39,51,80,170,NA,16
1251,2511448625,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",25,"PP",39,51,80,170,NA,16
1251,2511448626,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",26,"PP",39,51,80,170,NA,16
1251,2511448631,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",31,"NP",39,51,80,170,NA,16
1251,2511448632,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",32,"NP",39,51,80,170,NA,16
1251,2511448633,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",33,"NP",39,51,80,170,NA,16
1251,2511448634,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",34,"NP",39,51,80,170,NA,16
1251,2511448635,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",35,"NP",39,51,80,170,NA,16
1251,2511448636,NA,25,"Sylhet",11,"Gowainghat",44,"Langura",86,"Sonir gram",36,"NP",39,51,80,170,NA,16
1154,2511689911,NA,25,"Sylhet",11,"Gowainghat",68,"Rustompur",99,"Vitorgul",11,"UP",52,160,59,271,NA,16
