"Sl..No","Barcode","code128","PSU","District","PSU_UP","Upazila","PSU_Union","Union","PSU_VWC","VWC","HH_PSU","wealth","Ultra.poor","Poor","Non.Poor","Total","Remarks","Print.Sl..no"
2627,2517631815,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",15,"UP",26,138,59,223,NA,10
2627,2517631816,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",16,"UP",26,138,59,223,NA,10
2627,2517631821,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",21,"PP",26,138,59,223,NA,10
2627,2517631822,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",22,"PP",26,138,59,223,NA,10
2627,2517631823,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",23,"PP",26,138,59,223,NA,10
2627,2517631824,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",24,"PP",26,138,59,223,NA,10
2627,2517631825,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",25,"PP",26,138,59,223,NA,10
2627,2517631826,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",26,"PP",26,138,59,223,NA,10
2627,2517631831,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",31,"NP",26,138,59,223,NA,10
2627,2517631832,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",32,"NP",26,138,59,223,NA,10
2627,2517631833,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",33,"NP",26,138,59,223,NA,10
2627,2517631834,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",34,"NP",26,138,59,223,NA,10
2627,2517631835,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",35,"NP",26,138,59,223,NA,10
2627,2517631836,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",18,"Daspara+Bora Kanda",36,"NP",26,138,59,223,NA,10
2517,2517425011,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",11,"UP",17,51,41,109,NA,10
2517,2517425012,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",12,"UP",17,51,41,109,NA,10
2517,2517425013,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",13,"UP",17,51,41,109,NA,10
2517,2517425014,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",14,"UP",17,51,41,109,NA,10
2517,2517425015,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",15,"UP",17,51,41,109,NA,10
2517,2517425016,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",16,"UP",17,51,41,109,NA,10
2517,2517425021,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",21,"PP",17,51,41,109,NA,10
2517,2517425022,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",22,"PP",17,51,41,109,NA,10
2517,2517425023,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",23,"PP",17,51,41,109,NA,10
2517,2517425024,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",24,"PP",17,51,41,109,NA,10
2517,2517425025,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",25,"PP",17,51,41,109,NA,10
2517,2517425026,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",26,"PP",17,51,41,109,NA,10
2517,2517425031,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",31,"NP",17,51,41,109,NA,10
2517,2517425032,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",32,"NP",17,51,41,109,NA,10
2517,2517425033,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",33,"NP",17,51,41,109,NA,10
2517,2517425034,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",34,"NP",17,51,41,109,NA,10
2517,2517425035,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",35,"NP",17,51,41,109,NA,10
2517,2517425036,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",50,"Khali Karkandi Tiakata",36,"NP",17,51,41,109,NA,10
2490,2517426811,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",11,"UP",45,51,132,228,NA,10
2490,2517426812,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",12,"UP",45,51,132,228,NA,10
2490,2517426813,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",13,"UP",45,51,132,228,NA,10
2490,2517426814,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",14,"UP",45,51,132,228,NA,10
2490,2517426815,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",15,"UP",45,51,132,228,NA,10
2490,2517426816,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",16,"UP",45,51,132,228,NA,10
2490,2517426821,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",21,"PP",45,51,132,228,NA,10
2490,2517426822,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",22,"PP",45,51,132,228,NA,10
2490,2517426823,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",23,"PP",45,51,132,228,NA,10
2490,2517426824,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",24,"PP",45,51,132,228,NA,10
2490,2517426825,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",25,"PP",45,51,132,228,NA,10
2490,2517426826,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",26,"PP",45,51,132,228,NA,10
2490,2517426831,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",31,"NP",45,51,132,228,NA,10
2490,2517426832,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",32,"NP",45,51,132,228,NA,10
2490,2517426833,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",33,"NP",45,51,132,228,NA,10
2490,2517426834,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",34,"NP",45,51,132,228,NA,10
2490,2517426835,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",35,"NP",45,51,132,228,NA,10
2490,2517426836,NA,25,"Kishoreganj",17,"Kuliarchar",42,"Kuliarchar-Pourashava",68,"Noyagaon Beparipara Rayer Char-1",36,"NP",45,51,132,228,NA,10
2625,2517639011,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",11,"UP",41,157,88,286,NA,10
2625,2517639012,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",12,"UP",41,157,88,286,NA,10
2625,2517639013,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",13,"UP",41,157,88,286,NA,10
2625,2517639014,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",14,"UP",41,157,88,286,NA,10
2625,2517639015,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",15,"UP",41,157,88,286,NA,10
2625,2517639016,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",16,"UP",41,157,88,286,NA,10
2625,2517639021,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",21,"PP",41,157,88,286,NA,10
2625,2517639022,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",22,"PP",41,157,88,286,NA,10
2625,2517639023,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",23,"PP",41,157,88,286,NA,10
2625,2517639024,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",24,"PP",41,157,88,286,NA,10
2625,2517639025,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",25,"PP",41,157,88,286,NA,10
2625,2517639026,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",26,"PP",41,157,88,286,NA,10
2625,2517639031,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",31,"NP",41,157,88,286,NA,10
2625,2517639032,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",32,"NP",41,157,88,286,NA,10
2625,2517639033,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",33,"NP",41,157,88,286,NA,10
2625,2517639034,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",34,"NP",41,157,88,286,NA,10
2625,2517639035,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",35,"NP",41,157,88,286,NA,10
2625,2517639036,NA,25,"Kishoreganj",17,"Kuliarchar",63,"Ramdi",90,"Tarakandi-3",36,"NP",41,157,88,286,NA,10
3331,2524192211,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",11,"UP",48,110,104,262,NA,10
3331,2524192212,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",12,"UP",48,110,104,262,NA,10
3331,2524192213,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",13,"UP",48,110,104,262,NA,10
3331,2524192214,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",14,"UP",48,110,104,262,NA,10
3331,2524192215,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",15,"UP",48,110,104,262,NA,10
3331,2524192216,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",16,"UP",48,110,104,262,NA,10
3331,2524192221,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",21,"PP",48,110,104,262,NA,10
3331,2524192222,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",22,"PP",48,110,104,262,NA,10
3331,2524192223,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",23,"PP",48,110,104,262,NA,10
3331,2524192224,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",24,"PP",48,110,104,262,NA,10
3331,2524192225,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",25,"PP",48,110,104,262,NA,10
3331,2524192226,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",26,"PP",48,110,104,262,NA,10
3331,2524192231,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",31,"NP",48,110,104,262,NA,10
3331,2524192232,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",32,"NP",48,110,104,262,NA,10
3331,2524192233,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",33,"NP",48,110,104,262,NA,10
3331,2524192234,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",34,"NP",48,110,104,262,NA,10
3331,2524192235,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",35,"NP",48,110,104,262,NA,10
3331,2524192236,NA,25,"Kishoreganj",24,"Tarail",19,"Digdair",22,"Digdair (2)",36,"NP",48,110,104,262,NA,10
3226,2524646511,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",11,"UP",29,71,201,301,NA,10
3226,2524646512,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",12,"UP",29,71,201,301,NA,10
3226,2524646513,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",13,"UP",29,71,201,301,NA,10
3226,2524646514,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",14,"UP",29,71,201,301,NA,10
3226,2524646515,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",15,"UP",29,71,201,301,NA,10
3226,2524646516,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",16,"UP",29,71,201,301,NA,10
3226,2524646521,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",21,"PP",29,71,201,301,NA,10
3226,2524646522,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",22,"PP",29,71,201,301,NA,10
3226,2524646523,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",23,"PP",29,71,201,301,NA,10
3226,2524646524,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",24,"PP",29,71,201,301,NA,10
3226,2524646525,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",25,"PP",29,71,201,301,NA,10
3226,2524646526,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",26,"PP",29,71,201,301,NA,10
3226,2524646531,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",31,"NP",29,71,201,301,NA,10
3226,2524646532,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",32,"NP",29,71,201,301,NA,10
3226,2524646533,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",33,"NP",29,71,201,301,NA,10
3226,2524646534,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",34,"NP",29,71,201,301,NA,10
3226,2524646535,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",35,"NP",29,71,201,301,NA,10
3226,2524646536,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",65,"Mougau",36,"NP",29,71,201,301,NA,10
3259,2524177811,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",11,"UP",11,128,61,200,NA,10
3259,2524177812,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",12,"UP",11,128,61,200,NA,10
3259,2524177813,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",13,"UP",11,128,61,200,NA,10
3259,2524177814,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",14,"UP",11,128,61,200,NA,10
3259,2524177815,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",15,"UP",11,128,61,200,NA,10
3259,2524177816,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",16,"UP",11,128,61,200,NA,10
3259,2524177821,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",21,"PP",11,128,61,200,NA,10
3259,2524177822,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",22,"PP",11,128,61,200,NA,10
3259,2524177823,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",23,"PP",11,128,61,200,NA,10
3259,2524177824,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",24,"PP",11,128,61,200,NA,10
3259,2524177825,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",25,"PP",11,128,61,200,NA,10
3259,2524177826,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",26,"PP",11,128,61,200,NA,10
3259,2524177831,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",31,"NP",11,128,61,200,NA,10
3259,2524177832,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",32,"NP",11,128,61,200,NA,10
3259,2524177833,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",33,"NP",11,128,61,200,NA,10
3259,2524177834,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",34,"NP",11,128,61,200,NA,10
3259,2524177835,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",35,"NP",11,128,61,200,NA,10
3259,2524177836,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",78,"Sakandarnogor (5)",36,"NP",11,128,61,200,NA,10
3222,2524648311,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",11,"UP",29,39,142,210,NA,10
3222,2524648312,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",12,"UP",29,39,142,210,NA,10
3222,2524648313,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",13,"UP",29,39,142,210,NA,10
3222,2524648314,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",14,"UP",29,39,142,210,NA,10
3222,2524648315,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",15,"UP",29,39,142,210,NA,10
3222,2524648316,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",16,"UP",29,39,142,210,NA,10
3222,2524648321,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",21,"PP",29,39,142,210,NA,10
3222,2524648322,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",22,"PP",29,39,142,210,NA,10
3222,2524648323,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",23,"PP",29,39,142,210,NA,10
3222,2524648324,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",24,"PP",29,39,142,210,NA,10
3222,2524648325,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",25,"PP",29,39,142,210,NA,10
3222,2524648326,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",26,"PP",29,39,142,210,NA,10
3222,2524648331,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",31,"NP",29,39,142,210,NA,10
3222,2524648332,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",32,"NP",29,39,142,210,NA,10
3222,2524648333,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",33,"NP",29,39,142,210,NA,10
3222,2524648334,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",34,"NP",29,39,142,210,NA,10
3222,2524648335,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",35,"NP",29,39,142,210,NA,10
3222,2524648336,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",83,"Shibpur",36,"NP",29,39,142,210,NA,10
3219,2524648511,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",11,"UP",48,20,216,284,NA,10
3219,2524648512,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",12,"UP",48,20,216,284,NA,10
3219,2524648513,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",13,"UP",48,20,216,284,NA,10
3219,2524648514,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",14,"UP",48,20,216,284,NA,10
3219,2524648515,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",15,"UP",48,20,216,284,NA,10
3219,2524648516,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",16,"UP",48,20,216,284,NA,10
3219,2524648521,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",21,"PP",48,20,216,284,NA,10
3219,2524648522,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",22,"PP",48,20,216,284,NA,10
3219,2524648523,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",23,"PP",48,20,216,284,NA,10
3219,2524648524,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",24,"PP",48,20,216,284,NA,10
3219,2524648525,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",25,"PP",48,20,216,284,NA,10
3219,2524648526,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",26,"PP",48,20,216,284,NA,10
3219,2524648531,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",31,"NP",48,20,216,284,NA,10
3219,2524648532,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",32,"NP",48,20,216,284,NA,10
3219,2524648533,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",33,"NP",48,20,216,284,NA,10
3219,2524648534,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",34,"NP",48,20,216,284,NA,10
3219,2524648535,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",35,"NP",48,20,216,284,NA,10
3219,2524648536,NA,25,"Kishoreganj",24,"Tarail",64,"Rauti",85,"Shimulati(2)",36,"NP",48,20,216,284,NA,10
3241,2524170611,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",11,"UP",35,106,12,153,NA,10
3241,2524170612,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",12,"UP",35,106,12,153,NA,10
3241,2524170613,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",13,"UP",35,106,12,153,NA,10
3241,2524170614,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",14,"UP",35,106,12,153,NA,10
3241,2524170615,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",15,"UP",35,106,12,153,NA,10
3241,2524170616,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",16,"UP",35,106,12,153,NA,10
3241,2524170621,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",21,"PP",35,106,12,153,NA,10
3241,2524170622,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",22,"PP",35,106,12,153,NA,10
3241,2524170623,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",23,"PP",35,106,12,153,NA,10
3241,2524170624,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",24,"PP",35,106,12,153,NA,10
3241,2524170625,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",25,"PP",35,106,12,153,NA,10
3241,2524170626,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",26,"PP",35,106,12,153,NA,10
3241,2524170631,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",31,"NP",35,106,12,153,NA,10
3241,2524170632,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",32,"NP",35,106,12,153,NA,10
3241,2524170633,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",33,"NP",35,106,12,153,NA,10
3241,2524170634,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",34,"NP",35,106,12,153,NA,10
3241,2524170635,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",35,"NP",35,106,12,153,NA,10
3241,2524170636,NA,25,"Kishoreganj",24,"Tarail",17,"Dhala",6,"BeharKona(2)",36,"NP",35,106,12,153,NA,10
25841,1428394111,NA,14,"Kishoreganj",28,"Hossainpur",39,"Sidla",41,"Athkapaa",11,"UP",8,17,78,103,NA,11
25841,1428394112,NA,14,"Kishoreganj",28,"Hossainpur",39,"Sidla",41,"Athkapaa",12,"UP",8,17,78,103,NA,11
25841,1428394113,NA,14,"Kishoreganj",28,"Hossainpur",39,"Sidla",41,"Athkapaa",13,"UP",8,17,78,103,NA,11
25841,1428394114,NA,14,"Kishoreganj",28,"Hossainpur",39,"Sidla",41,"Athkapaa",14,"UP",8,17,78,103,NA,11
25841,1428394115,NA,14,"Kishoreganj",28,"Hossainpur",39,"Sidla",41,"Athkapaa",15,"UP",8,17,78,103,NA,11
25841,1428394116,NA,14,"Kishoreganj",28,"Hossainpur",39,"Sidla",41,"Athkapaa",16,"UP",8,17,78,103,NA,11
25841,1428394121,NA,14,"Kishoreganj",28,"Hossainpur",39,"Sidla",41,"Athkapaa",21,"PP",8,17,78,103,NA,11
25841,1428394122,NA,14,"Kishoreganj",28,"Hossainpur",39,"Sidla",41,"Athkapaa",22,"PP",8,17,78,103,NA,11
25841,1428394123,NA,14,"Kishoreganj",28,"Hossainpur",39,"Sidla",41,"Athkapaa",23,"PP",8,17,78,103,NA,11
25841,1428394124,NA,14,"Kishoreganj",28,"Hossainpur",39,"Sidla",41,"Athkapaa",24,"PP",8,17,78,103,NA,11
25841,1428394125,NA,14,"Kishoreganj",28,"Hossainpur",39,"Sidla",41,"Athkapaa",25,"PP",8,17,78,103,NA,11
25841,1428394126,NA,14,"Kishoreganj",28,"Hossainpur",39,"Sidla",41,"Athkapaa",26,"PP",8,17,78,103,NA,11
25841,1428394131,NA,14,"Kishoreganj",28,"Hossainpur",39,"Sidla",41,"Athkapaa",31,"NP",8,17,78,103,NA,11
