"_URI","_CREATOR_URI_USER","_CREATION_DATE","_LAST_UPDATE_URI_USER","_LAST_UPDATE_DATE","_MODEL_VERSION","_UI_VERSION","_IS_COMPLETE","_SUBMISSION_DATE","_MARKED_AS_COMPLETE_DATE","RVHC_SLUDGE_MANAGEMENT_WHEN_LATRINE_PIT_IS_FULL_DONE","RVHC_LATRINE_USE_BY_WHOM","RVHC_HH_DATE","RVHC_SLUDGE_MANAGEMENT_WHEN_LATRINE_PIT_IS_FULL_DONE_OUPUT","RVHC_HOUSEHOLD_LOCATION_LNG","RVHC_SHARED_LATRINE","RVHC_NO_OF_PEOPLE_WITH_DIFFICULTIES","RVHC_SECTION1_RVHC_NO_OF_MEMBER_MALE_TENAGE","RVHC_HOUSEHOLD_LOCATION_LAT","RVHC_SECTION1_RVHC_NO_OF_MEMBER_FEMALE_ADULT","RVHC_SLUDGE_MANAGEMENT_WHEN_LATRINE_PIT_IS_FULL_FUTURE_OUPUT","RVHC_NAME_OF_VILLAGE","RVHC_HOUSEHOLD_LOCATION_ALT","META_INSTANCE_ID","RVHC_LATRINE_USE_WHEN","RVHC_HOUSEHOLD_BARCODE","RVHC_SOURCE_TO_DRINK_WATER_MANAGEMENT_OUPUT","RVHC_SLUDGE_MANAGEMENT_WHEN_LATRINE_PIT_IS_FULL_FUTURE","RVHC_SOURCE_TO_DRINK_WATER_MANAGEMENT","RVHC_TYPE_OF_LATRINE_OTHER","RVHC_TYPE_OF_LATRINE","RVHC_SECTION1_RVHC_SURVEYER_GENDER","RVHC_SAFE_AND_STORED_WATER_SOURCE","RVHC_SECTION1_RVHC_NO_OF_MEMBER_FEMALE_TENAGE","RVHC_HOUSEHOLD_LOCATION_ACC","RVHC_SANITARY_HYGENIC_HH_LATRINE_OUPUT","RVHC_SECTION1_RVHC_NO_OF_MEMBER_MALE_ADULT","RVHC_SECTION1_RVHC_NO_OF_MEMBER_FEMALE_CHILD","RVHC_SANITARY_HYGENIC_HH_LATRINE","RVHC_SAFE_AND_STORED_WATER_SOURCE_OUPUT","RVHC_SECTION1_RVHC_NO_OF_MEMBER_MALE_CHILD","RVHC_SITUATION_OF_HH_ON_SURVEY","RVHC_DIARRHOE","RVHC_HANDWASHING_PROVISION_AFTER_DEFECTION"
"uuid:4186ca57-5bb5-4b57-9794-d833a33a19fc","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-29 08:23:02","","2013-12-29 08:23:02",,,"1","2013-12-29 08:23:02","2013-12-29 08:23:02","D","B","2013-12-29 00:00:00","",91.3608579000,"A","0",0,24.1501613000,3,"","Jogodishpur tea garben",0.0000000000,"uuid:4186ca57-5bb5-4b57-9794-d833a33a19fc","A","31030121","","","B","","A","Male","B",0,4252.0000000000,"",4,1,"4","",2,"pp","","C"
"uuid:b3dc1679-5dd1-4104-bfc9-a99cd9128433","anonymousUser","2014-01-15 04:36:08","anonymousUser","2014-01-15 06:13:59",,,"1","2014-01-15 04:36:08","2014-01-15 06:13:59","F","C","2014-01-15 00:00:00","",89.8910523000,"A","0",0,24.7705375000,1,"","Bilbalia-1",0.0000000000,"uuid:b3dc1679-5dd1-4104-bfc9-a99cd9128433","C","31331925","","C","D","","A","Female","D",0,4316.0000000000,"",2,0,"4","",0,"pp","","E"
"uuid:99abacec-6b99-420f-b46d-fa5bcd7ad67e","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-29 11:25:07","","2013-12-29 11:25:07",,,"1","2013-12-29 11:25:07","2013-12-29 11:25:07","D","B","2013-12-29 00:00:00","",91.3878909000,"C","0",,22.8035539000,1,"","Purba Baraodhali",0.0000000000,"uuid:99abacec-6b99-420f-b46d-fa5bcd7ad67e","B","31231413","","","D","","A","Female","D",,4161.0000000000,"",1,,"4","",1,"up","","E"
"uuid:d30c2539-572c-484b-a2d9-a558ef123482","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-29 12:03:04","","2013-12-29 12:03:04",,,"1","2013-12-29 12:03:04","2013-12-29 12:03:04","F","A","2013-12-29 00:00:00","",91.3608579000,"A","0",0,24.1501613000,1,"","Jogodishpur tea garden",0.0000000000,"uuid:d30c2539-572c-484b-a2d9-a558ef123482","A","31030112","","C","D","","A","Female","D",0,4252.0000000000,"",1,1,"1","",1,"up","","C"
"uuid:da01078a-3b47-47c5-b6fb-412b9df33793","anonymousUser","2014-01-15 04:33:58","","2014-01-15 04:33:58",,,"1","2014-01-15 04:33:58","2014-01-15 04:33:58","","","2014-01-15 00:00:00","",88.4941880000,"","0",0,24.9922470000,1,"","hiradanga",0.0000000000,"uuid:da01078a-3b47-47c5-b6fb-412b9df33793","","31914221","","","B","","","Female","A",1,3949.0000000000,"",1,0,"6","",1,"pp","",""
"uuid:67c89943-d8ae-4d35-a0f4-3a1f9a6ebb2c","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-29 12:15:46","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-29 12:31:54",,,"1","2013-12-29 12:15:46","2013-12-29 12:31:54","F","B","2013-12-29 00:00:00","",91.3608579000,"A","0",0,24.1501613000,1,"","Jogodishpur tea garden",0.0000000000,"uuid:67c89943-d8ae-4d35-a0f4-3a1f9a6ebb2c","A","31030111","","C","C","Pit latrin","D","Female","C",0,4252.0000000000,"",1,1,"5","",1,"up","","E"
"uuid:806b440d-bb95-499d-87d4-b2b31e42f6ad","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-29 12:21:15","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-29 12:34:02",,,"1","2013-12-29 12:21:15","2013-12-29 12:34:02","F","B","2013-12-29 00:00:00","",91.3608579000,"A","0",0,24.1501613000,2,"","Jogodishpur tea garden",0.0000000000,"uuid:806b440d-bb95-499d-87d4-b2b31e42f6ad","A","31030127","","C","C","Pit latrin","D","Male","C",0,4252.0000000000,"",3,0,"5","",0,"pp","","E"
"uuid:f5aa6e63-d0fd-4000-89e8-a22cb4554afa","anonymousUser","2014-01-15 04:12:43","","2014-01-15 04:12:43",,,"1","2014-01-15 04:12:43","2014-01-15 04:12:43","","","2014-01-15 00:00:00","",89.8910523000,"","0",0,24.7705375000,2,"","Bilbalia-1",0.0000000000,"uuid:f5aa6e63-d0fd-4000-89e8-a22cb4554afa","","31331913","","","D","","","Female","D",1,4316.0000000000,"",1,1,"6","",1,"up","",""
"uuid:653729dd-45da-47c5-af68-2c61b74fa92a","anonymousUser","2014-01-15 04:25:06","anonymousUser","2014-01-15 06:09:07",,,"1","2014-01-15 04:25:06","2014-01-15 06:09:07","C","C","2014-01-15 00:00:00","",89.8552538000,"A","0",0,24.7796882000,1,"","Bilbalia-1",0.0000000000,"uuid:653729dd-45da-47c5-af68-2c61b74fa92a","C","31331924","","","C","","A","Male","B",0,4128.0000000000,"",2,0,"4","",0,"pp","","E"
"uuid:e65f26d9-d5c9-40cb-8e6f-53b1bfa613c1","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-30 05:34:33","","2013-12-30 05:34:33",,,"1","2013-12-30 05:34:33","2013-12-30 05:34:33","D","D","2013-12-30 00:00:00","",91.3878909000,"A","0",1,22.8035539000,1,"","Purba Barodhali",0.0000000000,"uuid:e65f26d9-d5c9-40cb-8e6f-53b1bfa613c1","B","31231437","","","C","","A","Female","A",1,4161.0000000000,"",1,,"4","",1,"np","","D"
"uuid:57f63704-84db-4873-95b6-65135d74639c","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-30 05:49:58","","2013-12-30 05:49:58",,,"1","2013-12-30 05:49:58","2013-12-30 05:49:58","E","D","2013-12-30 00:00:00","",91.3878909000,"A","0",,22.8035539000,1,"","Purba Barodhali",0.0000000000,"uuid:57f63704-84db-4873-95b6-65135d74639c","C","31231436","","","C","River bed","D","Female","A",1,4161.0000000000,"",1,1,"5","",1,"np","","E"
"uuid:324e5b04-e200-40ee-aac9-871e85088cfb","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-30 06:29:03","","2013-12-30 06:29:03",,,"1","2013-12-30 06:29:03","2013-12-30 06:29:03","E","D","2013-12-30 00:00:00","",91.3878909000,"A","0",1,22.8035539000,1,"","Purba Barodhali",0.0000000000,"uuid:324e5b04-e200-40ee-aac9-871e85088cfb","C","31231438","","","C","River bed","D","Female","A",2,4161.0000000000,"",1,,"5","",1,"np","","E"
"uuid:954dbb65-659c-445c-8f19-05c187c1c0e1","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-30 06:32:02","","2013-12-30 06:32:02",,,"1","2013-12-30 06:32:02","2013-12-30 06:32:02","F","B","2013-12-30 00:00:00","",91.3274515000,"A","0",2,22.8074542000,1,"","Purba Barodhali",0.0000000000,"uuid:954dbb65-659c-445c-8f19-05c187c1c0e1","B","31231427","","D","C","","A","Female","A",1,4343.0000000000,"",1,,"4","",,"pp","","D"
"uuid:91674156-47ff-4c7c-86e7-b7b2ba5861f1","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-30 07:00:13","","2013-12-30 07:00:13",,,"1","2013-12-30 07:00:13","2013-12-30 07:00:13","E","D","2013-12-30 00:00:00","",91.3878909000,"A","0",1,22.8035539000,2,"","Purba Barodhali",0.0000000000,"uuid:91674156-47ff-4c7c-86e7-b7b2ba5861f1","D","31231416","","","C","Open latrine","D","Female","A",1,4161.0000000000,"",1,,"5","",1,"up","","D"
"uuid:d648e50a-b3f4-4f35-8e72-0c2cf479dbd4","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-30 07:01:41","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-30 07:43:40",,,"1","2013-12-30 07:01:41","2013-12-30 07:43:40","F","A","2013-12-30 00:00:00","",88.9119490356,"A","0",0,23.4390137078,1,"","Raipur hudapara",-52.0000000000,"uuid:d648e50a-b3f4-4f35-8e72-0c2cf479dbd4","B","32286426","","C","C","","B","Female","C",0,35.0000000000,"",1,1,"1","",1,"pp","","D"
"uuid:ddfe8b02-73a9-45a6-8f3b-00b5dbc4b6f9","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-30 07:39:14","","2013-12-30 07:39:14",,,"1","2013-12-30 07:39:14","2013-12-30 07:39:14","E","B","2013-12-30 00:00:00","",91.3878909000,"A","0",2,22.8035539000,2,"","Purba Barodhali",0.0000000000,"uuid:ddfe8b02-73a9-45a6-8f3b-00b5dbc4b6f9","B","31231426","","","C","Open lattrine","D","Male","A",,4161.0000000000,"",1,,"5","",,"pp","","E"
"uuid:1ceb6417-04fa-42b3-8f46-9348568b2374","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-30 07:44:59","","2013-12-30 07:44:59",,,"1","2013-12-30 07:44:59","2013-12-30 07:44:59","F","A","2013-12-30 00:00:00","",88.9042376000,"C","0",0,23.4495124000,1,"","Raipur hudapara",0.0000000000,"uuid:1ceb6417-04fa-42b3-8f46-9348568b2374","B","32286427","","C","A","","B","Female","A",0,4227.0000000000,"",1,1,"1","",0,"pp","","B"
"uuid:b1c04ce7-b788-42ea-abfc-4ca7a854b839","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-30 07:50:48","","2013-12-30 07:50:48",,,"1","2013-12-30 07:50:48","2013-12-30 07:50:48","E","B","2013-12-30 00:00:00","",91.4525558000,"C","0",,22.8444215000,1,"","Purba  Barodhali",0.0000000000,"uuid:b1c04ce7-b788-42ea-abfc-4ca7a854b839","B","31231417","","","C","","A","Female","A",,3842.0000000000,"",1,1,"5","",,"up","","E"
"uuid:e789c2d0-71d0-432a-a834-95d4725556d6","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-30 07:58:10","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-30 11:02:41",,,"1","2013-12-30 07:58:10","2013-12-30 11:02:41","","","2013-12-30 00:00:00","",88.4951691000,"","0",0,24.9923419000,2,"","kittoli",0.0000000000,"uuid:e789c2d0-71d0-432a-a834-95d4725556d6","","31914233","","","E","","","Female","E",0,3926.0000000000,"",2,0,"6","",0,"np","",""
"uuid:e6b82249-20b6-43f0-ac81-d94c59e10faf","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-30 08:07:49","","2013-12-30 08:07:49",,,"1","2013-12-30 08:07:49","2013-12-30 08:07:49","F","B","2013-12-30 00:00:00","",91.3878909000,"A","0",,22.8035539000,1,"","Purba Barodhali",0.0000000000,"uuid:e6b82249-20b6-43f0-ac81-d94c59e10faf","B","31231425","","D","C","","A","Female","A",,4161.0000000000,"",2,1,"4","",,"pp","","E"
"uuid:4b23a2fd-411b-4950-b760-28af3d264984","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-30 08:54:26","","2013-12-30 08:54:26",,,"1","2013-12-30 08:54:26","2013-12-30 08:54:26","F","B","2013-12-30 00:00:00","",91.3878909000,"A","0",4,22.8035539000,2,"","Purba Barodhali",0.0000000000,"uuid:4b23a2fd-411b-4950-b760-28af3d264984","B","31231428","","D","C","","A","Female","A",,4161.0000000000,"",2,,"3","",,"pp","","E"
"uuid:3f4d1630-5fc5-4d23-ab60-01b90fa90e19","uid:kamruzzaman|2013-12-18T22:37:25.175+0000","2013-12-30 09:25:40","uid:kamruzzaman|2013-12-18T22:37:25.175+0000","2013-12-30 09:29:49",,,"1","2013-12-30 09:25:40","2013-12-30 09:29:49","C","A","2013-12-30 00:00:00","",89.4244595000,"A","0",0,23.0048730000,3,"","Bivagdi",0.0000000000,"uuid:3f4d1630-5fc5-4d23-ab60-01b90fa90e19","A","32216223","","","C","","A","Female","B",0,4124.0000000000,"",2,2,"5","",2,"pp","","D"
"uuid:0540b3d3-e225-4853-b204-80d16f9d6012","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-30 09:52:33","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-30 11:03:33",,,"1","2013-12-30 09:52:33","2013-12-30 11:03:33","","","2013-12-30 00:00:00","",88.4951691000,"","0",0,24.9923419000,3,"","kittoli",0.0000000000,"uuid:0540b3d3-e225-4853-b204-80d16f9d6012","","31914237","","","C","","","Female","C",1,3926.0000000000,"",3,0,"6","",1,"np","",""
"uuid:65011a31-3020-4163-983e-c66ad1916609","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-30 09:58:27","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-30 11:04:35",,,"1","2013-12-30 09:58:27","2013-12-30 11:04:35","","","2013-12-30 00:00:00","",88.4781840000,"","0",1,24.9511900000,1,"","kittoli",0.0000000000,"uuid:65011a31-3020-4163-983e-c66ad1916609","","31914212","","","C","","","Male","A",0,3868.0000000000,"",1,0,"6","",0,"up","",""
"uuid:58bbe7f6-4a26-4bcc-ba3f-935a1a40df8a","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-30 10:04:27","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-30 11:05:25",,,"1","2013-12-30 10:04:27","2013-12-30 11:05:25","","","2013-12-30 00:00:00","",88.4781840000,"","0",1,24.9511900000,1,"","kittoli",0.0000000000,"uuid:58bbe7f6-4a26-4bcc-ba3f-935a1a40df8a","","31914213","","","B","","","Male","A",0,3868.0000000000,"",1,2,"6","",1,"up","",""
"uuid:9af1d5d3-e263-457b-9082-b27bc5a33f6b","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-30 10:18:00","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-30 10:27:50",,,"1","2013-12-30 10:18:00","2013-12-30 10:27:50","F","A","2013-12-30 00:00:00","",88.9042376000,"C","0",0,23.4495124000,1,"","Raipur hudapara",0.0000000000,"uuid:9af1d5d3-e263-457b-9082-b27bc5a33f6b","B","32286427","","C","A","","B","Female","A",0,4227.0000000000,"",1,1,"1","",0,"pp","","B"
"uuid:b6ad8e65-299f-4934-8c88-bc658f7f91e5","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-30 10:29:12","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-30 15:07:42",,,"1","2013-12-30 10:29:12","2013-12-30 15:07:42","F","A","2013-12-30 00:00:00","",88.9042376000,"C","0",0,23.4495124000,1,"","Raipur hudapara",0.0000000000,"uuid:b6ad8e65-299f-4934-8c88-bc658f7f91e5","B","32286415","","C","D","","B","Female","D",0,4227.0000000000,"",1,1,"1","",0,"up","","B"
"uuid:6f69dd7b-8ea4-4375-a08e-34842a4451f6","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-30 14:25:06","","2013-12-30 14:25:06",,,"1","2013-12-30 14:25:06","2013-12-30 14:25:06","F","B","2013-12-30 00:00:00","",91.3695867274,"B","0",0,24.1551221013,2,"","Jogodishpur tea garden",-38.0000000000,"uuid:6f69dd7b-8ea4-4375-a08e-34842a4451f6","A","31030113","","C","D","","A","Male","D",1,50.0000000000,"",3,1,"5","",1,"up","","E"
"uuid:9685bb16-343d-445b-ac21-eea762b16390","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-30 14:28:25","","2013-12-30 14:28:25",,,"1","2013-12-30 14:28:25","2013-12-30 14:28:25","F","B","2013-12-30 00:00:00","",91.3506182000,"B","0",1,24.1747527000,1,"","Jogodishpur tea garden",0.0000000000,"uuid:9685bb16-343d-445b-ac21-eea762b16390","A","31030114","","C","D","","A","Female","D",2,2609.0000000000,"",1,0,"5","",0,"up","","E"
"uuid:609c4aee-4ef5-482a-a103-eb8b730df4ad","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-30 14:29:55","","2013-12-30 14:29:55",,,"1","2013-12-30 14:29:55","2013-12-30 14:29:55","C","B","2013-12-30 00:00:00","",91.3750371668,"C","0",1,24.1551053520,2,"","Jogodishpur tea garden",-20.0000000000,"uuid:609c4aee-4ef5-482a-a103-eb8b730df4ad","A","31030123","","","D","","A","Male","D",0,30.0000000000,"",2,1,"4","",1,"pp","","E"
"uuid:cc09d309-0b71-484f-a5df-263794d50fbb","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-30 14:31:13","","2013-12-30 14:31:13",,,"1","2013-12-30 14:31:13","2013-12-30 14:31:13","F","B","2013-12-30 00:00:00","",91.3604656000,"C","0",3,24.1585115000,1,"","Jogodishpur tea garden",0.0000000000,"uuid:cc09d309-0b71-484f-a5df-263794d50fbb","A","31030126","","C","C","","A","Female","A",0,4252.0000000000,"",1,0,"3","",0,"pp","","D"
"uuid:8d3c1158-8d82-4c3d-83b9-b34b18c899cb","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-30 14:32:10","","2013-12-30 14:32:10",,,"1","2013-12-30 14:32:10","2013-12-30 14:32:10","F","B","2013-12-30 00:00:00","",91.3739239114,"C","0",0,24.1553923989,1,"","Jogodishpur tea garden",0.0000000000,"uuid:8d3c1158-8d82-4c3d-83b9-b34b18c899cb","A","31030125","","C","C","","A","Female","C",0,10.0000000000,"",1,0,"5","",0,"pp","","D"
"uuid:f8942e14-a2b8-4a67-b722-8231175b166a","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-30 14:33:27","","2013-12-30 14:33:27",,,"1","2013-12-30 14:33:27","2013-12-30 14:33:27","F","B","2013-12-30 00:00:00","",91.3608579000,"C","0",0,24.1501613000,1,"","Jogodishpur tea garden",0.0000000000,"uuid:f8942e14-a2b8-4a67-b722-8231175b166a","A","31030124","","C","D","","A","Male","D",0,4252.0000000000,"",1,1,"5","",0,"pp","","E"
"uuid:1d1fa45b-83b0-4043-96e5-5a686709da00","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-30 14:34:28","","2013-12-30 14:34:28",,,"1","2013-12-30 14:34:28","2013-12-30 14:34:28","","","2013-12-30 00:00:00","",91.3421185000,"","0",1,24.1446991000,0,"","Jogodishpur tea garden",0.0000000000,"uuid:1d1fa45b-83b0-4043-96e5-5a686709da00","","31030115","","","C","","","Male","A",1,2946.0000000000,"",1,0,"6","",1,"up","",""
"uuid:a1bee7b7-97ed-4df6-bb4e-44b9158273dc","uid:alauddin|2013-12-18T22:35:16.923+0000","2013-12-30 14:58:56","","2013-12-30 14:58:56",,,"1","2013-12-30 14:58:56","2013-12-30 14:58:56","F","B","2013-12-30 00:00:00","",91.3716471478,"B","0",0,24.1551445976,1,"","Jogodishpur tea garden",-25.0000000000,"uuid:a1bee7b7-97ed-4df6-bb4e-44b9158273dc","A","31030110","","C","D","","A","Female","D",2,5.0000000000,"",1,1,"5","",0,"up","","E"
"uuid:d703644d-07eb-4e59-9b94-84def362eeab","uid:quddus|2013-12-18T22:38:39.088+0000","2013-12-30 15:09:12","","2013-12-30 15:09:12",,,"1","2013-12-30 15:09:12","2013-12-30 15:09:12","F","A","2013-12-30 00:00:00","",88.9042376000,"B","0",0,23.4495124000,1,"","Raipur hudapara",0.0000000000,"uuid:d703644d-07eb-4e59-9b94-84def362eeab","B","32286414","","C","C","","A","Female","B",0,4227.0000000000,"",1,2,"1","",1,"up","","D"
"uuid:1181d02b-62c2-4fb7-ae26-05276791120b","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-31 03:52:19","","2013-12-31 03:52:19",,,"1","2013-12-31 03:52:19","2013-12-31 03:52:19","E","B","2013-12-30 00:00:00","",91.3878909000,"A","0",,22.8035539000,1,"","Purba Barodhali",0.0000000000,"uuid:1181d02b-62c2-4fb7-ae26-05276791120b","B","31231424","","","C","","A","Female","A",1,4161.0000000000,"",3,,"5","",,"pp","","D"
"uuid:04101ca2-9df9-47d6-a723-e9add0ce2792","uid:ahammed|2013-12-18T22:40:55.854+0000","2013-12-31 03:55:33","","2013-12-31 03:55:33",,,"1","2013-12-31 03:55:33","2013-12-31 03:55:33","B","B","2013-12-31 00:00:00","",90.4105489000,"B","1",1,23.7794256000,2,"","Shisjir",0.0000000000,"uuid:04101ca2-9df9-47d6-a723-e9add0ce2792","B","10922071","","","B","","B","Male","B",1,120.0000000000,"",5,1,"2","",1,"up","0","B"
"uuid:55983d54-6a88-4e5d-99fd-178825eaf224","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-31 04:08:38","","2013-12-31 04:08:38",,,"1","2013-12-31 04:08:38","2013-12-31 04:08:38","C","B","2013-12-31 00:00:00","",91.3878909000,"A","0",2,22.8035539000,4,"","Purba Barodhali",0.0000000000,"uuid:55983d54-6a88-4e5d-99fd-178825eaf224","B","31231422","","","B","","A","Female","A",,4161.0000000000,"",3,,"4","",3,"pp","","D"
"uuid:667707b8-f7a5-4988-8595-8af57fe2354a","uid:kamruzzaman|2013-12-18T22:37:25.175+0000","2013-12-31 04:25:43","uid:kamruzzaman|2013-12-18T22:37:25.175+0000","2013-12-31 04:38:25",,,"1","2013-12-31 04:25:43","2013-12-31 04:38:25","F","A","2013-12-31 00:00:00","",89.4242933000,"B","0",0,23.0050001000,1,"","Bivagdi",0.0000000000,"uuid:667707b8-f7a5-4988-8595-8af57fe2354a","A","32216226","","C","C","","A","Female","A",0,4134.0000000000,"",1,1,"4","",1,"pp","","D"
"uuid:406d02a6-46f7-49d6-b9d9-ceee4f1da51c","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-31 04:32:34","","2013-12-31 04:32:34",,,"1","2013-12-31 04:32:34","2013-12-31 04:32:34","F","B","2013-12-31 00:00:00","",91.3878909000,"A","0",1,22.8035539000,2,"","Purba Barodhali",0.0000000000,"uuid:406d02a6-46f7-49d6-b9d9-ceee4f1da51c","A","31231435","","C","B","","C","Female","A",1,4161.0000000000,"",3,1,"1","",1,"np","","D"
"uuid:e562ccbc-d085-472f-9ab4-906dba317bbf","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 04:42:41","","2013-12-31 04:42:41",,,"1","2013-12-31 04:42:41","2013-12-31 04:42:41","","","2013-12-31 00:00:00","",88.4739669839,"","0",1,24.9585012180,1,"","kittoli",-43.0000000000,"uuid:e562ccbc-d085-472f-9ab4-906dba317bbf","","31914214","","","C","","","Female","A",0,20.0000000000,"",1,0,"6","",1,"up","",""
"uuid:c9440b93-7394-457e-b147-f38e67622a1b","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 04:43:34","uid:alim|2013-12-18T22:39:07.386+0000","2013-12-31 05:56:07",,,"1","2013-12-31 04:43:34","2013-12-31 05:56:07","","","2013-12-31 00:00:00","",88.4735333509,"","0",1,24.9584478672,1,"","kittoli",-7.0000000000,"uuid:c9440b93-7394-457e-b147-f38e67622a1b","","31914223","","","A","","","Male","A",0,30.0000000000,"",1,0,"6","",0,"pp","",""
"uuid:d4660e8b-3000-4738-b295-65b13ecd1593","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-31 05:02:15","","2013-12-31 05:02:15",,,"1","2013-12-31 05:02:15","2013-12-31 05:02:15","E","D","2013-12-31 00:00:00","",91.3878909000,"A","0",,22.8035539000,1,"","Purba  Barodhali",0.0000000000,"uuid:d4660e8b-3000-4738-b295-65b13ecd1593","C","31231423","","","C","","A","Female","A",,4161.0000000000,"",1,2,"4","",1,"pp","","E"
"uuid:84de6892-23bb-4af3-970d-625ab27c806d","uid:kamruzzaman|2013-12-18T22:37:25.175+0000","2013-12-31 05:14:00","","2013-12-31 05:14:00",,,"1","2013-12-31 05:14:00","2013-12-31 05:14:00","D","B","2013-12-31 00:00:00","",89.4242933000,"A","0",1,23.0050001000,1,"","Bivagdi",0.0000000000,"uuid:84de6892-23bb-4af3-970d-625ab27c806d","A","32216238","","","D","","A","Female","D",1,4134.0000000000,"",1,0,"4","",0,"np","","C"
"uuid:ba8a47c5-7238-48ef-9962-4621764ff364","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-31 05:23:41","","2013-12-31 05:23:41",,,"1","2013-12-31 05:23:41","2013-12-31 05:23:41","D","B","2013-12-31 00:00:00","",91.3878909000,"C","0",,22.8035539000,1,"","Purba Barodhali",0.0000000000,"uuid:ba8a47c5-7238-48ef-9962-4621764ff364","B","31231421","","","D","","A","Male","D",,4161.0000000000,"",1,1,"4","",1,"pp","","E"
"uuid:ea99d944-0b0e-4eb9-981b-9f339991cb1b","uid:kamruzzaman|2013-12-18T22:37:25.175+0000","2013-12-31 06:02:44","","2013-12-31 06:02:44",,,"1","2013-12-31 06:02:44","2013-12-31 06:02:44","F","F","2013-12-31 00:00:00","",89.4242933000,"B","0",0,23.0050001000,1,"","Bivagdi",0.0000000000,"uuid:ea99d944-0b0e-4eb9-981b-9f339991cb1b","A","32216216","","C","D","","A","Female","D",0,4134.0000000000,"",0,0,"2","",0,"up","","C"
"uuid:1314c766-63bb-472b-b1a1-aa9b2f63dcfd","uid:aman|2013-12-18T22:35:50.552+0000","2013-12-31 06:05:34","","2013-12-31 06:05:34",,,"1","2013-12-31 06:05:34","2013-12-31 06:05:34","E","D","2013-12-31 00:00:00","",91.3878909000,"C","0",,22.8035539000,1,"","Purba Barodhali",0.0000000000,"uuid:1314c766-63bb-472b-b1a1-aa9b2f63dcfd","C","31231414","","","D","River bed","D","Female","D",,4161.0000000000,"",1,2,"5","",1,"up","","E"
"uuid:775cff92-a481-4726-9ad5-08d5b23da718","uid:enamul|2013-12-18T23:11:29.051+0000","2013-12-31 06:16:38","","2013-12-31 06:16:38",,,"1","2013-12-31 06:16:38","2013-12-31 06:16:38","C","C","2013-12-31 00:00:00","",89.2503562000,"A","0",0,25.5687657000,1,"","Dabra",0.0000000000,"uuid:775cff92-a481-4726-9ad5-08d5b23da718","A","31412328","","","D","","A","Female","D",0,3588.0000000000,"",1,0,"4","",2,"up","","D"
